cat,loc,time,mean,mode,hdi95.lower,hdi95.upper,hdi90.lower,hdi90.upper,hdi80.lower,hdi80.upper,hdi50.lower,hdi50.upper,q.0%,q.2.5%,q.5%,q.7.5%,q.10%,q.12.5%,q.15%,q.17.5%,q.20%,q.22.5%,q.25%,q.27.5%,q.30%,q.32.5%,q.35%,q.37.5%,q.40%,q.42.5%,q.45%,q.47.5%,q.50%,q.52.5%,q.55%,q.57.5%,q.60%,q.62.5%,q.65%,q.67.5%,q.70%,q.72.5%,q.75%,q.77.5%,q.80%,q.82.5%,q.85%,q.87.5%,q.90%,q.92.5%,q.95%,q.97.5%,q.100%,time_end
medical,3,2020-04-06 16:45:00,2.158434,2.30771,1.789150,2.641065,1.789150,2.471563,1.877009,2.432898,1.877009,2.200338,1.624919,1.788535,1.843085,1.851573,1.880030,1.900450,1.916649,1.940764,1.961350,1.976518,1.992170,2.007275,2.016424,2.028179,2.039096,2.047902,2.060173,2.068716,2.094345,2.118892,2.135212,2.143945,2.164997,2.188921,2.211276,2.243576,2.257801,2.276684,2.302941,2.307895,2.340937,2.351143,2.361279,2.372769,2.403956,2.413841,2.441029,2.460391,2.538002,2.629280,2.843529,2020-04-06 16:45:00
medical,3,2020-04-07 17:20:00,6.930852,5.500768,4.408282,9.175100,4.408282,8.640412,5.155726,8.306558,5.906308,7.521499, 4.408282, 4.652274, 4.911007, 5.223900, 5.312899, 5.466169, 5.652894, 5.830045, 5.902248, 5.928300, 5.961088, 6.097715, 6.159579, 6.338232, 6.422097, 6.492592, 6.526593, 6.578615, 6.646447, 6.773133, 6.884722, 6.917773, 7.016451, 7.130429, 7.296928, 7.342335, 7.409154, 7.485114, 7.516231, 7.580012, 7.740512, 7.811192, 7.902477, 8.109334, 8.225543, 8.449791, 8.610435, 8.934347, 9.174847, 9.573674,10.947747,2020-04-07 17:20:00
medical,3,2020-04-06 21:00:00,5.568135,5.643724,2.909762,7.976349,3.527499,7.713228,3.527499,6.779386,4.415472,5.928579,2.880879,3.219706,3.630667,3.758081,3.931275,4.025032,4.217608,4.420512,4.481997,4.619034,4.697308,4.804598,4.889665,4.998291,5.068997,5.131959,5.224989,5.314765,5.356013,5.414308,5.475309,5.537891,5.610757,5.691644,5.733415,5.803208,5.864639,5.935354,6.027523,6.198396,6.263303,6.337406,6.515261,6.717138,7.002279,7.103746,7.405635,7.532657,7.889107,8.580622,9.654611,2020-04-06 21:00:00
medical,3,2020-04-07 07:10:00,8.782791,9.358578, 5.249592,13.262904, 5.358047,11.816251, 6.590108,11.710488, 7.684218,10.208135, 4.354659, 5.244368, 5.596539, 6.094159, 6.294461, 6.651001, 6.861975, 6.980066, 7.089864, 7.253196, 7.304956, 7.614450, 7.696113, 7.755164, 7.858882, 8.002341, 8.159275, 8.219631, 8.337795, 8.422993, 8.571384, 8.670558, 8.764481, 8.919374, 9.049336, 9.271710, 9.467963, 9.666990, 9.769767, 9.895055,10.021279,10.165604,10.326651,10.541440,10.791486,11.155243,11.453506,11.716942,12.144246,13.232643,16.642327,2020-04-07 07:10:00
medical,3,2020-04-06 16:50:00,2.227367,2.557776,1.864774,2.709657,1.864774,2.606248,1.939093,2.502198,2.032903,2.321152,1.725477,1.822849,1.885603,1.927585,1.967694,1.995360,2.005125,2.030457,2.037374,2.049498,2.064804,2.078464,2.092587,2.104111,2.116411,2.132048,2.147037,2.160399,2.184891,2.191190,2.201020,2.210367,2.227465,2.265675,2.280974,2.290171,2.305410,2.318713,2.328341,2.348314,2.369222,2.405617,2.428454,2.452103,2.467668,2.490487,2.540239,2.566317,2.626056,2.680697,2.896927,2020-04-06 16:50:00
medical,3,2020-04-10 13:00:00,6.590584,7.335042,4.904552,8.425677,4.983785,8.073770,5.583457,8.033535,5.866594,7.024224,4.577450,4.982591,5.110460,5.265164,5.412916,5.587491,5.665969,5.744806,5.858036,5.891946,5.972267,6.026691,6.082511,6.132599,6.190159,6.250241,6.298291,6.340115,6.379164,6.440761,6.502678,6.568229,6.577627,6.689458,6.719351,6.797016,6.886186,6.922591,7.017159,7.076049,7.162525,7.276244,7.358359,7.489820,7.577754,7.745041,7.891705,8.036553,8.290850,8.523304,9.176598,2020-04-10 13:00:00
medical,3,2020-04-06 21:05:00,8.64212,7.958556, 6.593145,10.823500, 6.717498,10.212768,7.002368,9.725988,8.006872,9.542407, 6.282084, 6.731815, 7.000116, 7.070283, 7.207297, 7.296485, 7.401788, 7.521771, 7.602986, 7.764528, 7.831476, 7.958609, 8.016364, 8.067759, 8.112084, 8.196607, 8.281604, 8.351262, 8.419735, 8.485330, 8.525852, 8.555859, 8.713640, 8.825322, 8.904301, 9.007953, 9.139017, 9.246388, 9.275119, 9.385329, 9.445567, 9.509308, 9.569937, 9.633767, 9.714235, 9.907988,10.006531,10.217980,10.551710,11.124829,11.564121,2020-04-06 21:05:00
medical,3,2020-04-06 16:55:00,2.492966,2.531917,2.067184,2.986513,2.067184,2.846655,2.144715,2.762639,2.357640,2.677698,1.796220,2.007334,2.075264,2.135837,2.174364,2.187184,2.204561,2.232481,2.285386,2.322105,2.339468,2.359116,2.369573,2.382881,2.396035,2.422195,2.441526,2.459349,2.471096,2.488425,2.500488,2.530468,2.542190,2.560786,2.574891,2.582888,2.602182,2.620976,2.634431,2.655727,2.670605,2.686615,2.697885,2.716896,2.728987,2.755392,2.794744,2.832799,2.906830,2.965999,3.091649,2020-04-06 16:55:00
medical,3,2020-04-07 07:15:00,8.520419,7.747847, 4.711797,12.162299, 5.718726,11.918277, 5.992003,10.666598,6.806688,9.137430, 4.185737, 5.212492, 5.729091, 6.030210, 6.254036, 6.424300, 6.589491, 6.844857, 6.942169, 7.099383, 7.284633, 7.370241, 7.431019, 7.545752, 7.639409, 7.699161, 7.774648, 7.882855, 8.035489, 8.122120, 8.324728, 8.464089, 8.541554, 8.616990, 8.726331, 8.879317, 8.986640, 9.157223, 9.298235, 9.439980, 9.647680, 9.947862,10.045325,10.267204,10.496024,10.690577,11.247542,11.633462,11.919557,12.858607,14.338554,2020-04-07 07:15:00
medical,3,2020-04-07 17:25:00,6.360155,7.220635,4.268827,9.269782,4.422669,8.861682,4.619141,7.954280,4.802562,6.561210,3.641006,4.133350,4.418109,4.631441,4.768303,4.863014,4.909714,5.015278,5.132922,5.234205,5.331291,5.423112,5.493917,5.616756,5.747192,5.811689,5.873635,5.986792,6.127449,6.164496,6.237558,6.278345,6.412428,6.476897,6.538398,6.646201,6.708304,6.865677,6.992765,7.154308,7.316918,7.459803,7.550518,7.686148,7.769094,7.958849,8.319590,8.635649,8.860824,9.187014,9.728228,2020-04-07 17:25:00
medical,3,2020-04-08 04:20:00,6.530451,6.747181,4.466092,9.069929,4.692437,8.602582,4.863981,7.876464,5.390878,7.046250, 3.994854, 4.486109, 4.720966, 4.859243, 5.018651, 5.115815, 5.179238, 5.281907, 5.430706, 5.566127, 5.632171, 5.719690, 5.748756, 5.837060, 5.999286, 6.121032, 6.178411, 6.298788, 6.328653, 6.381682, 6.441092, 6.508972, 6.560618, 6.626104, 6.722795, 6.821706, 6.908746, 6.981931, 7.152334, 7.274438, 7.344675, 7.444445, 7.503296, 7.710101, 7.816178, 7.861057, 8.035855, 8.490586, 8.720905, 9.073043,10.283701,2020-04-08 04:20:00
medical,3,2020-04-06 21:15:00,6.626942,6.228372,4.331521,9.698824,4.331521,8.756770,4.668193,8.144227,5.501210,7.260659, 3.654908, 4.325743, 4.558641, 4.754832, 4.894814, 5.037567, 5.180795, 5.272376, 5.505221, 5.549448, 5.744314, 5.784660, 5.841393, 5.954236, 6.002762, 6.040616, 6.145484, 6.179599, 6.224496, 6.280348, 6.430674, 6.518384, 6.642088, 6.712343, 6.824599, 6.947850, 7.045323, 7.144314, 7.263803, 7.398226, 7.529432, 7.613628, 7.798521, 7.929558, 8.104949, 8.407525, 8.626781, 8.751725, 9.157610, 9.585705,11.558463,2020-04-06 21:15:00
medical,3,2020-04-06 17:00:00,2.279474,2.456609,1.831513,2.753067,1.864177,2.696580,1.999387,2.675171,2.070841,2.392134,1.611204,1.838320,1.884965,1.928798,1.947851,2.001448,2.024850,2.043948,2.071150,2.076818,2.093915,2.111869,2.134170,2.145842,2.169564,2.177537,2.201898,2.212662,2.227825,2.241767,2.255911,2.268976,2.281056,2.295775,2.326762,2.340179,2.357831,2.367663,2.393476,2.413391,2.456600,2.467955,2.503467,2.528042,2.588626,2.608499,2.644112,2.675623,2.714467,2.764118,3.006629,2020-04-06 17:00:00
medical,3,2020-04-09 04:50:00,5.228169,4.311534,3.547228,6.852855,3.785026,6.547579,4.193400,6.245936,4.706814,5.761703,2.951316,3.552660,3.855516,4.114356,4.199022,4.235460,4.311591,4.452124,4.534774,4.625762,4.712571,4.753833,4.795096,4.819707,4.888520,4.952293,5.000278,5.064797,5.100282,5.121945,5.178324,5.201760,5.232988,5.298463,5.332252,5.426273,5.512067,5.568539,5.669153,5.708709,5.764732,5.900125,5.988248,6.023145,6.142974,6.218821,6.248392,6.387413,6.638015,6.859149,8.307378,2020-04-09 04:50:00
medical,3,2020-04-06 17:05:00,2.308946,2.259683,1.857981,2.819641,1.857981,2.669634,1.888363,2.530670,2.196001,2.502396,1.671096,1.876729,1.906413,1.934522,1.971826,2.017319,2.075216,2.083298,2.088931,2.109001,2.137891,2.160475,2.179274,2.199171,2.216065,2.229159,2.242550,2.248041,2.263188,2.287488,2.308558,2.321502,2.338226,2.353881,2.377375,2.389385,2.395990,2.411730,2.435605,2.445094,2.467227,2.491167,2.498935,2.523201,2.550609,2.584906,2.638281,2.671874,2.777057,2.821724,2.946197,2020-04-06 17:05:00
medical,3,2020-04-06 21:25:00,4.784687,4.911434,2.293872,7.376799,2.880485,7.376799,2.822163,6.404119,3.422708,5.163872,1.694365,2.392442,2.652737,2.909254,3.042779,3.207092,3.375952,3.491331,3.617174,3.725586,3.817884,3.899531,4.026837,4.069394,4.230326,4.294898,4.348347,4.388619,4.477089,4.539130,4.643449,4.718606,4.785962,4.840635,4.911434,4.966620,5.131932,5.302506,5.384835,5.601373,5.695431,5.891440,6.003335,6.082968,6.317718,6.601593,6.820076,6.958530,7.246140,7.493466,9.247365,2020-04-06 21:25:00
medical,3,2020-04-07 07:25:00,8.234913,5.581867, 5.27294,11.87108, 5.88406,11.19490,5.884060,9.884934,6.389904,8.515944, 5.272940, 5.581914, 6.012291, 6.106328, 6.184328, 6.288387, 6.407989, 6.495993, 6.616317, 6.762969, 6.887490, 6.984236, 7.059642, 7.219385, 7.378368, 7.518608, 7.580896, 7.645008, 7.806495, 7.865023, 7.896953, 8.018488, 8.152629, 8.413979, 8.436674, 8.487815, 8.550954, 8.687874, 8.820608, 9.029863, 9.198744, 9.312897, 9.567758, 9.824078,10.030330,10.370563,10.678120,11.156665,11.861166,12.936544,14.701080,2020-04-07 07:25:00
medical,3,2020-04-07 17:40:00,6.217578,5.185047,3.457522,9.151463,3.700155,8.414185,4.262006,8.125531,4.834651,6.900369, 2.819546, 3.698484, 3.875512, 4.119997, 4.280332, 4.399132, 4.509160, 4.804845, 4.892316, 4.950794, 5.028428, 5.184013, 5.316595, 5.415880, 5.476636, 5.601117, 5.684640, 5.800579, 5.887309, 6.004886, 6.117163, 6.202657, 6.259042, 6.367524, 6.480733, 6.583672, 6.736300, 6.848617, 7.067842, 7.167224, 7.245491, 7.466852, 7.586377, 7.713630, 7.921196, 8.002911, 8.141002, 8.400077, 8.939089, 9.542253,10.820727,2020-04-07 17:40:00
medical,3,2020-04-06 17:10:00,2.441963,2.275247,1.898641,2.991118,2.011362,2.929777,2.011362,2.784442,2.122188,2.534575,1.778339,1.941422,2.015056,2.048690,2.073882,2.093999,2.124615,2.137432,2.157380,2.175700,2.206443,2.244206,2.266102,2.279856,2.294110,2.307925,2.324950,2.343444,2.363831,2.391945,2.415553,2.427752,2.467042,2.480716,2.507186,2.526168,2.539499,2.571791,2.598464,2.615295,2.656036,2.703093,2.721855,2.744450,2.786372,2.832691,2.861995,2.907269,2.930835,3.029705,3.426723,2020-04-06 17:10:00
medical,3,2020-04-06 21:30:00,5.514655,4.318823,3.449845,7.989092,3.449845,7.259363,4.196429,6.954130,4.219002,5.796051,3.129490,3.468245,3.717923,4.015706,4.218837,4.276376,4.318030,4.374382,4.449411,4.535609,4.564041,4.657948,4.711366,4.875031,4.995925,5.026539,5.084153,5.194117,5.305884,5.364922,5.386252,5.471182,5.592642,5.736557,5.795924,5.857667,5.972548,6.026425,6.072985,6.179034,6.218320,6.353305,6.546215,6.631252,6.798902,6.901880,7.007748,7.266897,7.682908,7.992580,8.707979,2020-04-06 21:30:00
medical,3,2020-04-08 04:25:00,6.708571,5.952651,4.971725,8.950466,5.24440,8.57791,5.505258,8.128828,5.952617,7.203841,3.725145,4.622404,5.073909,5.262875,5.484446,5.574472,5.740423,5.824212,5.925334,5.965642,6.030450,6.075343,6.101072,6.192012,6.239432,6.316912,6.396312,6.433818,6.449332,6.517302,6.596211,6.682026,6.730843,6.829144,6.874277,6.962149,7.029862,7.140969,7.195512,7.288546,7.442352,7.601664,7.725369,7.823591,7.934580,7.993500,8.119536,8.263891,8.417000,8.666302,9.915364,2020-04-08 04:25:00
medical,3,2020-04-07 07:30:00,7.501362,6.818254, 4.706486,10.309983,4.898094,9.590206,5.47546,9.44339,6.615015,8.603408, 4.036015, 4.896411, 5.031633, 5.116841, 5.435115, 5.551995, 5.730525, 5.994884, 6.217959, 6.318015, 6.345892, 6.565090, 6.669432, 6.816415, 6.922430, 7.018155, 7.139154, 7.167305, 7.194442, 7.218654, 7.353444, 7.427733, 7.586822, 7.679509, 7.781406, 7.876865, 8.042158, 8.159256, 8.251567, 8.398927, 8.479146, 8.582890, 8.772546, 8.926560, 9.047168, 9.215754, 9.368353, 9.583152,10.050258,11.484463,13.749506,2020-04-07 07:30:00
medical,3,2020-04-06 17:15:00,2.457778,2.522438,1.932415,2.923335,2.064960,2.918027,2.138373,2.797511,2.226713,2.558253,1.828067,1.941763,2.008787,2.091573,2.140633,2.176697,2.206909,2.232596,2.248237,2.261715,2.294357,2.311772,2.318872,2.336926,2.346074,2.367973,2.385680,2.399709,2.409417,2.415486,2.430014,2.442073,2.465129,2.487377,2.507160,2.521790,2.536405,2.564242,2.590521,2.606440,2.634306,2.668954,2.687333,2.719215,2.749113,2.779227,2.804048,2.833874,2.898830,2.946056,3.240148,2020-04-06 17:15:00
medical,3,2020-04-06 21:35:00,3.996702,3.307996,1.992260,6.041261,2.244246,5.693184,2.603153,5.189864,3.307983,4.440363,1.678492,2.241458,2.408558,2.648184,2.743488,2.915368,2.997803,3.115367,3.184916,3.292326,3.329368,3.379153,3.417739,3.446714,3.504741,3.558011,3.580590,3.655347,3.731056,3.786798,3.882531,3.918804,3.964510,4.092701,4.132504,4.271265,4.320976,4.372391,4.415191,4.435281,4.542176,4.667265,4.845398,4.949489,5.068632,5.246944,5.372675,5.653538,5.878122,6.232353,7.733394,2020-04-06 21:35:00
medical,3,2020-04-07 17:50:00,6.917061,6.417296, 4.742649,10.101824,4.819839,9.396444,4.819839,8.377800,5.927896,7.426467, 3.808532, 4.567609, 4.894901, 4.991044, 5.078604, 5.411987, 5.685851, 5.834137, 5.925804, 5.970617, 6.089000, 6.140711, 6.194558, 6.249542, 6.298698, 6.328626, 6.417339, 6.517729, 6.553651, 6.665031, 6.716132, 6.835644, 6.905226, 7.017411, 7.095178, 7.176343, 7.280705, 7.362783, 7.426106, 7.558810, 7.670411, 7.819198, 8.016384, 8.335809, 8.491655, 8.744641, 9.012085, 9.151514, 9.459685, 9.859643,10.683630,2020-04-07 17:50:00
medical,3,2020-04-06 17:20:00,2.307815,2.50055,1.751984,2.780072,1.919644,2.780072,1.948421,2.613973,2.117770,2.440632,1.548188,1.816710,1.898401,1.946456,1.986127,2.008090,2.050535,2.078288,2.096660,2.117814,2.124809,2.148885,2.159359,2.173962,2.190790,2.216993,2.233506,2.246991,2.258059,2.270835,2.287571,2.302445,2.331942,2.344687,2.369660,2.375884,2.391054,2.410797,2.421552,2.442660,2.465309,2.491214,2.517538,2.557451,2.596338,2.613508,2.675999,2.719566,2.760664,2.886310,3.085502,2020-04-06 17:20:00
medical,3,2020-04-07 07:45:00,8.158629,9.632584, 5.243274,11.427917, 5.486149,11.121341,5.318661,9.548055,6.619345,8.861219, 4.359432, 5.372610, 5.498405, 5.832092, 5.932745, 6.286145, 6.372522, 6.594764, 6.676172, 6.769181, 6.871015, 6.948409, 7.057125, 7.146959, 7.220522, 7.414064, 7.463221, 7.559518, 7.694427, 7.810759, 7.965989, 8.092875, 8.205786, 8.364462, 8.479602, 8.592007, 8.693030, 8.846557, 8.960532, 9.065338, 9.232757, 9.331746, 9.481617, 9.632558,10.212962,10.563494,10.835806,10.991405,11.126432,12.434178,13.790214,2020-04-07 07:45:00
medical,3,2020-04-06 21:40:00,3.034669,2.532024,1.420490,4.792813,1.806295,4.396425,1.806295,3.772472,2.340355,3.265666,1.186636,1.630190,1.879731,1.983229,2.052567,2.172150,2.239911,2.337180,2.401096,2.449776,2.490892,2.531303,2.600026,2.617514,2.656840,2.708581,2.739790,2.818438,2.837480,2.914437,2.960092,2.978987,3.030631,3.081181,3.127344,3.166506,3.219846,3.261548,3.348624,3.440963,3.485515,3.558830,3.640583,3.678510,3.848170,3.922323,4.123648,4.275967,4.549152,4.976382,6.239286,2020-04-06 21:40:00
medical,3,2020-04-06 17:25:00,2.552153,2.406643,2.02367,3.15766,2.110276,3.083648,2.145038,2.935436,2.320679,2.732970,1.863581,2.022146,2.070222,2.143183,2.169313,2.218352,2.237154,2.265586,2.280991,2.306280,2.324103,2.331733,2.346659,2.383082,2.409081,2.437427,2.462197,2.483304,2.495437,2.532916,2.557107,2.567436,2.574438,2.614150,2.623558,2.650419,2.670797,2.688955,2.703474,2.718086,2.739132,2.760839,2.806681,2.840756,2.888191,2.932489,2.976242,3.029351,3.057222,3.156462,3.451697,2020-04-06 17:25:00
medical,3,2020-04-08 04:40:00,6.916926,5.324423,4.911457,9.307665,4.789624,8.566006,5.178490,8.068998,6.119831,7.505853, 4.288610, 4.909279, 5.002372, 5.175046, 5.324440, 5.447753, 5.579933, 5.863546, 5.996054, 6.137234, 6.216127, 6.280600, 6.333306, 6.368528, 6.416549, 6.501128, 6.589982, 6.710796, 6.795998, 6.868114, 6.988648, 7.018971, 7.072409, 7.098931, 7.147298, 7.222079, 7.272401, 7.335623, 7.412552, 7.533512, 7.651701, 7.753282, 7.780985, 7.891789, 8.005101, 8.066270, 8.300062, 8.766094, 8.952060, 9.246080,11.117444,2020-04-08 04:40:00
medical,3,2020-04-07 18:10:00,7.964458,6.654965, 4.901881,10.832508, 5.238494,10.224827,5.765709,9.583122,7.052391,8.976348, 4.825528, 5.337381, 5.522400, 5.772609, 6.042982, 6.207936, 6.394804, 6.536157, 6.643598, 6.722381, 6.805338, 6.972425, 7.070729, 7.198393, 7.288539, 7.391203, 7.469244, 7.553720, 7.611824, 7.720272, 7.803269, 8.010609, 8.172425, 8.235968, 8.307254, 8.388406, 8.490664, 8.583093, 8.716452, 8.845233, 8.874813, 8.927670, 9.105349, 9.249507, 9.432688, 9.595046, 9.901241,10.235961,10.792267,11.652283,13.764972,2020-04-07 18:10:00
medical,3,2020-04-06 21:45:00,3.705588,5.033231,1.975643,5.552369,2.315357,5.542189,2.592399,5.050722,2.842043,4.125724,1.411259,1.976023,2.150691,2.336950,2.586654,2.671273,2.721427,2.764573,2.849078,2.930996,2.993475,3.069513,3.131834,3.207929,3.286142,3.316716,3.367949,3.398691,3.491776,3.582740,3.625676,3.666668,3.778849,3.900449,3.924872,3.958131,4.051608,4.082836,4.141888,4.225768,4.301151,4.420301,4.582572,4.658340,4.762564,4.933542,5.046773,5.280596,5.475407,5.557501,6.583668,2020-04-06 21:45:00
medical,3,2020-04-06 17:30:00,2.484339,2.550772,2.008697,3.228768,2.023324,3.034158,2.063099,2.803447,2.212475,2.602417,1.741358,1.930502,2.027429,2.064227,2.079477,2.105863,2.169922,2.202114,2.223784,2.241519,2.273462,2.299131,2.325061,2.342104,2.352846,2.370792,2.409447,2.420409,2.442783,2.462185,2.477315,2.503478,2.516259,2.529111,2.542754,2.556815,2.574652,2.591648,2.618751,2.641921,2.682664,2.702732,2.755695,2.773330,2.798353,2.860382,2.920628,2.978956,3.035140,3.151247,3.299118,2020-04-06 17:30:00
medical,3,2020-04-07 07:55:00,7.123327,7.59396,4.830997,9.278248,5.065282,9.012921,5.892305,9.012921,6.022394,7.609615, 3.865176, 4.929524, 5.168098, 5.269474, 5.565111, 5.816305, 5.942499, 6.079601, 6.166518, 6.210178, 6.279594, 6.364280, 6.451160, 6.474824, 6.520631, 6.574800, 6.681958, 6.824887, 6.898552, 6.977621, 7.101134, 7.135335, 7.229632, 7.292056, 7.364297, 7.467803, 7.593940, 7.683803, 7.809147, 7.878150, 8.017661, 8.156908, 8.297419, 8.354774, 8.438665, 8.608159, 8.801448, 8.946538, 9.141107, 9.391155,10.164048,2020-04-07 07:55:00
medical,3,2020-04-06 17:35:00,2.708468,2.56678,2.177061,3.418857,2.213631,3.233370,2.321550,3.095205,2.389456,2.782812,2.012205,2.176722,2.220196,2.278653,2.353203,2.366409,2.400684,2.412414,2.432591,2.467584,2.477699,2.508540,2.539390,2.556642,2.570408,2.578413,2.596422,2.610403,2.629920,2.651875,2.664107,2.692689,2.719330,2.735747,2.752993,2.773001,2.804050,2.833745,2.856825,2.885551,2.922179,2.941346,2.968714,2.981501,3.039734,3.071451,3.141080,3.187284,3.256755,3.416630,3.691840,2020-04-06 17:35:00
medical,3,2020-04-06 21:55:00,4.584697,4.672882,2.563733,6.821092,2.944977,6.559540,3.062234,5.735649,3.728446,5.157346,2.052594,2.632638,2.968026,3.097179,3.167087,3.246263,3.399770,3.459854,3.591454,3.715975,3.775894,3.827996,3.899511,4.006667,4.103083,4.218604,4.266338,4.324973,4.351650,4.394482,4.509843,4.563094,4.604723,4.678214,4.706539,4.844218,4.919800,4.996236,5.065525,5.150769,5.280129,5.365018,5.457106,5.551597,5.650952,5.839125,6.143960,6.389169,6.574944,7.534781,9.195209,2020-04-06 21:55:00
medical,3,2020-04-08 04:45:00,6.299578,6.90263,4.177896,8.905205,4.337851,8.235027,4.639654,7.581724,4.883063,6.507677, 3.723834, 4.335349, 4.466524, 4.596616, 4.881992, 4.962864, 5.048220, 5.136798, 5.201765, 5.326288, 5.420082, 5.513850, 5.551008, 5.656674, 5.695030, 5.758771, 5.833840, 5.896190, 5.974997, 6.034068, 6.131883, 6.211511, 6.310243, 6.417814, 6.507049, 6.654434, 6.711494, 6.788740, 6.889733, 7.028212, 7.125299, 7.175901, 7.274818, 7.381619, 7.470065, 7.557699, 7.870649, 8.197465, 8.629034, 9.389592,10.792604,2020-04-08 04:45:00
medical,3,2020-04-07 18:35:00,5.706461,5.874128,3.323804,7.416810,4.015589,7.344690,4.106937,6.737570,4.831164,6.367487,3.323804,3.588995,4.056979,4.153966,4.306092,4.395041,4.553312,4.662110,4.705064,4.827533,4.857518,4.962001,5.023403,5.084065,5.127839,5.224581,5.277163,5.367438,5.563872,5.741759,5.825370,5.874127,5.950866,6.010688,6.056187,6.098721,6.176061,6.251033,6.311806,6.364944,6.437243,6.562623,6.600385,6.659340,6.711471,6.840597,7.051957,7.181098,7.371803,8.011831,9.588407,2020-04-07 18:35:00
medical,3,2020-04-07 08:00:00,7.217227,8.510139,5.066654,9.203516,5.328337,8.732245,5.819816,8.599600,6.204035,7.746141, 4.387655, 5.322567, 5.402051, 5.625930, 5.737564, 5.890997, 6.024378, 6.192406, 6.247409, 6.352467, 6.411079, 6.457899, 6.612824, 6.675551, 6.711531, 6.828052, 6.882073, 6.960464, 7.033301, 7.078348, 7.145713, 7.301443, 7.341505, 7.390671, 7.525466, 7.596942, 7.670055, 7.719094, 7.844038, 7.991773, 8.118391, 8.155020, 8.247656, 8.329906, 8.410657, 8.510111, 8.548203, 8.696221, 9.056096, 9.313175,10.222859,2020-04-07 08:00:00
medical,3,2020-04-06 17:40:00,3.22108,3.396794,2.399490,4.208942,2.562786,4.042332,2.604819,3.707400,2.892015,3.407328,1.745650,2.400136,2.568359,2.638538,2.712159,2.748312,2.786395,2.821395,2.862624,2.891315,2.913161,2.965807,2.991174,3.013328,3.044726,3.067310,3.084653,3.114031,3.121361,3.138157,3.180035,3.193906,3.225138,3.247911,3.273157,3.305101,3.327778,3.359019,3.396653,3.405919,3.437930,3.503867,3.581027,3.642052,3.690750,3.767351,3.841959,3.920595,4.045460,4.210526,5.085101,2020-04-06 17:40:00
medical,3,2020-04-06 22:00:00,4.993965,5.488005,3.121037,7.600720,3.231852,6.798923,3.467984,6.361316,4.274583,5.756725,2.398180,3.127481,3.332555,3.466692,3.577115,3.636800,3.718018,3.848071,3.973725,4.079733,4.174221,4.302852,4.338432,4.437280,4.509162,4.566733,4.606874,4.674974,4.739487,4.780566,4.852255,4.888835,4.932227,4.988593,5.078856,5.247014,5.385452,5.449363,5.491968,5.631640,5.718516,5.812717,5.987383,6.111776,6.247452,6.359838,6.532532,6.752149,7.111502,7.664423,9.430289,2020-04-06 22:00:00
medical,3,2020-04-06 17:45:00,3.209169,3.204859,2.384898,4.126403,2.426998,3.875127,2.528742,3.641807,2.779623,3.333042,2.245064,2.428898,2.528141,2.568213,2.610162,2.658302,2.751558,2.786738,2.807771,2.828018,2.888553,2.925390,2.954591,2.972449,3.002302,3.036741,3.071621,3.112708,3.131952,3.149687,3.170892,3.192015,3.217231,3.226821,3.263799,3.290796,3.319058,3.362266,3.402330,3.437311,3.509699,3.523983,3.554404,3.575760,3.640979,3.761984,3.834596,3.878542,4.042118,4.369195,4.784134,2020-04-06 17:45:00
medical,3,2020-04-07 08:05:00,5.613471,6.416747,3.637904,7.809096,3.637904,7.217910,4.109993,6.859712,4.331237,5.735144,2.991206,3.731997,3.939620,4.117919,4.333827,4.397080,4.471853,4.560757,4.628466,4.799130,4.849881,4.900396,5.017448,5.070211,5.117257,5.189896,5.240097,5.313580,5.368302,5.424682,5.497260,5.536687,5.592520,5.671343,5.742560,5.809818,5.978095,6.068305,6.154040,6.256940,6.420612,6.463498,6.626020,6.708436,6.747813,6.861842,7.160455,7.319833,7.679497,7.966648,8.465256,2020-04-07 08:05:00
medical,3,2020-04-06 22:05:00,7.015321,7.098873, 3.438352,11.382221,3.821426,9.868210,4.212902,8.728034,4.877787,7.338563, 3.438352, 4.070553, 4.334425, 4.458898, 4.655304, 4.851514, 4.965239, 5.123811, 5.210671, 5.302716, 5.411687, 5.549810, 5.676113, 5.728733, 5.938100, 6.023740, 6.090568, 6.218702, 6.326460, 6.527971, 6.648254, 6.775813, 6.842666, 7.037923, 7.210075, 7.313376, 7.494975, 7.717904, 7.828203, 8.043626, 8.226053, 8.398712, 8.465131, 8.700254, 8.959411, 9.243119, 9.702821,10.448766,11.272330,12.251064,17.808836,2020-04-06 22:05:00
medical,3,2020-04-07 18:45:00,6.686995,10.38425, 4.180922,10.384280,4.115775,9.192315,4.207885,8.067826,5.458644,7.270711, 2.254914, 4.114618, 4.231095, 4.571342, 4.685038, 4.998696, 5.055582, 5.231165, 5.418661, 5.465663, 5.562007, 5.739928, 5.815848, 5.962822, 6.080998, 6.196949, 6.284891, 6.338946, 6.402988, 6.484111, 6.532779, 6.625914, 6.767588, 6.848306, 6.908947, 7.028805, 7.097028, 7.168940, 7.242671, 7.510923, 7.641591, 7.794313, 7.874899, 8.028073, 8.112156, 8.588358, 8.773926, 9.185998, 9.703702,10.303128,11.858238,2020-04-07 18:45:00
