loc,cat,dateHour,maxMAP,maxCIR,CIRatMaxMAP
8,buildings,2020-04-07 13:00:00,5.01,3.86,3.82
8,buildings,2020-04-07 14:00:00,4.82,3.85,3.85
8,buildings,2020-04-07 15:00:00,5.93,5.34,5.34
8,buildings,2020-04-07 16:00:00,4.58,4.62,4.62
8,buildings,2020-04-07 17:00:00,6.14,4.33,3.87
8,buildings,2020-04-07 18:00:00,7.35,4.79,4.64
8,buildings,2020-04-07 19:00:00,6.34,3.6,3.6
8,buildings,2020-04-07 20:00:00,6.35,4.34,3.09
8,buildings,2020-04-07 21:00:00,5.57,3.66,3.27
8,buildings,2020-04-07 22:00:00,6.35,4.7,3.94
8,buildings,2020-04-07 23:00:00,5.25,3.71,3.68
8,buildings,2020-04-08 00:00:00,5.66,5.75,5.75
8,buildings,2020-04-08 01:00:00,4.38,2.81,2.81
8,buildings,2020-04-08 02:00:00,4.02,3.45,3.45
8,buildings,2020-04-08 03:00:00,6.28,4.97,4.35
8,buildings,2020-04-08 04:00:00,6.23,4.53,4.08
8,buildings,2020-04-08 05:00:00,6.81,4.93,4.46
8,buildings,2020-04-08 06:00:00,5.95,4.29,3.56
8,buildings,2020-04-08 07:00:00,5.54,4.37,3.62
8,buildings,2020-04-08 08:00:00,5.24,3.87,3.66
8,buildings,2020-04-08 09:00:00,5.11,0.71,0.56
8,buildings,2020-04-08 10:00:00,5.48,0.66,0.51
8,buildings,2020-04-08 11:00:00,5.55,0.69,0.63
8,buildings,2020-04-08 12:00:00,6.43,0.6,0.52
8,buildings,2020-04-09 09:00:00,6.5,1.67,0.19
8,buildings,2020-04-09 10:00:00,6.47,2.9,2.27
8,buildings,2020-04-09 11:00:00,5.73,2.81,2.57
8,buildings,2020-04-09 12:00:00,5.01,2.56,2.56
8,buildings,2020-04-09 13:00:00,5.1,3.36,3.36
8,buildings,2020-04-09 14:00:00,5.42,3.15,2.45
8,buildings,2020-04-09 15:00:00,7.02,2.62,1.37
8,buildings,2020-04-09 16:00:00,7.03,1.46,1.17
8,buildings,2020-04-09 17:00:00,7.01,0.9,0.9
8,buildings,2020-04-10 02:00:00,7,1.78,1.73
8,buildings,2020-04-10 03:00:00,7.46,2.84,2.84
8,buildings,2020-04-10 04:00:00,6.79,2.86,2.43
8,buildings,2020-04-10 05:00:00,6.75,3.1,2.76
8,buildings,2020-04-10 06:00:00,6.3,3.05,2.53
8,buildings,2020-04-10 07:00:00,5.73,2.64,2.39
8,buildings,2020-04-10 08:00:00,5.74,2.75,2.45
8,buildings,2020-04-10 09:00:00,5.46,2.77,2.77
8,buildings,2020-04-10 10:00:00,5.7,2.71,2.71
8,buildings,2020-04-10 11:00:00,5.33,2.63,2.31
8,buildings,2020-04-10 12:00:00,6.08,2.66,2.57
8,buildings,2020-04-10 13:00:00,6.7,3.23,2.92
8,buildings,2020-04-10 14:00:00,6.21,3.02,2.37
8,buildings,2020-04-10 15:00:00,5.55,2.75,2.31
8,buildings,2020-04-10 16:00:00,5.13,2.38,2.22
8,buildings,2020-04-10 17:00:00,4.55,2.24,2.12
8,buildings,2020-04-10 18:00:00,4.68,2.3,2.3
8,buildings,2020-04-10 19:00:00,5.42,2.49,2.21
8,buildings,2020-04-10 20:00:00,5.74,2.7,2.6
8,buildings,2020-04-10 21:00:00,5.79,2.72,2.485
8,buildings,2020-04-10 22:00:00,5.41,2.65,2.65
8,buildings,2020-04-10 23:00:00,5.96,2.95,2.95
9,buildings,2020-04-06 01:00:00,6.96,5.98,5.8
9,buildings,2020-04-06 02:00:00,6.47,6.16,3.87
9,buildings,2020-04-06 03:00:00,7.1,5.21,4.18
9,buildings,2020-04-06 04:00:00,6.47,4.62,2.79
9,buildings,2020-04-06 05:00:00,7.15,4.9,4.9
9,buildings,2020-04-06 06:00:00,6.48,5.37,1.78
9,buildings,2020-04-06 07:00:00,6.72,3.33,3.33
9,buildings,2020-04-06 08:00:00,6.11,3.66,1.36
9,buildings,2020-04-06 09:00:00,5.25,3.73,2.49
9,buildings,2020-04-06 10:00:00,4.64,3.38,2.22
9,buildings,2020-04-06 11:00:00,4.83,3.44,2.58
9,buildings,2020-04-06 12:00:00,5.39,4.26,4.26
9,buildings,2020-04-06 13:00:00,5.16,3.3,2.75
9,buildings,2020-04-06 14:00:00,5.92,3.43,3.43
9,buildings,2020-04-06 15:00:00,3.74,2.24,2.01
9,buildings,2020-04-06 16:00:00,3.23,1.28,0.79
9,buildings,2020-04-06 17:00:00,3.71,1.56,1.46
9,buildings,2020-04-06 18:00:00,3.44,1.69,1.69
9,buildings,2020-04-06 19:00:00,3.85,2.29,2.23
9,buildings,2020-04-06 20:00:00,4.13,2.23,2.23
9,buildings,2020-04-06 21:00:00,6.13,3.45,3.45
9,buildings,2020-04-06 22:00:00,5.57,3.48,2.96
9,buildings,2020-04-06 23:00:00,5.88,3.47,3.47
9,buildings,2020-04-07 00:00:00,7.04,3.07,2.99
9,buildings,2020-04-07 01:00:00,6.99,5.43,3.4
9,buildings,2020-04-07 02:00:00,6.53,4.25,4.25
9,buildings,2020-04-07 03:00:00,5.41,4.02,2.61
9,buildings,2020-04-07 04:00:00,7.58,4.49,3.45
9,buildings,2020-04-07 05:00:00,7.91,3.8,3.49
9,buildings,2020-04-07 06:00:00,6.09,4.01,3.47
9,buildings,2020-04-07 07:00:00,6.42,4.43,3.67
9,buildings,2020-04-07 08:00:00,5.72,4.67,4.67
9,buildings,2020-04-07 09:00:00,5.8,4.42,4.42
9,buildings,2020-04-07 10:00:00,6.26,4.1,4.1
9,buildings,2020-04-07 11:00:00,5.47,3.48,3.48
9,buildings,2020-04-07 12:00:00,5.7,3.67,3.67
9,buildings,2020-04-07 13:00:00,5.77,3.25,3.25
9,buildings,2020-04-07 14:00:00,5.97,3.57,3.57
9,buildings,2020-04-07 15:00:00,6.35,3.55,3.2
9,buildings,2020-04-07 16:00:00,6.82,3.5,3
9,buildings,2020-04-07 17:00:00,6.45,4.04,3.42
9,buildings,2020-04-07 18:00:00,7.26,4.41,3.63
9,buildings,2020-04-07 19:00:00,7.77,4.27,4.19
9,buildings,2020-04-07 20:00:00,8.78,4.23,4.23
9,buildings,2020-04-07 21:00:00,6.14,4.03,3.06
9,buildings,2020-04-07 22:00:00,5.15,3.68,3.68
9,buildings,2020-04-07 23:00:00,4.63,3.52,2.44
9,buildings,2020-04-08 00:00:00,5.31,3.35,3.35
9,buildings,2020-04-08 01:00:00,4.59,3.28,2.87
9,buildings,2020-04-08 02:00:00,5.45,3.58,3.54
9,buildings,2020-04-08 03:00:00,5.53,3.55,3.17
9,buildings,2020-04-08 04:00:00,5.76,2.91,2.81
9,buildings,2020-04-08 05:00:00,4.86,3.68,3.24
9,buildings,2020-04-08 06:00:00,5.34,3.66,3.66
9,buildings,2020-04-08 07:00:00,6.78,3.63,3.54
9,buildings,2020-04-08 08:00:00,6.04,2.84,1.06
9,buildings,2020-04-08 09:00:00,6.09,0.89,0.87
9,buildings,2020-04-08 10:00:00,6.13,0.86,0.76
9,buildings,2020-04-08 11:00:00,6.15,0.94,0.89
9,buildings,2020-04-08 12:00:00,6.7,0.77,0.77
9,buildings,2020-04-08 23:00:00,7.54,1.3,0.26
9,buildings,2020-04-09 00:00:00,7.7,2.86,2.55
9,buildings,2020-04-09 01:00:00,6.45,3.37,3.37
9,buildings,2020-04-09 02:00:00,5.58,2.74,2.19
9,buildings,2020-04-09 03:00:00,5.12,2.81,2.54
9,buildings,2020-04-09 04:00:00,5.6,2.97,2.495
9,buildings,2020-04-09 05:00:00,5.64,2.65,2.6
9,buildings,2020-04-09 06:00:00,5.94,2.49,2.35
9,buildings,2020-04-09 07:00:00,6.82,4.04,2.83
9,buildings,2020-04-09 08:00:00,6.44,3,3
9,buildings,2020-04-09 09:00:00,6.42,2.64,2.64
9,buildings,2020-04-09 10:00:00,6.12,2.98,2.67
9,buildings,2020-04-09 11:00:00,6.2,3.12,2.95
9,buildings,2020-04-09 12:00:00,5.03,2.69,1.93
9,buildings,2020-04-09 13:00:00,4.9,2.5,2.29
9,buildings,2020-04-09 14:00:00,6.23,3.44,3.16
9,buildings,2020-04-09 15:00:00,6.1,2.59,1.25
9,buildings,2020-04-09 16:00:00,6.06,0.8,0.75
9,buildings,2020-04-09 17:00:00,6.18,0.96,0.78
9,buildings,2020-04-09 18:00:00,6.01,1.14,0.85
9,buildings,2020-04-09 19:00:00,6.03,1.28,1.25
9,buildings,2020-04-09 20:00:00,6.1,1.72,1.44
9,buildings,2020-04-09 21:00:00,6.26,1.96,1.96
9,buildings,2020-04-09 22:00:00,6.1,2.27,2.07
9,buildings,2020-04-09 23:00:00,6.09,2.57,2.25
9,buildings,2020-04-10 00:00:00,6.12,2.42,2.26
9,buildings,2020-04-10 01:00:00,6.08,2.59,2.13
9,buildings,2020-04-10 02:00:00,5.7,2.59,2.27
9,buildings,2020-04-10 03:00:00,6.09,2.62,2.53
9,buildings,2020-04-10 04:00:00,6.58,2.68,2.57
9,buildings,2020-04-10 05:00:00,5.33,2.5,2.5
9,buildings,2020-04-10 06:00:00,6.35,3.05,2.77
9,buildings,2020-04-10 07:00:00,6.58,2.65,2.65
9,buildings,2020-04-10 08:00:00,5.67,2.61,2.37
9,buildings,2020-04-10 09:00:00,5.81,2.51,2
9,buildings,2020-04-10 10:00:00,6.06,2.52,2.52
9,buildings,2020-04-10 11:00:00,6.02,3.1,3.1
9,buildings,2020-04-10 12:00:00,6.19,2.85,2.64
9,buildings,2020-04-10 13:00:00,5.99,2.5,2.22
9,buildings,2020-04-10 14:00:00,5.28,2.21,1.74
9,buildings,2020-04-10 15:00:00,5.69,2.59,2.09
9,buildings,2020-04-10 16:00:00,5.21,2.28,1.96
9,buildings,2020-04-10 17:00:00,4.96,2.28,1.93
9,buildings,2020-04-10 18:00:00,5.97,2.37,2.37
9,buildings,2020-04-10 19:00:00,6.15,2.6,2.51
9,buildings,2020-04-10 20:00:00,6.2,2.48,2.48
9,buildings,2020-04-10 21:00:00,5.02,2.07,2
9,buildings,2020-04-10 22:00:00,4.72,1.87,1.87
9,buildings,2020-04-10 23:00:00,5.02,2.06,2.05
10,buildings,2020-04-06 06:00:00,7.76,5.45,4.4
10,buildings,2020-04-06 07:00:00,6.78,4.85,3.79
10,buildings,2020-04-06 08:00:00,5.19,4.09,3.52
10,buildings,2020-04-06 09:00:00,3.36,3.81,3.81
10,buildings,2020-04-06 10:00:00,5.2,5.16,4.45
10,buildings,2020-04-06 11:00:00,5.98,4.04,4.04
10,buildings,2020-04-06 12:00:00,4.61,3.66,3.13
10,buildings,2020-04-06 13:00:00,4.82,3.41,3.41
10,buildings,2020-04-06 14:00:00,7.29,6.43,5.86
10,buildings,2020-04-06 15:00:00,4.99,3.45,3.45
10,buildings,2020-04-06 16:00:00,4.93,2.5,2.5
10,buildings,2020-04-06 17:00:00,4.36,1.63,1.63
10,buildings,2020-04-06 18:00:00,4.24,2.07,1.98
10,buildings,2020-04-06 19:00:00,4.12,2.33,1.82
10,buildings,2020-04-06 20:00:00,5.29,3.96,3.52
10,buildings,2020-04-06 21:00:00,7.52,4.96,4.96
10,buildings,2020-04-06 22:00:00,6.28,4.91,4.91
10,buildings,2020-04-06 23:00:00,5.42,5.02,4.03
10,buildings,2020-04-07 00:00:00,4.62,3.96,2.71
10,buildings,2020-04-07 01:00:00,5.75,3.77,3.37
10,buildings,2020-04-07 02:00:00,5.59,3.64,3.52
10,buildings,2020-04-07 03:00:00,4.28,3.35,3.35
10,buildings,2020-04-07 04:00:00,5.03,3.36,3.05
10,buildings,2020-04-07 05:00:00,4.99,4.06,4.06
10,buildings,2020-04-07 06:00:00,6.24,5.15,5.15
10,buildings,2020-04-07 07:00:00,4.25,3.4,3.4
10,buildings,2020-04-07 08:00:00,3.81,3.33,3.33
10,buildings,2020-04-07 09:00:00,5.91,3.94,3.82
10,buildings,2020-04-07 10:00:00,5.51,4.13,2.99
10,buildings,2020-04-07 11:00:00,6.12,3.43,3.43
10,buildings,2020-04-07 12:00:00,4.88,2.06,2.06
10,buildings,2020-04-07 13:00:00,5.26,3.36,3.36
10,buildings,2020-04-07 14:00:00,5.04,3.5,3.16
10,buildings,2020-04-07 16:00:00,3.56,4.46,4.46
10,buildings,2020-04-07 17:00:00,5.18,3.2,3.19
10,buildings,2020-04-07 18:00:00,4.96,4.16,3.62
10,buildings,2020-04-07 20:00:00,7.39,5.76,5.76
10,buildings,2020-04-07 21:00:00,6.04,3.14,3.14
10,buildings,2020-04-07 22:00:00,5.33,3.34,3.34
10,buildings,2020-04-07 23:00:00,4.79,2.69,2.44
10,buildings,2020-04-08 00:00:00,5.76,4.47,3.48
10,buildings,2020-04-08 01:00:00,5.45,4.4,4.4
10,buildings,2020-04-08 02:00:00,5.89,4.3,4.3
10,buildings,2020-04-08 03:00:00,6.01,4.04,4.04
10,buildings,2020-04-08 04:00:00,5.27,2.99,2.8
10,buildings,2020-04-08 05:00:00,5.55,3.48,2.26
10,buildings,2020-04-08 06:00:00,5.67,3.14,3.14
10,buildings,2020-04-08 07:00:00,3.9,3.47,3.47
10,buildings,2020-04-08 08:00:00,6.74,1.3,1.3
10,buildings,2020-04-09 04:00:00,6.9,0.86,0.465
10,buildings,2020-04-09 05:00:00,6.99,2.86,1.82
10,buildings,2020-04-09 06:00:00,6.77,2.5,1.37
10,buildings,2020-04-09 07:00:00,6.15,3.24,2
10,buildings,2020-04-09 08:00:00,5.99,2.11,2.11
10,buildings,2020-04-09 09:00:00,6.04,2.72,2.57
10,buildings,2020-04-09 10:00:00,6,2.58,2.58
10,buildings,2020-04-09 11:00:00,5.42,3.21,3.21
10,buildings,2020-04-09 12:00:00,5.31,3.07,3.07
10,buildings,2020-04-09 13:00:00,5.06,3.13,3.13
10,buildings,2020-04-09 14:00:00,5.76,2.79,2.79
10,buildings,2020-04-09 15:00:00,6.15,2.31,0.92
10,buildings,2020-04-09 16:00:00,6.27,1.53,1.17
10,buildings,2020-04-09 17:00:00,6.12,1.63,1.6
10,buildings,2020-04-09 18:00:00,6.04,1.67,1.58
10,buildings,2020-04-09 19:00:00,5.86,1.95,1.66
10,buildings,2020-04-09 20:00:00,5.46,1.9,1.9
10,buildings,2020-04-09 21:00:00,5.24,2.17,2.01
10,buildings,2020-04-09 22:00:00,5.45,2.46,2.34
10,buildings,2020-04-09 23:00:00,5.57,2.52,2.405
10,buildings,2020-04-10 00:00:00,5.59,2.71,2.71
10,buildings,2020-04-10 01:00:00,5.57,2.98,2.65
10,buildings,2020-04-10 03:00:00,5.32,2.31,2.13
10,buildings,2020-04-10 04:00:00,4.6,2.55,2.16
10,buildings,2020-04-10 05:00:00,5.44,2.6,2.6
10,buildings,2020-04-10 06:00:00,5.77,2.43,2.43
10,buildings,2020-04-10 07:00:00,6.46,3.49,3.49
10,buildings,2020-04-10 08:00:00,6.75,3.19,2.6
10,buildings,2020-04-10 09:00:00,5.66,2.66,2.66
10,buildings,2020-04-10 10:00:00,5.5,2.87,2.87
10,buildings,2020-04-10 11:00:00,4.91,2.74,2.47
10,buildings,2020-04-10 12:00:00,4.6,2.69,2.64
10,buildings,2020-04-10 14:00:00,5.02,2.75,2.6
10,buildings,2020-04-10 15:00:00,4.6,2.3,2.3
10,buildings,2020-04-10 17:00:00,4.65,2.58,2.37
10,buildings,2020-04-10 18:00:00,5.29,2.81,2.81
10,buildings,2020-04-10 19:00:00,5.69,2.72,2.62
10,buildings,2020-04-10 21:00:00,5.79,3.35,2.63
10,buildings,2020-04-10 23:00:00,5.46,2.98,2.95
11,buildings,2020-04-06 02:00:00,6.43,6.82,3.72
11,buildings,2020-04-06 03:00:00,5.5,3.47,3.47
11,buildings,2020-04-06 04:00:00,5.46,3.09,3.09
11,buildings,2020-04-06 05:00:00,5.52,4.33,4.33
11,buildings,2020-04-06 06:00:00,6.3,5.07,5.07
11,buildings,2020-04-06 07:00:00,6.97,5.18,5.18
11,buildings,2020-04-06 08:00:00,8.03,4.73,4.73
11,buildings,2020-04-06 09:00:00,9.05,4.96,4.96
11,buildings,2020-04-06 11:00:00,4.87,6.4,6.4
11,buildings,2020-04-06 13:00:00,7.59,7.04,7.04
11,buildings,2020-04-06 14:00:00,3.41,4.9,4.9
11,buildings,2020-04-06 15:00:00,4.95,4.32,4.01
11,buildings,2020-04-06 16:00:00,3.88,3.33,3.33
11,buildings,2020-04-06 17:00:00,2.33,2.46,2.46
11,buildings,2020-04-06 18:00:00,3.6,3.35,3.35
11,buildings,2020-04-06 19:00:00,1.46,2.26,1.81
11,buildings,2020-04-06 20:00:00,5.12,7.96,7.96
11,buildings,2020-04-06 21:00:00,4.64,6.69,6.69
11,buildings,2020-04-06 22:00:00,5.14,7.12,7.12
11,buildings,2020-04-06 23:00:00,9.35,5.75,4.63
11,buildings,2020-04-07 00:00:00,8.4,7.34,5.7
11,buildings,2020-04-07 01:00:00,4.68,5.24,5.24
11,buildings,2020-04-07 02:00:00,7.15,6.27,5.93
11,buildings,2020-04-07 03:00:00,6.12,6.33,6.33
11,buildings,2020-04-07 04:00:00,7.52,5.78,5.36
11,buildings,2020-04-07 05:00:00,5.27,7.46,7.46
11,buildings,2020-04-07 06:00:00,4.53,4.47,4.47
11,buildings,2020-04-07 07:00:00,3.09,4.52,4.52
11,buildings,2020-04-07 08:00:00,1.01,2.19,2.19
11,buildings,2020-04-07 09:00:00,1.09,3.74,3.74
11,buildings,2020-04-07 11:00:00,7.07,6.17,6.17
11,buildings,2020-04-07 12:00:00,6.63,6.9,6.9
11,buildings,2020-04-07 13:00:00,6.07,6.32,6.32
11,buildings,2020-04-07 14:00:00,4.79,6.99,6.99
11,buildings,2020-04-07 15:00:00,7.12,6.68,5.63
11,buildings,2020-04-07 16:00:00,6.36,6.24,6.24
11,buildings,2020-04-07 17:00:00,4.21,6.17,6.17
11,buildings,2020-04-07 19:00:00,3.55,6.63,6.63
11,buildings,2020-04-07 20:00:00,4.2,5.76,5.76
11,buildings,2020-04-07 21:00:00,4.66,4.47,4.47
11,buildings,2020-04-07 22:00:00,1.84,2.52,2.52
11,buildings,2020-04-07 23:00:00,5.38,6.87,6.87
11,buildings,2020-04-08 00:00:00,3.83,6.52,6.52
11,buildings,2020-04-08 01:00:00,5.1,7.08,5.19
11,buildings,2020-04-08 02:00:00,8.67,5.34,5.34
11,buildings,2020-04-08 03:00:00,8.22,6.11,6.11
11,buildings,2020-04-08 04:00:00,4.97,6.49,6.49
11,buildings,2020-04-08 05:00:00,3.37,4.48,3.73
11,buildings,2020-04-08 06:00:00,5.64,5.13,5.13
11,buildings,2020-04-08 07:00:00,8.46,6.22,5.68
11,buildings,2020-04-08 08:00:00,5.34,5.25,5.25
11,buildings,2020-04-08 09:00:00,5.1,1,1
11,buildings,2020-04-08 11:00:00,5.33,1.52,1.46
11,buildings,2020-04-08 12:00:00,5.23,1.96,1.51
11,buildings,2020-04-08 13:00:00,5.14,2.36,1.8
11,buildings,2020-04-08 14:00:00,4.97,2.77,2.19
11,buildings,2020-04-08 15:00:00,5.01,2.71,2.565
11,buildings,2020-04-08 16:00:00,5.62,4.09,3.01
11,buildings,2020-04-08 17:00:00,5.33,4.48,4.48
11,buildings,2020-04-08 18:00:00,4.94,3.68,3.41
11,buildings,2020-04-08 19:00:00,5.83,3.87,3.7
11,buildings,2020-04-08 20:00:00,6.66,4.7,4.7
11,buildings,2020-04-08 21:00:00,7.41,4.65,4.65
11,buildings,2020-04-08 22:00:00,5.33,4.53,4.53
11,buildings,2020-04-08 23:00:00,5.3,3.34,3.34
11,buildings,2020-04-09 00:00:00,2.96,3.28,3.28
11,buildings,2020-04-09 01:00:00,4.91,4.86,4.44
11,buildings,2020-04-09 02:00:00,4.73,3.93,3.79
11,buildings,2020-04-09 03:00:00,3.07,3.26,3.26
11,buildings,2020-04-09 04:00:00,5.44,4.1,3.77
11,buildings,2020-04-09 05:00:00,5.29,4.51,4.51
11,buildings,2020-04-09 06:00:00,6.64,5.41,5.41
11,buildings,2020-04-09 07:00:00,7.1,5.54,5.54
11,buildings,2020-04-09 08:00:00,6.62,5.15,5.15
11,buildings,2020-04-09 09:00:00,6.04,3.7,3.65
11,buildings,2020-04-09 10:00:00,6.18,4.93,4.93
11,buildings,2020-04-09 11:00:00,5.85,4.66,4.66
11,buildings,2020-04-09 12:00:00,5.79,5.43,5.43
11,buildings,2020-04-09 13:00:00,5.56,3.74,3.48
11,buildings,2020-04-09 15:00:00,5.15,1.65,1.12
11,buildings,2020-04-09 16:00:00,5.16,1.79,1.43
11,buildings,2020-04-09 17:00:00,5.06,1.89,1.73
11,buildings,2020-04-09 18:00:00,5.14,2.47,2.45
11,buildings,2020-04-09 19:00:00,5.2,2.38,2.38
11,buildings,2020-04-09 20:00:00,5,2.55,2.55
11,buildings,2020-04-09 21:00:00,4.53,3.55,2.92
11,buildings,2020-04-09 22:00:00,4.73,2.92,2.92
11,buildings,2020-04-09 23:00:00,5.51,3.79,3.3
11,buildings,2020-04-10 00:00:00,4.77,3.49,3.49
11,buildings,2020-04-10 01:00:00,6.4,4.86,4.86
11,buildings,2020-04-10 02:00:00,6.58,4.7,4.7
11,buildings,2020-04-10 03:00:00,6.12,4.43,4.43
11,buildings,2020-04-10 04:00:00,7.58,4.6,4.19
11,buildings,2020-04-10 06:00:00,5.47,4.82,4.19
11,buildings,2020-04-10 07:00:00,6.54,4.26,4.26
11,buildings,2020-04-10 08:00:00,5.76,4.6,3.68
11,buildings,2020-04-10 10:00:00,5.34,3.88,3.88
11,buildings,2020-04-10 11:00:00,7.19,5.32,4.45
11,buildings,2020-04-10 12:00:00,5.73,3.1,2.94
11,buildings,2020-04-10 13:00:00,5.01,3.16,3.16
11,buildings,2020-04-10 14:00:00,6.02,4.05,3.37
11,buildings,2020-04-10 15:00:00,5.15,2.71,2.71
11,buildings,2020-04-10 17:00:00,6.08,4.66,4.66
11,buildings,2020-04-10 19:00:00,5.55,3.89,3.8
11,buildings,2020-04-10 20:00:00,4.44,3.06,2.69
11,buildings,2020-04-10 21:00:00,4.7,3.71,3.71
11,buildings,2020-04-10 22:00:00,4.73,3.28,3.28
11,buildings,2020-04-10 23:00:00,5.68,4.02,4.02
12,buildings,2020-04-06 01:00:00,5.56,7.58,7.58
12,buildings,2020-04-06 02:00:00,5.78,6.68,6.68
12,buildings,2020-04-06 03:00:00,4.11,3.09,3.09
12,buildings,2020-04-06 05:00:00,4.44,5.38,3.52
12,buildings,2020-04-06 06:00:00,9,5.46,5.46
12,buildings,2020-04-06 07:00:00,5.52,5.59,5.59
12,buildings,2020-04-06 09:00:00,9.47,7.86,5.74
12,buildings,2020-04-06 10:00:00,6.89,7.26,7.26
12,buildings,2020-04-06 11:00:00,5.95,6.64,6.58
12,buildings,2020-04-06 12:00:00,4.17,3.94,3.94
12,buildings,2020-04-06 13:00:00,4.93,4.28,3.49
12,buildings,2020-04-06 14:00:00,3.77,5.35,5.35
12,buildings,2020-04-06 15:00:00,2.07,3.04,3.04
12,buildings,2020-04-06 16:00:00,3.75,5.41,5.41
12,buildings,2020-04-06 17:00:00,3.15,4.81,3.73
12,buildings,2020-04-06 18:00:00,3.92,6.22,6.22
12,buildings,2020-04-06 19:00:00,3.05,4.73,4.17
12,buildings,2020-04-06 20:00:00,6.24,7.71,7.37
12,buildings,2020-04-06 21:00:00,4.53,7.37,7.37
12,buildings,2020-04-06 22:00:00,8.23,6.8,4.96
12,buildings,2020-04-07 00:00:00,7.68,6.92,5.24
12,buildings,2020-04-07 01:00:00,6.55,7.12,5.64
12,buildings,2020-04-07 02:00:00,7.29,6.73,5.64
12,buildings,2020-04-07 03:00:00,7.65,7.13,5.51
12,buildings,2020-04-07 04:00:00,8.6,6.35,5.66
12,buildings,2020-04-07 05:00:00,7.16,5.78,5.32
12,buildings,2020-04-07 06:00:00,9.21,5.3,4.47
12,buildings,2020-04-07 07:00:00,5.5,5.56,5.56
12,buildings,2020-04-07 09:00:00,7.7,6.01,6.01
12,buildings,2020-04-07 10:00:00,7.69,6.47,6.47
12,buildings,2020-04-07 11:00:00,5.78,6.69,6.69
12,buildings,2020-04-07 12:00:00,3.9,4.49,4.49
12,buildings,2020-04-07 13:00:00,4.8,6.5,6.5
12,buildings,2020-04-07 14:00:00,7.36,6.95,6.11
12,buildings,2020-04-07 15:00:00,6.61,6.93,6.93
12,buildings,2020-04-07 16:00:00,7.25,6.52,6.52
12,buildings,2020-04-07 17:00:00,8.44,6.43,4.57
12,buildings,2020-04-07 19:00:00,5.42,7.24,7.24
12,buildings,2020-04-07 20:00:00,7.65,5.59,5.59
12,buildings,2020-04-07 21:00:00,2.9,4.58,4.58
12,buildings,2020-04-07 22:00:00,1.86,4.74,4.74
12,buildings,2020-04-07 23:00:00,4.37,5.21,4.9
12,buildings,2020-04-08 00:00:00,4.34,5.32,5.32
12,buildings,2020-04-08 01:00:00,7.77,5.67,4.84
12,buildings,2020-04-08 02:00:00,6.26,6.71,6.71
12,buildings,2020-04-08 03:00:00,5.75,4.44,4.44
12,buildings,2020-04-08 04:00:00,3.54,5.25,5.25
12,buildings,2020-04-08 05:00:00,4.63,5.83,5.83
12,buildings,2020-04-08 06:00:00,5.02,6.53,6.53
12,buildings,2020-04-08 07:00:00,2.09,5.22,5.22
12,buildings,2020-04-08 08:00:00,3.55,3.91,2.32
12,buildings,2020-04-08 09:00:00,3.06,1.04,0.95
12,buildings,2020-04-08 10:00:00,3.21,1.04,0.74
12,buildings,2020-04-08 11:00:00,3.09,1.04,0.74
12,buildings,2020-04-08 12:00:00,3.18,0.96,0.84
12,buildings,2020-04-08 13:00:00,3.24,1.23,0.94
12,buildings,2020-04-08 14:00:00,3.31,1.33,1.17
12,buildings,2020-04-08 15:00:00,2.98,1.25,1.06
12,buildings,2020-04-08 16:00:00,3.15,1.59,1.35
12,buildings,2020-04-08 17:00:00,3.67,1.81,1.79
12,buildings,2020-04-08 18:00:00,3.97,2.01,1.98
12,buildings,2020-04-08 19:00:00,4.49,3.27,3.12
12,buildings,2020-04-08 20:00:00,4.44,2.89,2.76
12,buildings,2020-04-08 21:00:00,3.92,2.98,2.89
12,buildings,2020-04-08 22:00:00,4.74,3.32,3.24
12,buildings,2020-04-08 23:00:00,5.18,4.11,3.16
12,buildings,2020-04-09 00:00:00,6.39,4.44,4.44
12,buildings,2020-04-09 01:00:00,5.62,4.34,3.98
12,buildings,2020-04-09 02:00:00,4.69,3.46,2.75
12,buildings,2020-04-09 03:00:00,4.46,3.17,3.17
12,buildings,2020-04-09 04:00:00,5.47,3.91,3.91
12,buildings,2020-04-09 05:00:00,5.31,4.29,4.29
12,buildings,2020-04-09 06:00:00,5.63,4.31,4.31
12,buildings,2020-04-09 07:00:00,4.24,3.17,3.17
12,buildings,2020-04-09 08:00:00,3.85,3.36,3.36
12,buildings,2020-04-09 09:00:00,3.31,3.12,3.12
12,buildings,2020-04-09 10:00:00,6.09,4.95,4.04
12,buildings,2020-04-09 11:00:00,5.96,4.89,4.52
12,buildings,2020-04-09 12:00:00,6.38,4.61,4.61
12,buildings,2020-04-09 13:00:00,6.93,4.86,4.68
12,buildings,2020-04-09 14:00:00,6.1,4.78,4.72
12,buildings,2020-04-09 15:00:00,3.61,1.54,1.54
12,buildings,2020-04-09 16:00:00,3.1,1.11,1.11
12,buildings,2020-04-09 17:00:00,3.23,1.3,1.205
12,buildings,2020-04-09 18:00:00,3.09,1.29,1.05
12,buildings,2020-04-09 19:00:00,3.04,1.24,1.1
12,buildings,2020-04-09 20:00:00,3.24,1.51,1.38
12,buildings,2020-04-09 21:00:00,3.21,1.59,1.515
12,buildings,2020-04-09 22:00:00,3.87,2.19,1.85
12,buildings,2020-04-09 23:00:00,3.48,2.33,1.96
12,buildings,2020-04-10 00:00:00,3.11,2.09,1.68
