cat,loc,time,mean,MAP,hdi95.lower,hdi95.upper,hdi90.lower,hdi90.upper,hdi80.lower,hdi80.upper,hdi50.lower,hdi50.upper,time_end
medical,14,2020-04-08 11:05:00,4.257361,4.224417,3.441389,5.297470,3.544108,5.136947,3.544108,4.731621,3.944396,4.569346,2020-04-08 11:05:00
medical,14,2020-04-09 16:00:00,5.155773,4.969417,3.969096,6.385218,3.969096,6.003476,4.449746,5.949193,4.746906,5.574353,2020-04-09 16:00:00
medical,14,2020-04-09 17:55:00,5.774785,5.378695,4.173169,7.804134,4.419921,7.553545,4.173169,6.620351,5.079058,6.130685,2020-04-09 17:55:00
medical,14,2020-04-08 10:05:00,4.599104,4.410437,3.237041,5.683194,3.71134,5.50380,3.747187,5.179151,4.193160,4.915527,2020-04-08 10:05:00
medical,14,2020-04-08 12:45:00,4.35982,3.999886,3.220785,5.753339,3.328369,5.446232,3.501836,5.158097,3.706638,4.613386,2020-04-08 12:45:00
medical,14,2020-04-08 11:20:00,3.753977,3.637273,2.732071,4.667657,2.932581,4.646193,2.839566,4.253161,3.227075,3.945124,2020-04-08 11:20:00
medical,14,2020-04-08 09:25:00,4.990116,4.839735,3.966499,6.105037,4.048218,5.830940,4.313115,5.723005,4.412206,5.164604,2020-04-08 09:25:00
medical,14,2020-04-09 15:15:00,4.461607,4.35375,3.113366,6.202969,3.113366,5.671184,3.313074,5.245012,3.829713,4.842476,2020-04-09 15:15:00
medical,14,2020-04-09 18:00:00,6.166941,6.355427,4.590377,8.358282,4.590377,7.572569,4.816962,7.117762,5.684694,6.925805,2020-04-09 18:00:00
medical,14,2020-04-09 16:05:00,4.881075,4.84534,3.740197,6.294098,3.793216,5.963868,3.882369,5.662041,4.293261,5.131408,2020-04-09 16:05:00
medical,14,2020-04-08 13:30:00,4.897567,4.708901,3.236700,6.860846,3.126609,6.214107,3.572782,5.854336,3.969001,5.113265,2020-04-08 13:30:00
medical,14,2020-04-09 15:20:00,4.413211,4.30671,3.304426,5.770672,3.346931,5.341230,3.458890,4.984489,3.759537,4.612281,2020-04-09 15:20:00
medical,14,2020-04-09 18:15:00,5.819029,5.762449,4.465006,7.566565,4.544285,6.933798,4.747251,6.661231,5.206354,6.167230,2020-04-09 18:15:00
medical,14,2020-04-09 16:10:00,5.077522,4.910389,4.015715,6.502322,4.063893,6.005791,4.154514,5.682410,4.678687,5.481561,2020-04-09 16:10:00
medical,14,2020-04-09 15:30:00,4.560337,4.418562,3.240232,5.779607,3.647370,5.779607,3.745106,5.518847,4.089155,4.969466,2020-04-09 15:30:00
medical,14,2020-04-09 16:40:00,5.783816,5.629414,3.679194,7.456423,4.255998,7.267603,4.569703,6.986793,4.921812,6.113451,2020-04-09 16:40:00
medical,14,2020-04-09 18:30:00,5.406639,5.518383,4.229813,6.841085,4.261150,6.371665,4.287354,5.931565,4.946397,5.792308,2020-04-09 18:30:00
medical,14,2020-04-09 16:50:00,5.633925,5.431863,4.078937,7.174425,4.324469,7.027090,4.420837,6.551055,4.948847,5.891618,2020-04-09 16:50:00
medical,14,2020-04-10 13:00:00,2.397484,1.969446,0.7886951,4.6862814,0.7886951,4.0955322,0.874698,3.514463,1.298510,2.506816,2020-04-10 13:00:00
medical,3,2020-04-06 00:25:00,5.232903,5.166631,2.639325,7.760671,3.279265,7.500159,3.594937,6.911106,4.248980,5.992793,2020-04-06 00:25:00
medical,3,2020-04-06 00:35:00,5.960582,5.60863,3.650769,8.644877,3.650769,7.844285,4.076313,7.651798,4.404138,6.234153,2020-04-06 00:35:00
medical,3,2020-04-06 00:40:00,5.851518,5.739862,4.163333,7.528805,4.606423,7.273056,4.789461,6.687441,5.456242,6.394132,2020-04-06 00:40:00
medical,3,2020-04-06 00:50:00,7.082529,6.608965, 4.232608,10.143986,4.482648,9.123415,4.939079,8.467804,5.50078,7.32900,2020-04-06 00:50:00
medical,3,2020-04-06 01:00:00,4.771041,4.794176,1.726013,7.842853,2.244119,7.286307,3.339517,7.286307,3.736298,5.827345,2020-04-06 01:00:00
medical,3,2020-04-06 01:10:00,5.690646,5.52654,4.179361,7.951942,4.179361,7.194898,4.599101,6.597901,5.266617,6.222338,2020-04-06 01:10:00
medical,3,2020-04-06 01:15:00,4.461014,5.160905,1.502688,6.394139,2.396893,6.485558,2.885976,6.069391,4.012238,5.486818,2020-04-06 01:15:00
medical,3,2020-04-06 01:20:00,5.758011,5.527689,4.540387,7.482751,4.540387,6.937352,4.540387,6.433175,5.122268,6.151191,2020-04-06 01:20:00
medical,3,2020-04-06 11:15:00,3.995871,4.250746,2.177390,5.338531,2.675456,5.338531,3.097295,5.303627,3.500983,4.594582,2020-04-06 11:15:00
medical,3,2020-04-06 01:30:00,5.923284,5.839064,4.217520,7.690026,4.422888,7.255627,4.614970,6.834899,5.502263,6.547558,2020-04-06 01:30:00
medical,3,2020-04-06 01:40:00,5.748821,5.691966,4.541275,6.764590,4.86022,6.76459,5.059231,6.515743,5.374105,6.122881,2020-04-06 01:40:00
medical,3,2020-04-06 01:45:00,4.858318,4.413554,2.763405,6.921577,2.865343,6.149320,3.440761,5.852560,4.027031,5.282975,2020-04-06 01:45:00
medical,3,2020-04-06 01:50:00,5.128969,5.134138,3.861229,6.333611,4.221822,6.118015,4.579134,6.080760,4.689423,5.349598,2020-04-06 01:50:00
medical,3,2020-04-06 02:10:00,2.901481,2.594764,0.2095569,5.2050263,0.801433,4.816036,0.9602529,4.2890424,2.015099,3.792705,2020-04-06 02:10:00
medical,3,2020-04-06 18:10:00,2.519664,2.412436,1.465882,3.503278,1.724318,3.357240,1.984464,3.146660,2.028077,2.614162,2020-04-06 18:10:00
medical,3,2020-04-06 11:30:00,5.097257,4.940699,3.790245,6.268041,4.157084,6.229998,4.282677,5.824668,4.558844,5.317977,2020-04-06 11:30:00
medical,3,2020-04-06 02:20:00,4.901857,4.703391,3.232086,6.101630,3.664091,6.070081,3.970328,5.767509,4.443763,5.362761,2020-04-06 02:20:00
medical,3,2020-04-06 02:25:00,4.741501,4.701492,3.148073,6.846572,3.148073,6.061302,3.495434,5.631841,4.129555,5.180933,2020-04-06 02:25:00
medical,3,2020-04-06 02:30:00,5.322053,5.009905,3.928375,6.711494,4.339542,6.711494,4.499809,6.087031,4.898289,5.763727,2020-04-06 02:30:00
medical,3,2020-04-06 02:40:00,5.863846,5.50658,4.529074,7.879481,4.652686,7.206173,4.732749,6.820473,5.156671,6.034106,2020-04-06 02:40:00
medical,3,2020-04-06 11:40:00,5.687624,5.694299,4.310541,6.664179,4.884978,6.664179,5.007653,6.324349,5.511437,6.185123,2020-04-06 11:40:00
medical,3,2020-04-06 03:00:00,5.33473,5.370817,4.309489,6.489050,4.560486,6.216627,4.672675,6.022990,5.161996,5.831736,2020-04-06 03:00:00
medical,3,2020-04-07 03:55:00,4.124176,4.196088,2.138660,6.200243,2.558106,6.009628,2.473174,5.228351,3.111259,4.510562,2020-04-07 03:55:00
medical,3,2020-04-06 03:05:00,6.105855,5.719168,4.579807,8.169308,4.720635,7.640472,4.812684,7.105851,5.131513,6.278341,2020-04-06 03:05:00
medical,3,2020-04-06 18:15:00,2.593536,2.595956,1.834656,3.471068,1.884365,3.230120,2.048577,3.051349,2.334929,2.899128,2020-04-06 18:15:00
medical,3,2020-04-06 03:35:00,5.707114,5.532768,3.914153,7.517186,4.395191,7.517186,4.395191,6.708490,4.822322,5.978481,2020-04-06 03:35:00
medical,3,2020-04-06 11:45:00,4.87335,4.411251,2.906827,6.798204,3.087765,6.390591,3.625477,6.119674,3.919681,5.193707,2020-04-06 11:45:00
medical,3,2020-04-06 03:45:00,5.525418,5.585449,3.621347,6.791616,4.276613,6.791616,4.610351,6.485262,5.128007,6.134530,2020-04-06 03:45:00
medical,3,2020-04-07 14:00:00,6.284743,6.127884,4.079312,9.137784,4.028201,8.458964,4.286088,7.536063,5.543354,7.168573,2020-04-07 14:00:00
medical,3,2020-04-06 04:05:00,5.44839,5.154476,3.705992,7.942426,3.892326,7.395884,4.028919,6.599547,4.648052,5.915067,2020-04-06 04:05:00
medical,3,2020-04-06 11:50:00,5.493031,5.545653,4.506329,6.386149,4.670617,6.257017,4.774127,6.026484,5.229985,5.849674,2020-04-06 11:50:00
medical,3,2020-04-06 05:20:00,4.872558,4.836604,2.505834,7.115288,2.920093,6.679118,3.421679,6.149081,4.161215,5.438897,2020-04-06 05:20:00
medical,3,2020-04-06 05:30:00,5.662303,5.669995,3.946300,7.662867,4.157176,7.394483,4.540142,7.032914,4.634261,5.947394,2020-04-06 05:30:00
medical,3,2020-04-08 01:55:00,4.630983,4.086564,2.961769,6.739445,3.327724,6.664549,3.327724,5.855933,3.342384,4.565384,2020-04-08 01:55:00
medical,3,2020-04-06 18:20:00,2.396402,2.411315,1.700100,3.042909,1.853900,2.960265,1.953366,2.843363,2.133714,2.574257,2020-04-06 18:20:00
medical,3,2020-04-06 11:55:00,5.670451,5.710173,4.361856,6.926012,4.746194,6.944286,5.010302,6.618002,5.102691,5.967212,2020-04-06 11:55:00
medical,3,2020-04-06 05:35:00,5.509814,5.445171,4.166391,6.821479,4.166391,6.396929,4.772708,6.373673,5.121662,5.894163,2020-04-06 05:35:00
medical,3,2020-04-06 05:40:00,5.452384,5.451043,4.362626,6.292031,4.538813,6.181504,4.947651,6.181504,5.264174,5.872715,2020-04-06 05:40:00
medical,3,2020-04-07 04:00:00,5.0899,4.429905,3.121748,7.805314,3.121748,6.833024,3.521807,6.197951,3.521807,5.012945,2020-04-07 04:00:00
medical,3,2020-04-06 12:10:00,5.840624,5.689449,4.553468,6.864757,4.776563,6.704617,5.005461,6.535175,5.330110,6.129582,2020-04-06 12:10:00
medical,3,2020-04-06 05:45:00,5.933273,5.635446,4.866030,7.389389,4.918681,7.002584,5.193428,6.730784,5.272057,5.996134,2020-04-06 05:45:00
medical,3,2020-04-06 06:00:00,5.703001,5.773007,4.823453,7.012891,4.866721,6.657238,4.992310,6.371049,5.280351,5.992026,2020-04-06 06:00:00
medical,3,2020-04-06 18:25:00,2.841208,2.925079,2.005407,3.471790,2.202681,3.435358,2.246287,3.277264,2.580521,3.083967,2020-04-06 18:25:00
medical,3,2020-04-06 12:25:00,5.756953,5.653372,4.396132,7.200054,4.591537,6.937666,4.921056,6.638576,5.174867,5.981182,2020-04-06 12:25:00
medical,3,2020-04-06 06:10:00,5.754504,5.715688,4.885053,6.620547,4.996342,6.504840,5.009240,6.231692,5.354643,6.000582,2020-04-06 06:10:00
medical,3,2020-04-07 14:10:00,6.420098,6.156037,4.304594,8.883677,4.472642,8.460500,4.648417,7.973556,4.968666,6.865692,2020-04-07 14:10:00
medical,3,2020-04-06 06:15:00,5.708678,5.659814,4.720806,6.765884,4.720806,6.419223,5.067484,6.414978,5.474452,6.165503,2020-04-06 06:15:00
medical,3,2020-04-06 12:30:00,5.290699,5.197819,4.169264,6.640764,4.169264,6.105522,4.554484,5.985327,5.006071,5.657037,2020-04-06 12:30:00
medical,3,2020-04-06 06:25:00,5.763531,5.698378,5.157136,6.539655,5.229843,6.345512,5.285757,6.172854,5.522495,5.940420,2020-04-06 06:25:00
medical,3,2020-04-06 06:30:00,5.673259,5.744481,4.723582,6.420835,4.972203,6.420835,5.122587,6.243356,5.482924,6.037067,2020-04-06 06:30:00
medical,3,2020-04-06 12:35:00,5.357638,5.641246,4.336069,6.463414,4.450325,6.241290,4.593546,6.037566,4.940565,5.777140,2020-04-06 12:35:00
medical,3,2020-04-07 04:05:00,6.965185,7.188402, 3.778677,10.496908, 4.53047,10.00399,4.546971,8.437926,5.592296,7.665895,2020-04-07 04:05:00
medical,3,2020-04-06 18:30:00,4.245704,3.946875,2.937599,5.595649,3.343391,5.454304,3.499298,5.049435,3.559953,4.273203,2020-04-06 18:30:00
medical,3,2020-04-06 06:35:00,5.238243,5.293053,4.138708,6.543994,4.350944,6.280287,4.369148,5.814169,4.989295,5.723537,2020-04-06 06:35:00
medical,3,2020-04-08 02:00:00,4.655582,4.668353,2.875866,6.739770,2.946055,6.139909,3.343326,5.858586,3.749401,4.987366,2020-04-08 02:00:00
medical,3,2020-04-06 12:45:00,5.593918,5.58003,4.927418,6.266357,5.025374,6.135300,5.264231,6.135300,5.511322,5.961997,2020-04-06 12:45:00
medical,3,2020-04-06 06:40:00,3.138566,3.054229,1.492990,4.819581,1.492990,4.355985,1.910976,4.179218,2.102156,3.371512,2020-04-06 06:40:00
medical,3,2020-04-06 07:00:00,5.271708,5.209935,4.026411,6.339568,3.974095,5.857520,4.684157,5.821431,5.100575,5.558753,2020-04-06 07:00:00
medical,3,2020-04-06 18:35:00,4.073343,3.804722,2.854328,5.491221,2.972180,5.122289,3.258719,5.020691,3.345684,4.155640,2020-04-06 18:35:00
medical,3,2020-04-06 12:50:00,5.083204,5.240154,3.840190,6.488552,3.986866,6.215689,4.192256,5.811807,4.837017,5.733445,2020-04-06 12:50:00
medical,3,2020-04-06 07:10:00,6.843841,6.15951, 2.958657,10.131873,3.764260,9.995272,4.981826,9.874875,5.508517,7.923532,2020-04-06 07:10:00
medical,3,2020-04-07 14:20:00,4.359031,4.122625,2.603305,6.391422,2.976394,6.132707,3.020354,5.483764,3.311973,4.627929,2020-04-07 14:20:00
medical,3,2020-04-07 04:10:00,7.5875,6.826866, 4.754059,10.694025, 5.320851,10.501089,5.328155,9.125524,6.613479,8.607410,2020-04-07 04:10:00
medical,3,2020-04-06 12:55:00,5.103467,5.274217,4.089511,6.148809,4.135841,5.902362,4.493243,5.767236,4.837867,5.493410,2020-04-06 12:55:00
medical,3,2020-04-06 07:15:00,5.379782,5.375017,4.330858,6.680599,4.344709,6.317171,4.787638,6.211890,4.858782,5.541181,2020-04-06 07:15:00
medical,3,2020-04-06 07:20:00,5.671708,5.621401,4.389051,7.046662,4.394383,6.568420,4.714793,6.395673,5.150977,5.998406,2020-04-06 07:20:00
medical,3,2020-04-06 13:00:00,4.820926,4.792794,3.456657,6.311630,3.687362,5.953507,3.820066,5.629057,4.418467,5.297888,2020-04-06 13:00:00
medical,3,2020-04-06 18:45:00,3.707407,3.564119,2.118536,5.432718,2.209509,4.857476,2.710224,4.748585,2.895569,3.995794,2020-04-06 18:45:00
medical,3,2020-04-06 07:25:00,5.759631,5.654217,4.760848,6.756681,4.971832,6.451191,5.216236,6.304703,5.383163,5.920040,2020-04-06 07:25:00
medical,3,2020-04-06 07:35:00,7.186422,6.559067, 5.195917,10.035246,4.933323,9.141054,5.414412,8.677565,6.177716,7.798324,2020-04-06 07:35:00
medical,3,2020-04-06 13:10:00,4.372563,4.652837,2.887155,5.605656,3.137154,5.294912,3.656845,5.244162,3.656845,4.605887,2020-04-06 13:10:00
medical,3,2020-04-07 04:15:00,6.242086,6.007898,3.743491,8.552126,4.518056,8.552126,4.444930,7.627526,5.319002,6.954078,2020-04-07 04:15:00
medical,3,2020-04-06 07:50:00,5.894439,5.716127,4.679903,6.864642,4.959383,6.808110,5.255353,6.766738,5.405293,6.142320,2020-04-06 07:50:00
medical,3,2020-04-08 02:15:00,6.093425,5.694021,4.090835,8.392837,4.090835,7.835857,4.587933,7.505262,5.278276,6.803798,2020-04-08 02:15:00
medical,3,2020-04-06 13:20:00,5.328252,5.400245,4.243885,6.185722,4.489195,6.133174,4.670912,5.903000,5.209952,5.876612,2020-04-06 13:20:00
medical,3,2020-04-06 18:50:00,2.974995,2.803406,2.251058,3.903689,2.365431,3.688706,2.390771,3.483757,2.637282,3.144259,2020-04-06 18:50:00
medical,3,2020-04-06 08:00:00,6.539571,6.017156,5.155940,8.924272,5.155940,7.991896,5.339729,7.562681,5.554765,6.421956,2020-04-06 08:00:00
medical,3,2020-04-07 14:30:00,4.836443,4.691513,2.984348,6.825919,3.211349,6.302507,3.421978,5.857419,4.466207,5.649147,2020-04-07 14:30:00
medical,3,2020-04-06 08:10:00,7.626708,7.093379,5.786350,9.523947,6.235369,9.523947,6.034480,8.814522,6.381609,7.790660,2020-04-06 08:10:00
medical,3,2020-04-06 13:25:00,5.320963,5.091847,4.632247,6.006314,4.725524,5.906390,4.937172,5.906390,5.009641,5.559345,2020-04-06 13:25:00
medical,3,2020-04-06 08:20:00,6.891914,6.557872,5.156073,9.133344,5.211199,8.413216,5.750562,7.887651,6.055539,6.973912,2020-04-06 08:20:00
medical,3,2020-04-06 13:30:00,5.321511,5.320446,4.232178,6.183709,4.581486,6.183709,4.685913,5.901650,5.090039,5.722695,2020-04-06 13:30:00
medical,3,2020-04-06 18:55:00,2.899029,2.748753,1.78241,4.04120,1.854135,3.746811,2.149507,3.592418,2.461313,3.232162,2020-04-06 18:55:00
medical,3,2020-04-09 04:25:00,4.569849,4.565776,3.568688,6.038013,3.568688,5.538845,3.749656,5.277610,4.368141,5.229899,2020-04-09 04:25:00
medical,3,2020-04-06 08:25:00,6.148075,6.229758,4.580453,7.577049,4.994987,7.577049,5.176183,7.101158,5.805609,6.739098,2020-04-06 08:25:00
medical,3,2020-04-07 04:20:00,6.23969,5.83056,3.631984,9.026104,3.954944,8.700577,4.239059,7.892229,5.099791,6.857997,2020-04-07 04:20:00
medical,3,2020-04-06 13:45:00,5.374745,5.332081,4.535163,6.261488,4.535163,6.103860,4.792766,6.089019,5.020141,5.744484,2020-04-06 13:45:00
medical,3,2020-04-06 08:35:00,5.841831,6.386744,4.177401,7.555231,4.512088,7.230624,4.648167,6.661429,5.583291,6.539904,2020-04-06 08:35:00
medical,3,2020-04-07 14:55:00,7.974852,7.876989, 4.752162,11.570157, 5.060706,10.706992,5.343476,9.990445,6.852881,9.049059,2020-04-07 14:55:00
medical,3,2020-04-08 02:30:00,6.181775,5.447414,3.917273,8.700258,3.917273,7.982210,4.726293,7.693226,5.023474,6.664155,2020-04-08 02:30:00
medical,3,2020-04-06 08:40:00,6.260004,6.113979,4.175005,7.901311,4.720249,7.820056,5.127216,7.447406,5.485663,6.623949,2020-04-06 08:40:00
medical,3,2020-04-06 13:50:00,4.844653,4.82021,3.514695,6.323221,3.514695,5.917733,3.946296,5.670263,4.300137,5.077424,2020-04-06 13:50:00
medical,3,2020-04-06 19:05:00,2.679394,2.469404,1.695335,3.522030,1.915435,3.468172,2.120124,3.362199,2.274281,2.975827,2020-04-06 19:05:00
medical,3,2020-04-06 08:45:00,5.967211,5.780439,5.212679,6.825710,5.261753,6.630977,5.445830,6.520301,5.547232,6.044792,2020-04-06 08:45:00
medical,3,2020-04-06 13:55:00,5.384062,5.442172,4.579493,6.219985,4.624752,6.006600,4.898316,5.928351,5.157063,5.693841,2020-04-06 13:55:00
medical,3,2020-04-07 04:25:00,7.748679,7.223148, 4.517043,11.678836, 4.517043,10.473664,5.048110,9.787545,6.041730,8.351262,2020-04-07 04:25:00
medical,3,2020-04-06 09:05:00,6.096146,6.104857,4.417563,7.980956,4.366684,7.281155,5.103469,7.126537,5.474763,6.443977,2020-04-06 09:05:00
medical,3,2020-04-06 09:10:00,6.526306,6.281109,5.227415,7.937141,5.280114,7.656128,5.732959,7.485614,5.945308,6.744820,2020-04-06 09:10:00
medical,3,2020-04-06 14:00:00,5.484869,5.448241,4.342880,6.683785,4.536954,6.572023,4.622884,6.113535,5.148870,5.923032,2020-04-06 14:00:00
medical,3,2020-04-06 19:10:00,3.263407,3.338627,2.172006,4.153713,2.393567,4.032633,2.647163,3.864230,2.937809,3.517279,2020-04-06 19:10:00
medical,3,2020-04-06 09:15:00,5.868477,5.891541,4.558549,7.067589,4.892180,7.029669,4.965231,6.636000,5.382301,6.251465,2020-04-06 09:15:00
medical,3,2020-04-07 15:00:00,6.470834,6.159806,4.154421,9.627781,4.154421,8.613444,4.313572,7.803545,4.915497,6.727937,2020-04-07 15:00:00
medical,3,2020-04-06 14:10:00,5.286377,5.411801,4.288178,6.292071,4.468272,6.041488,4.616223,5.824126,4.905771,5.571311,2020-04-06 14:10:00
medical,3,2020-04-06 09:20:00,3.954612,3.803155,2.343287,6.389724,2.477177,5.786193,2.562739,4.996517,2.904168,4.210585,2020-04-06 09:20:00
medical,3,2020-04-07 04:40:00,7.276962,6.476402, 4.629888,10.232475,4.629888,9.490530,5.125257,8.924481,5.120625,7.322034,2020-04-07 04:40:00
medical,3,2020-04-06 19:15:00,3.769581,3.615889,2.620938,4.873202,2.840093,4.873202,2.857783,4.578153,3.172477,4.028331,2020-04-06 19:15:00
medical,3,2020-04-06 09:25:00,5.508264,5.552153,4.059812,6.994038,4.171338,6.596117,4.494945,6.403420,5.127749,6.113226,2020-04-06 09:25:00
medical,3,2020-04-06 14:20:00,5.145829,5.114323,4.44504,6.17027,4.445040,5.833545,4.615466,5.669158,4.889790,5.489556,2020-04-06 14:20:00
medical,3,2020-04-08 02:35:00,4.87556,5.120932,3.086425,6.681012,3.395838,6.553039,3.598931,5.844250,4.37174,5.60762,2020-04-08 02:35:00
medical,3,2020-04-06 09:40:00,6.021911,6.017004,5.185564,7.163913,5.293353,6.894634,5.409297,6.671647,5.687626,6.231908,2020-04-06 09:40:00
medical,3,2020-04-10 12:55:00,6.71759,6.415927,4.585382,8.605312,5.059572,8.202870,5.394965,7.953405,5.762088,7.171281,2020-04-10 12:55:00
medical,3,2020-04-06 14:30:00,5.315824,5.328645,4.256881,6.106503,4.569602,6.084883,4.735094,5.941300,4.938606,5.574277,2020-04-06 14:30:00
medical,3,2020-04-06 09:50:00,5.922405,5.886964,5.055932,6.585653,5.260865,6.585653,5.444623,6.460617,5.607670,6.139368,2020-04-06 09:50:00
medical,3,2020-04-06 19:20:00,5.299409,5.199691,3.558607,7.102726,3.948917,6.733464,3.948917,6.042656,4.759698,5.848754,2020-04-06 19:20:00
medical,3,2020-04-07 04:50:00,6.020723,6.143595,3.917471,8.416755,4.041922,7.601590,4.771319,7.546943,5.223014,6.684744,2020-04-07 04:50:00
medical,3,2020-04-06 09:55:00,6.00291,6.081168,4.987060,7.001808,5.077959,6.706948,5.491652,6.599028,5.925445,6.519013,2020-04-06 09:55:00
medical,3,2020-04-07 15:05:00,5.303006,5.009482,3.463529,7.133026,3.580584,6.795223,3.978930,6.524221,4.405542,5.590826,2020-04-07 15:05:00
medical,3,2020-04-06 14:35:00,4.878646,4.659082,3.727737,6.107652,3.842190,5.777105,4.189480,5.685515,4.425589,5.259271,2020-04-06 14:35:00
medical,3,2020-04-06 10:00:00,5.784803,5.880688,4.929689,6.734006,4.929689,6.484712,5.230454,6.423265,5.579462,6.259303,2020-04-06 10:00:00
medical,3,2020-04-06 14:40:00,3.483282,3.451377,2.760773,4.289470,2.760773,4.063849,2.959095,3.941386,3.259069,3.708695,2020-04-06 14:40:00
medical,3,2020-04-06 19:25:00,4.84701,4.867437,3.204470,6.245946,3.294112,6.029730,3.526605,5.806522,4.209094,5.387059,2020-04-06 19:25:00
medical,3,2020-04-06 10:10:00,5.753298,5.614798,4.309258,7.003060,4.745920,6.735249,4.881577,6.394511,5.314749,6.128012,2020-04-06 10:10:00
medical,3,2020-04-08 02:40:00,5.080657,4.986094,3.489288,6.971954,3.455839,6.471662,3.717510,5.926229,4.260651,5.306921,2020-04-08 02:40:00
medical,3,2020-04-06 10:30:00,5.197633,5.264302,3.457454,6.762669,3.744902,6.490978,4.270545,6.346340,4.621036,5.734499,2020-04-06 10:30:00
medical,3,2020-04-07 05:10:00,7.432046,6.867689, 4.646065,10.879502,4.574707,9.718295,4.981885,9.133714,5.784881,7.964401,2020-04-07 05:10:00
medical,3,2020-04-06 14:45:00,2.872774,2.82074,2.089942,3.546538,2.226147,3.462327,2.477979,3.405460,2.663566,3.105901,2020-04-06 14:45:00
medical,3,2020-04-06 10:35:00,5.216701,5.269049,3.926522,6.580335,4.115481,6.094233,4.478057,6.022643,4.976459,5.823064,2020-04-06 10:35:00
medical,3,2020-04-07 15:15:00,6.62245,6.119192,4.394799,9.244102,4.615719,8.686997,5.263125,8.418404,5.49078,6.99699,2020-04-07 15:15:00
medical,3,2020-04-06 19:35:00,4.116222,3.897891,2.441073,6.652466,2.441073,5.564622,2.659841,4.900763,3.300946,4.556831,2020-04-06 19:35:00
medical,3,2020-04-06 14:50:00,3.100149,3.168924,2.403846,3.968171,2.519826,3.890896,2.519826,3.526157,2.852053,3.350316,2020-04-06 14:50:00
medical,3,2020-04-06 10:45:00,5.578116,5.456855,4.474697,6.860698,4.557542,6.470903,4.722703,6.208895,5.126549,5.877222,2020-04-06 10:45:00
medical,3,2020-04-06 14:55:00,2.463754,2.363358,1.783981,3.271945,1.857825,3.115196,1.985396,2.932833,2.171939,2.641458,2020-04-06 14:55:00
medical,3,2020-04-06 11:05:00,4.906016,5.042598,2.875045,6.876423,3.093549,6.363844,3.796282,6.183535,4.122064,5.371009,2020-04-06 11:05:00
medical,3,2020-04-07 05:25:00,6.729853,6.590126, 3.741508,10.246523, 4.308697,10.008125,4.449885,8.628329,5.498534,7.453504,2020-04-07 05:25:00
medical,3,2020-04-06 19:40:00,3.503446,3.47174,2.326235,4.926585,2.396336,4.533633,2.645858,4.292438,3.045908,3.935596,2020-04-06 19:40:00
medical,3,2020-04-06 11:10:00,4.305932,4.233999,2.824381,6.036671,2.943879,5.525274,3.285553,5.266245,3.787594,4.816483,2020-04-06 11:10:00
medical,3,2020-04-06 15:00:00,2.310424,2.198511,1.559474,3.120071,1.694176,3.044199,1.711532,2.769839,2.077122,2.624963,2020-04-06 15:00:00
medical,3,2020-04-08 02:55:00,6.515028,6.183284,4.056675,9.714905,4.034730,8.546499,4.670317,7.916221,5.415854,7.029570,2020-04-08 02:55:00
medical,3,2020-04-07 15:20:00,6.254458,6.056499,4.170097,9.355350,4.071008,8.220879,4.322205,7.467265,4.882836,6.554146,2020-04-07 15:20:00
medical,3,2020-04-06 15:05:00,2.258289,2.09355,1.570169,3.133996,1.570169,2.918669,1.588604,2.635188,1.793793,2.328589,2020-04-06 15:05:00
medical,3,2020-04-06 19:45:00,3.142936,3.163929,1.905994,4.338713,2.134514,4.288142,2.257744,3.880783,2.835403,3.733213,2020-04-06 19:45:00
medical,3,2020-04-07 05:40:00,5.49983,4.834205,3.454121,8.496146,3.746785,7.925318,3.980024,7.084615,4.281321,5.690137,2020-04-07 05:40:00
medical,3,2020-04-09 04:30:00,4.505865,4.236434,3.240772,5.893467,3.433871,5.531582,3.830392,5.508047,3.959846,4.720604,2020-04-09 04:30:00
medical,3,2020-04-06 15:10:00,2.381528,2.339766,1.754510,3.075016,1.850464,3.044906,1.869854,2.809768,2.146807,2.613600,2020-04-06 15:10:00
medical,3,2020-04-06 19:50:00,3.155179,3.129999,2.055403,4.496093,2.105088,4.161566,2.055403,3.687042,2.552297,3.392625,2020-04-06 19:50:00
medical,3,2020-04-06 15:15:00,2.158321,2.103542,1.545213,2.976509,1.545213,2.686537,1.689301,2.529342,1.845034,2.264037,2020-04-06 15:15:00
medical,3,2020-04-07 05:45:00,6.623313,6.596073,4.162534,9.115220,4.162534,8.340305,4.855393,8.097089,5.718947,7.368796,2020-04-07 05:45:00
medical,3,2020-04-07 16:00:00,5.144911,4.822896,2.620496,8.389909,2.620496,7.459574,3.198792,6.889558,3.842561,5.688272,2020-04-07 16:00:00
medical,3,2020-04-08 03:05:00,6.442229,6.392449,4.392602,8.912972,4.392602,8.403427,4.677227,7.713024,5.309567,6.883866,2020-04-08 03:05:00
medical,3,2020-04-06 15:20:00,2.297249,2.371584,1.676495,3.081540,1.676495,2.883679,1.836334,2.803056,2.213461,2.705287,2020-04-06 15:20:00
medical,3,2020-04-06 19:55:00,4.681592,4.006617,2.518272,7.220702,2.985500,6.891544,3.144833,5.920566,3.478450,5.052604,2020-04-06 19:55:00
medical,3,2020-04-06 15:25:00,2.23309,2.36226,1.536053,2.888583,1.599647,2.766590,1.710030,2.662501,2.065641,2.547325,2020-04-06 15:25:00
