cat,loc,time,mean,MAP,hdi95.lower,hdi95.upper,hdi90.lower,hdi90.upper,hdi80.lower,hdi80.upper,hdi50.lower,hdi50.upper,q.0%,q.2.5%,q.5%,q.7.5%,q.10%,q.12.5%,q.15%,q.17.5%,q.20%,q.22.5%,q.25%,q.27.5%,q.30%,q.32.5%,q.35%,q.37.5%,q.40%,q.42.5%,q.45%,q.47.5%,q.50%,q.52.5%,q.55%,q.57.5%,q.60%,q.62.5%,q.65%,q.67.5%,q.70%,q.72.5%,q.75%,q.77.5%,q.80%,q.82.5%,q.85%,q.87.5%,q.90%,q.92.5%,q.95%,q.97.5%,q.100%
shake_intensity,3,2020-04-06 14:05:00,0.8504903,0.8386863,0.56534342,1.20004929,0.5653434,1.1097422,0.6476832,1.0642542,0.6769297,0.9044925,0.45919769,0.56436950,0.58882180,0.62322675,0.64712199,0.65770271,0.67628142,0.68878923,0.70158742,0.70880174,0.72279082,0.73723193,0.74845035,0.76010514,0.77656549,0.78580672,0.79822397,0.81430144,0.82865746,0.83528737,0.84215949,0.84922996,0.86359722,0.87037866,0.87687926,0.88621008,0.90169275,0.92419029,0.94697339,0.95474861,0.96263432,0.99000859,1.00176543,1.01832870,1.03324114,1.05098153,1.06335928,1.10006283,1.14332430,1.17664153,1.44666643
shake_intensity,3,2020-04-06 14:10:00,0.8607065,0.8491089,0.54620708,1.14553551,0.6348045,1.1523117,0.6348045,1.0398012,0.7274472,0.9482568,0.48199873,0.55781517,0.61756682,0.64064372,0.65363237,0.66121948,0.68713697,0.70296744,0.70946956,0.73107986,0.74539435,0.75774639,0.77164418,0.77867095,0.79394302,0.80776458,0.81668267,0.83536383,0.84388105,0.84843244,0.85346176,0.85769047,0.86691644,0.87799240,0.88790952,0.89724163,0.90849725,0.93096438,0.94503275,0.95737667,0.97008120,0.98173660,1.00987089,1.02285901,1.03017219,1.04644576,1.07658889,1.11382811,1.13669143,1.18318633,1.37124333
shake_intensity,3,2020-04-06 14:15:00,0.8709130,0.8857509,0.58164665,1.17299627,0.5816467,1.1061593,0.6846752,1.1008321,0.7511821,0.9497151,0.49668576,0.58098067,0.61134331,0.64586593,0.66934585,0.68705985,0.70684153,0.72828339,0.74481109,0.75377657,0.76371444,0.76834501,0.78117946,0.78907515,0.80144777,0.81113293,0.82747555,0.83831610,0.84913356,0.86341813,0.87020656,0.87639094,0.88822016,0.90000326,0.90829307,0.91525002,0.93346038,0.93929378,0.94545139,0.95369770,0.96846564,0.98920154,0.99996812,1.02117264,1.04639787,1.06487586,1.09606549,1.10315298,1.13729000,1.17147244,1.36631454
shake_intensity,3,2020-04-06 14:20:00,0.8805246,0.8664060,0.56125494,1.16422972,0.6375662,1.1712570,0.6829170,1.0996799,0.7271511,0.9390240,0.50597859,0.58306878,0.60945408,0.64100402,0.68173585,0.69442193,0.71512537,0.72917812,0.74433455,0.75083173,0.76703255,0.77639304,0.79120446,0.80527514,0.82017689,0.82694146,0.83358799,0.84586349,0.86105306,0.86566571,0.87163502,0.87868009,0.89244543,0.89939320,0.91258405,0.92558842,0.93248782,0.94251510,0.95801848,0.97761101,0.98932056,0.99884105,1.01436457,1.02864844,1.05234988,1.07434073,1.09930439,1.13526375,1.15796823,1.19732950,1.35875224
shake_intensity,3,2020-04-06 14:25:00,0.8919052,0.8557400,0.59758606,1.14760149,0.6046264,1.0909206,0.7034300,1.0885430,0.7906532,0.9693888,0.51774751,0.61190065,0.64057674,0.66992010,0.69938449,0.71196909,0.72821523,0.75314866,0.78484624,0.79256828,0.80526462,0.81569709,0.81990339,0.82645667,0.83134704,0.83792850,0.84718603,0.85491077,0.86523124,0.86847303,0.87908762,0.89113037,0.89626532,0.91016712,0.92116531,0.92772962,0.93825607,0.94531025,0.96304015,0.97615846,0.99513708,1.01643625,1.02365401,1.03225633,1.04598865,1.07351567,1.08752777,1.11756650,1.13494889,1.19021368,1.29683223
shake_intensity,3,2020-04-06 14:30:00,0.9017606,0.8498217,0.61983033,1.18799459,0.6676145,1.1144465,0.7543839,1.0980329,0.7908793,0.9625246,0.51801349,0.62921675,0.66713808,0.71759586,0.73285988,0.75394800,0.76474950,0.79050650,0.79363341,0.80687168,0.81667860,0.82092558,0.82693779,0.83058183,0.83729501,0.84651173,0.85550828,0.86367829,0.87346699,0.87602901,0.88323690,0.89349673,0.90591897,0.91455107,0.92450951,0.93820390,0.95206250,0.96243928,0.97366572,0.99077700,1.00064903,1.00595978,1.02305702,1.03556125,1.05837360,1.06848457,1.08305583,1.09678808,1.11349095,1.19824500,1.33365796
shake_intensity,3,2020-04-06 14:35:00,0.9121772,0.8637110,0.64891803,1.18338406,0.7028056,1.1330906,0.7645577,1.0978265,0.7951060,0.9597872,0.52618552,0.65060406,0.70260801,0.71764860,0.73648316,0.76497908,0.78985543,0.80633325,0.81649869,0.82443144,0.82566366,0.83212378,0.83926677,0.85212876,0.85626911,0.86217697,0.86714923,0.87891052,0.88545938,0.88883843,0.90928209,0.91563275,0.92265244,0.93373213,0.94030675,0.94767422,0.95713566,0.97198448,0.98377303,0.99556134,1.00516380,1.01048434,1.02455414,1.04254280,1.05240892,1.06646080,1.07929772,1.09819993,1.12964619,1.18389089,1.25172006
shake_intensity,3,2020-04-06 14:40:00,0.9173098,0.8700289,0.63633701,1.16556493,0.7289150,1.1655649,0.7545317,1.0681821,0.8122933,0.9498539,0.55978315,0.67190921,0.69961371,0.75347737,0.76750686,0.77786644,0.80422317,0.81651900,0.82843068,0.83611310,0.83839687,0.84436984,0.84961406,0.85355789,0.85824802,0.86551947,0.87288294,0.87951896,0.88465383,0.89189497,0.90231237,0.91479208,0.92097133,0.92748836,0.93122824,0.93682712,0.94365394,0.95740631,0.97543281,0.98820963,0.99986029,1.00821037,1.01968519,1.02863175,1.04772930,1.06430386,1.09335788,1.11408699,1.14899536,1.20558206,1.32905347
shake_intensity,3,2020-04-06 14:45:00,0.9117716,0.9078012,0.65163294,1.14063924,0.6981629,1.1059544,0.7807755,1.0906409,0.8059166,0.9514965,0.55419235,0.66221578,0.70149384,0.74199721,0.76010056,0.77282134,0.78935458,0.80981579,0.81455164,0.82156631,0.82418108,0.83836957,0.84839185,0.86013050,0.86428284,0.87015146,0.87902633,0.88672172,0.89649720,0.90428892,0.90890568,0.91644989,0.92048794,0.92537212,0.93529995,0.94076470,0.94906554,0.96042994,0.96659194,0.97115295,0.99089255,0.99745766,1.00717444,1.01665394,1.03478974,1.06359627,1.07813734,1.08335308,1.11818599,1.17677545,1.34224260
shake_intensity,3,2020-04-06 14:50:00,0.9164752,0.8866418,0.63396213,1.12505610,0.7023689,1.1090146,0.7682894,1.0897034,0.8149140,0.9699091,0.58585643,0.67041688,0.70300946,0.73339765,0.74996118,0.75717558,0.77695683,0.81424235,0.82073035,0.82934623,0.83803372,0.84311111,0.84906125,0.85408660,0.86214461,0.87325478,0.88129199,0.88864512,0.89501324,0.90393308,0.91120920,0.91952084,0.92933903,0.93728769,0.94068345,0.95103518,0.96308250,0.96832105,0.98117875,0.99115478,1.00024419,1.00959219,1.02453286,1.03234875,1.04610477,1.05834385,1.07749550,1.08158270,1.10928379,1.20595775,1.33306209
shake_intensity,3,2020-04-06 14:55:00,0.9241926,0.9073119,0.65854513,1.17296410,0.7089051,1.1250019,0.7714960,1.0579389,0.8372487,0.9878194,0.64543876,0.68058162,0.72908126,0.75630696,0.77851482,0.78811826,0.80186190,0.80391890,0.82159185,0.83230135,0.84351119,0.85070318,0.85826990,0.86522147,0.87289614,0.88112669,0.89048721,0.89734673,0.90311475,0.90828783,0.91420371,0.92254605,0.93129414,0.93907346,0.94979114,0.95445761,0.96040098,0.96520434,0.98230257,0.98630358,0.99721773,1.01213417,1.02845085,1.04316384,1.04815536,1.05267339,1.06389641,1.10713899,1.15400027,1.22407178,1.32791869
shake_intensity,3,2020-04-06 15:00:00,0.9223879,0.9069122,0.66399116,1.12404768,0.7451370,1.1183694,0.7725695,1.0562152,0.8332537,0.9870695,0.66399116,0.71246211,0.74948618,0.76180637,0.77442447,0.78600624,0.79487811,0.80173735,0.81476383,0.83174334,0.83653941,0.85136774,0.85729186,0.86688778,0.87431469,0.88240705,0.88568027,0.89997261,0.90577422,0.90869144,0.91347130,0.91866002,0.92564389,0.93105996,0.93821286,0.95645214,0.96349139,0.97453858,0.97950980,0.98542277,0.99493216,1.00659243,1.01899725,1.03123371,1.04558599,1.05270422,1.06770711,1.10743035,1.11865334,1.20661928,1.30182574
shake_intensity,3,2020-04-06 15:05:00,0.9097830,0.9111863,0.68160841,1.13520778,0.6908414,1.0740551,0.7685567,1.0562252,0.8033364,0.9536529,0.63148751,0.68390036,0.72195071,0.74634579,0.76511687,0.77874996,0.78362961,0.80011791,0.81051493,0.81873696,0.82805218,0.83804554,0.85273825,0.86191481,0.87353768,0.88054416,0.88459156,0.88859787,0.89678426,0.90411979,0.90840467,0.91589667,0.92044547,0.92674374,0.93026219,0.93705349,0.93977177,0.95281216,0.96290122,0.97080686,0.98304113,0.98947437,1.01082859,1.01914771,1.02706305,1.03376002,1.05506627,1.06939878,1.11616616,1.13573650,1.31288137
shake_intensity,3,2020-04-06 15:10:00,0.9036196,0.8825043,0.67075682,1.09803834,0.7168016,1.0791991,0.8004994,1.0980383,0.8401673,0.9854675,0.64052001,0.69672856,0.71952953,0.73380537,0.75293072,0.76234988,0.78200486,0.80262703,0.81056263,0.82366631,0.83375061,0.84279344,0.85105840,0.85602331,0.86306889,0.86993711,0.87604708,0.87934846,0.88430243,0.88929946,0.89562281,0.90283601,0.91264895,0.91801068,0.92073175,0.92953765,0.94743106,0.95668752,0.96634042,0.97978552,0.98338281,0.98856535,1.00326149,1.01189960,1.02223281,1.04246356,1.05835791,1.06976888,1.07943657,1.09901099,1.24822966
shake_intensity,3,2020-04-06 15:15:00,0.8921109,0.9105998,0.66339426,1.06784760,0.6884934,1.0441815,0.7263039,1.0076167,0.8294872,0.9677742,0.66339426,0.68969233,0.70406145,0.72660854,0.74339263,0.75083665,0.76076899,0.77797550,0.79231586,0.80355585,0.81221297,0.82642584,0.83113287,0.84751987,0.85483150,0.86504628,0.87731215,0.88167677,0.88831898,0.89113277,0.89748367,0.89995067,0.90433215,0.91048911,0.92067057,0.92842977,0.93231652,0.93822881,0.94605111,0.95473597,0.95906552,0.96688607,0.97177474,0.98933053,0.99786504,1.00896379,1.03959603,1.04458877,1.06271126,1.11757976,1.24466773
shake_intensity,3,2020-04-06 15:20:00,0.8907799,0.9133936,0.67583754,1.06248711,0.7087821,1.0427561,0.7706228,1.0427561,0.7985257,0.9422979,0.62328701,0.69317660,0.71166146,0.71908602,0.73115298,0.75856810,0.77064345,0.79150626,0.79829787,0.80313281,0.81075888,0.81989619,0.82839084,0.84274916,0.85325006,0.86283410,0.86653084,0.87486806,0.88322339,0.88594907,0.89321025,0.90511520,0.90906110,0.91706510,0.92460845,0.92854980,0.93258279,0.93651761,0.94225252,0.95612262,0.96734847,0.97350156,0.97903585,0.98586226,1.00120210,1.00699078,1.02695876,1.03398315,1.04295691,1.09798751,1.26591525
shake_intensity,3,2020-04-06 15:25:00,0.8898158,0.9007261,0.69774979,1.11644807,0.6901611,1.0340756,0.7372820,0.9949120,0.8013370,0.9437591,0.67230555,0.70089525,0.72986061,0.74268263,0.75078485,0.76117828,0.76864990,0.77675880,0.78837321,0.79681018,0.81137154,0.81439676,0.82907904,0.83923555,0.84614482,0.85032604,0.85853208,0.86814496,0.87745896,0.88526610,0.88790723,0.89399547,0.90267559,0.90692408,0.91191821,0.91613313,0.92040143,0.92930565,0.93678656,0.94337918,0.95466506,0.96391384,0.97853806,0.98738534,0.99167463,1.00171976,1.02201252,1.06238961,1.08780434,1.14634856,1.25004725
shake_intensity,3,2020-04-06 15:30:00,0.8731684,0.8857670,0.70938551,1.07800067,0.6839747,0.9968337,0.7251666,0.9757509,0.8110139,0.9366556,0.68397467,0.70931673,0.72496369,0.73228863,0.74272135,0.75192578,0.75959154,0.77534536,0.77867406,0.79484613,0.80619757,0.81115096,0.81758664,0.82276243,0.82822320,0.83255657,0.84600656,0.85515037,0.85829464,0.86615718,0.87240851,0.87985636,0.88442906,0.89201997,0.89544331,0.89789744,0.90669427,0.91231067,0.91506865,0.92442648,0.93367481,0.94102511,0.95522895,0.96726091,0.97537869,0.99017172,0.99644339,1.02563187,1.05724644,1.07673486,1.19300389
shake_intensity,3,2020-04-06 15:35:00,0.8638093,0.8076321,0.68544768,1.04145402,0.7090857,1.0109835,0.7575811,1.0099014,0.7575811,0.8746488,0.67141611,0.70977116,0.71708865,0.73286528,0.74600950,0.75803677,0.76338506,0.76982502,0.77491128,0.77991437,0.78969913,0.79681596,0.79877320,0.80210089,0.80787779,0.81245719,0.82294678,0.82987159,0.83794390,0.84034756,0.84708005,0.85718717,0.86209032,0.86896626,0.87232058,0.87782934,0.89608088,0.90520483,0.92028449,0.92865407,0.93236237,0.93686662,0.95851751,0.96823396,0.98210408,0.99055377,1.00383579,1.01138123,1.02998125,1.07689982,1.24887931
shake_intensity,3,2020-04-06 15:40:00,0.8605632,0.8422176,0.69124663,1.05720834,0.6912466,1.0051340,0.7362900,0.9748245,0.7810206,0.9182614,0.66490880,0.69108646,0.71193072,0.73147047,0.74000270,0.74702081,0.75622936,0.76195592,0.77268191,0.77894110,0.78312597,0.79608723,0.80310216,0.81148405,0.82141325,0.82677752,0.83387084,0.83676691,0.84234580,0.84554573,0.84910542,0.85927699,0.86787573,0.87792533,0.88504671,0.89132759,0.89562458,0.90623081,0.91203162,0.91659385,0.92417513,0.93733448,0.95058407,0.95925999,0.96493373,0.97264016,0.97784715,1.00412420,1.04132933,1.05684224,1.12851524
shake_intensity,3,2020-04-06 15:45:00,0.8524343,0.8262022,0.64768049,1.02511295,0.7207752,1.0251130,0.7544154,0.9863995,0.7715530,0.8937501,0.62848446,0.66827178,0.70010229,0.72810499,0.73781160,0.74610760,0.76025775,0.76758925,0.77279577,0.77957137,0.78581019,0.79212168,0.80145621,0.80902063,0.81284741,0.81701881,0.82302426,0.82872448,0.83350731,0.83848369,0.84231984,0.84968886,0.86076002,0.86578927,0.87309385,0.88014372,0.88389249,0.89135356,0.89741602,0.90469177,0.91505921,0.93474101,0.93933064,0.94392420,0.95324261,0.96398814,0.97158332,0.98172903,1.01757096,1.03200508,1.15605135
shake_intensity,3,2020-04-06 15:50:00,0.8377800,0.7776489,0.68960296,1.05030077,0.6896030,0.9842447,0.7095288,0.9305905,0.7527716,0.8808356,0.62914913,0.68330049,0.69548846,0.71575319,0.72764366,0.73322827,0.74276610,0.75168464,0.75485782,0.76200540,0.76786618,0.77251060,0.77883109,0.78185073,0.78577376,0.79121076,0.80022449,0.80680438,0.81811361,0.82521121,0.83305547,0.84359313,0.85502660,0.85903196,0.86100567,0.86535436,0.87508511,0.88002206,0.88514144,0.89251167,0.90008364,0.90658632,0.91043047,0.92255895,0.92734750,0.93910884,0.95651854,0.97989096,1.01168241,1.04798634,1.10928715
shake_intensity,3,2020-04-06 15:55:00,0.8322303,0.8274047,0.68046180,0.99589842,0.6804618,0.9738822,0.6804618,0.9199746,0.7402814,0.8602163,0.63582696,0.68401128,0.68986038,0.69723030,0.70758186,0.72572400,0.74004448,0.74621618,0.75048604,0.75586316,0.76298508,0.77121461,0.77606118,0.77951122,0.78995262,0.79744366,0.80733630,0.81176873,0.81716422,0.82439459,0.82907057,0.83106008,0.83593368,0.84137082,0.84726028,0.85564151,0.85957908,0.86759041,0.87806218,0.88552326,0.89224604,0.90139999,0.91287625,0.92460171,0.93248609,0.94675560,0.96982689,0.97915976,0.98751451,1.00626766,1.11980316
shake_intensity,3,2020-04-06 16:00:00,0.8201536,0.7922614,0.65801649,0.96817952,0.7020079,0.9681795,0.7297685,0.9461829,0.7657382,0.8679194,0.62563581,0.66146278,0.69156740,0.70726613,0.71897466,0.72940368,0.73761448,0.74196704,0.75057677,0.76024682,0.76569744,0.76863738,0.77611352,0.78115102,0.78226753,0.78630488,0.79424791,0.79714826,0.80123470,0.80785868,0.81409128,0.81902841,0.82402277,0.83286015,0.83900375,0.84340164,0.84986784,0.85409306,0.86104754,0.86556309,0.86789493,0.88031130,0.88623382,0.90843272,0.92478260,0.93306554,0.93865557,0.94456499,0.95945487,0.97358967,1.00424297
shake_intensity,3,2020-04-06 16:05:00,0.8094326,0.7793563,0.66131570,0.95321915,0.6818794,0.9433486,0.7040864,0.9064019,0.7387917,0.8392044,0.64840174,0.67034968,0.68249636,0.70023587,0.71248429,0.72258660,0.72929192,0.73842474,0.74620723,0.74958255,0.75165274,0.75667555,0.76094672,0.76742154,0.77241076,0.77723825,0.78214227,0.78747809,0.79177499,0.79435306,0.79724340,0.80474481,0.81386694,0.81665132,0.82106329,0.82819487,0.83414401,0.83898707,0.85100531,0.86305561,0.87261841,0.87604877,0.88106773,0.88424079,0.89551456,0.90408243,0.91945198,0.93192069,0.94358754,0.95916736,1.04992116
shake_intensity,3,2020-04-06 16:10:00,0.8052176,0.7705827,0.65895876,0.94149560,0.6856973,0.9360934,0.6987685,0.8950413,0.7100016,0.8156352,0.64902891,0.67587230,0.68635442,0.70334583,0.71158390,0.72147939,0.72550443,0.73331400,0.73827875,0.74458460,0.74845725,0.75244694,0.75926912,0.76456413,0.77033008,0.77191510,0.77517540,0.77876661,0.78556816,0.79054655,0.79681741,0.79968115,0.80690001,0.81212066,0.81914379,0.82988666,0.83608937,0.84177654,0.84969429,0.85301625,0.85564876,0.86026919,0.86862606,0.87672428,0.88851362,0.89577219,0.91870144,0.93083904,0.93614098,0.95401398,1.06758416
shake_intensity,3,2020-04-06 16:15:00,0.8118530,0.7807750,0.65790670,0.94588877,0.6953153,0.9346166,0.7063427,0.9004026,0.7499316,0.8484423,0.64726392,0.67046045,0.69619542,0.70952780,0.71795137,0.72821512,0.73823399,0.74181999,0.74807430,0.75429423,0.75688536,0.76320045,0.76885304,0.77224143,0.77769995,0.78064060,0.78284766,0.78649337,0.79446086,0.79817858,0.80102104,0.80688944,0.81219769,0.81910460,0.82626136,0.83525225,0.83808037,0.84220021,0.84777682,0.85359177,0.86751642,0.87392162,0.87888697,0.88684296,0.89568787,0.90619131,0.91417711,0.93211011,0.93491669,0.96876361,1.04903604
shake_intensity,3,2020-04-06 16:20:00,0.8153983,0.7930372,0.66769997,0.97206434,0.7024704,0.9582410,0.7098255,0.9072761,0.7489496,0.8452991,0.62535495,0.66861534,0.68997736,0.70972400,0.71569679,0.71968465,0.73415883,0.74532828,0.75291394,0.76133166,0.76864989,0.77124876,0.77365115,0.77591539,0.78401400,0.78740150,0.79260256,0.79570229,0.79929372,0.80104924,0.80692400,0.81121796,0.81729427,0.82257155,0.83027551,0.83626723,0.84015018,0.84370789,0.85315944,0.85986004,0.86730375,0.87440061,0.87924184,0.89122662,0.90103677,0.90675653,0.92263453,0.94208900,0.95670750,0.97223435,1.07214912
shake_intensity,3,2020-04-06 16:25:00,0.8197833,0.8067699,0.67767098,1.00395317,0.6911002,0.9618300,0.6911002,0.8925260,0.7311557,0.8320647,0.65057767,0.69085208,0.69848270,0.70954131,0.72161039,0.72827832,0.73617412,0.73914490,0.74423109,0.75283660,0.75830256,0.76099504,0.77232275,0.77893743,0.78250181,0.78952317,0.79459968,0.79759278,0.80228205,0.80488522,0.80874076,0.81546333,0.81853266,0.82087952,0.82323485,0.83156495,0.83866558,0.84487643,0.84894278,0.85949972,0.86742014,0.87270395,0.87922369,0.89012461,0.90567802,0.91743093,0.93292600,0.95930930,0.98956522,1.01130134,1.11890073
shake_intensity,3,2020-04-06 16:30:00,0.8121989,0.7983413,0.66872107,0.98138809,0.6781146,0.9569840,0.6909850,0.9077928,0.7412961,0.8383173,0.62398850,0.67796908,0.69085141,0.69491411,0.69972439,0.70925763,0.72992987,0.73695123,0.73976240,0.74466274,0.74760369,0.74924440,0.75595105,0.76566631,0.76914641,0.77542420,0.78143741,0.78882842,0.79336133,0.79724032,0.80028562,0.80908458,0.81186488,0.81893391,0.82168930,0.82362841,0.82865439,0.83477850,0.83765537,0.84704658,0.86915248,0.88060509,0.88907968,0.90280435,0.90734810,0.91432540,0.93811383,0.95554236,0.97183085,0.99177816,1.12268647
shake_intensity,3,2020-04-06 16:35:00,0.8093527,0.7845970,0.66790953,0.98668976,0.6847592,0.9462940,0.7128489,0.9234376,0.7225377,0.8262106,0.64335012,0.66925368,0.69137867,0.70465389,0.71368978,0.71724045,0.72393553,0.73101668,0.73440728,0.74178493,0.74957597,0.75577011,0.76073435,0.76498288,0.76824043,0.77385679,0.77850339,0.78425729,0.79010447,0.79377675,0.79761662,0.79979429,0.80566937,0.81308127,0.81927662,0.82401685,0.83020431,0.83498304,0.84178849,0.85092910,0.86124484,0.86723376,0.88012083,0.89183618,0.90671121,0.91501779,0.92652143,0.94152239,0.96474991,0.98690611,1.16699367
shake_intensity,3,2020-04-06 16:40:00,0.8056348,0.7536579,0.68522195,1.00776476,0.6852219,0.9531486,0.6852219,0.8904224,0.7287430,0.8414459,0.61659638,0.66296863,0.68687231,0.69713323,0.69938337,0.70836782,0.71980958,0.72513035,0.73244883,0.73527449,0.74032825,0.74370549,0.75064827,0.75351291,0.76070820,0.76398301,0.76634289,0.77586091,0.78378701,0.79212341,0.79639375,0.80019072,0.80699681,0.81515636,0.82377770,0.83037625,0.83446155,0.84000456,0.84766626,0.85659464,0.86651625,0.87103141,0.87814990,0.88748329,0.90113110,0.91451617,0.92146294,0.93510309,0.96059078,0.99586848,1.08155684
shake_intensity,3,2020-04-06 16:45:00,0.7948457,0.7818255,0.66142984,0.97569882,0.6614298,0.9411108,0.6698359,0.8803850,0.7286744,0.8237796,0.56758594,0.66162786,0.67751908,0.68797116,0.69335573,0.70287614,0.70924187,0.71326679,0.72120167,0.72906920,0.73404124,0.73752428,0.74053118,0.74665050,0.75367985,0.75925625,0.76291899,0.76982722,0.77691220,0.78150252,0.78338765,0.78560878,0.79160246,0.79584160,0.80206032,0.80920492,0.81165033,0.81468374,0.81759664,0.82538800,0.83937126,0.85256431,0.87233976,0.87526154,0.88672094,0.90983820,0.92203455,0.94121793,0.95973491,0.97604792,1.15467428
shake_intensity,3,2020-04-06 16:50:00,0.7896366,0.7683543,0.63417131,0.94063714,0.6601319,0.9369037,0.6773027,0.8996256,0.7097523,0.8113915,0.55626240,0.64351598,0.65969901,0.67132679,0.68132292,0.68901373,0.70764720,0.71430248,0.71917111,0.72446479,0.73148734,0.73764666,0.74211957,0.74636297,0.74905094,0.75664129,0.76220167,0.76593585,0.77303679,0.77623753,0.78053117,0.78443192,0.79108681,0.79417556,0.79936654,0.80435721,0.81036525,0.81851269,0.83023937,0.83969155,0.84545000,0.85733199,0.86154692,0.87869629,0.88388055,0.89605195,0.90631958,0.92047584,0.93193429,0.97149646,1.08146168
shake_intensity,3,2020-04-06 16:55:00,0.7877198,0.7545382,0.62452755,0.97713480,0.6482089,0.9320569,0.6629640,0.8809169,0.6885538,0.7933698,0.58614361,0.63870037,0.66337327,0.67226301,0.68328604,0.69053753,0.69703068,0.70394082,0.71368563,0.72380827,0.72703166,0.73268867,0.73477465,0.73879193,0.74363964,0.74704183,0.75591633,0.75860682,0.76410341,0.76605506,0.76888116,0.77529875,0.77990573,0.78447195,0.79066478,0.79811549,0.80840036,0.81251435,0.82212734,0.83458453,0.84377168,0.85192904,0.86543270,0.87386721,0.88122994,0.90102217,0.90562825,0.92695513,0.96555088,1.02866104,1.08889287
shake_intensity,3,2020-04-06 17:00:00,0.7798330,0.7596939,0.63162064,0.96406739,0.6316206,0.9015790,0.6746479,0.8747119,0.6888900,0.7883625,0.61698383,0.64644240,0.65901363,0.67489649,0.68052905,0.68901382,0.69349379,0.69892167,0.70740012,0.71319319,0.71937714,0.72623033,0.73123049,0.73746487,0.74472755,0.74840527,0.75250941,0.75441455,0.75961764,0.76190293,0.76662413,0.77120997,0.77425775,0.77824394,0.78264398,0.78885636,0.79732035,0.80506059,0.81391191,0.81883156,0.82108875,0.82826899,0.83774731,0.85735233,0.86596542,0.87804597,0.88934560,0.92402414,0.94599260,0.98575735,1.13551313
shake_intensity,3,2020-04-06 17:05:00,0.7739587,0.7488269,0.62395417,0.94630991,0.6503187,0.9391421,0.6503187,0.8662547,0.7054345,0.8093863,0.58083545,0.62864279,0.64909759,0.65798305,0.66787526,0.67668153,0.68444634,0.69577049,0.70550955,0.71243531,0.71639832,0.72021374,0.72360048,0.72943149,0.73569564,0.74212595,0.74692430,0.74934755,0.75209985,0.75813883,0.76433385,0.76733048,0.77137346,0.77967449,0.78506088,0.78949359,0.79810957,0.80367540,0.80977404,0.81649545,0.82167542,0.83213118,0.84370038,0.85443298,0.86597573,0.87846515,0.89703028,0.92513469,0.93526782,0.95581652,1.07552375
shake_intensity,3,2020-04-06 17:10:00,0.7669709,0.7357073,0.62114839,0.93530590,0.6349557,0.9158249,0.6349557,0.8598356,0.6603699,0.7733723,0.59124845,0.62294776,0.64527660,0.65363587,0.66245033,0.66713422,0.67749400,0.68330289,0.69033728,0.69531468,0.70317054,0.71053375,0.71913339,0.72240077,0.72511926,0.73174674,0.73654916,0.73868930,0.74213777,0.74532913,0.75032190,0.75808359,0.76567737,0.77215334,0.77719556,0.78241094,0.79253524,0.79883268,0.80683341,0.81371775,0.82610362,0.84342832,0.84556508,0.85587072,0.87159802,0.88858859,0.89437103,0.91272516,0.92526001,0.93551987,0.99328567
shake_intensity,3,2020-04-06 17:15:00,0.7678155,0.7281742,0.60425671,0.93532017,0.6382383,0.9201086,0.6596865,0.8886147,0.6596865,0.7754547,0.57019379,0.61214978,0.63854965,0.65567583,0.66270674,0.66749570,0.67820563,0.68774406,0.69124376,0.69871716,0.70167625,0.70694496,0.71222577,0.71900254,0.72360424,0.72666034,0.73586306,0.73955708,0.74498956,0.74768131,0.75655041,0.75919416,0.76805933,0.77337452,0.78414398,0.78741113,0.79711291,0.80967952,0.81715346,0.82421068,0.82954397,0.83802781,0.84384459,0.85989989,0.87412141,0.88561205,0.89815758,0.91454736,0.92016581,0.93561800,0.97363584
shake_intensity,3,2020-04-06 17:20:00,0.7542121,0.7010692,0.61872751,0.92242873,0.6407854,0.9199555,0.6470654,0.8806360,0.6633419,0.7899195,0.55890228,0.60169029,0.62747537,0.63847454,0.64693010,0.65051770,0.65875091,0.66438865,0.66907233,0.67679151,0.68318202,0.69063004,0.69530120,0.69931073,0.70842622,0.71290771,0.71859289,0.72633643,0.73083628,0.73727571,0.74069391,0.74770075,0.76189320,0.77118128,0.78014222,0.78338320,0.78840586,0.79698236,0.81224124,0.81600482,0.82251819,0.83632441,0.84361968,0.84927858,0.86645856,0.87642685,0.88054510,0.89438444,0.90896139,0.91879751,0.93911339
shake_intensity,3,2020-04-06 17:25:00,0.7426365,0.7183781,0.59955070,0.92986318,0.5870799,0.8714946,0.6169118,0.8494811,0.6389229,0.7516728,0.51370558,0.59923893,0.61328716,0.62256957,0.63114013,0.63990132,0.65117817,0.65766874,0.66720420,0.67456465,0.68019279,0.68633296,0.69082737,0.69703255,0.70000511,0.70883894,0.71497933,0.71948998,0.72380393,0.72627609,0.73022616,0.73687709,0.73972508,0.74402629,0.74915149,0.75228439,0.76807034,0.77751090,0.78933001,0.79889133,0.80882283,0.81680775,0.82853416,0.83914140,0.84635383,0.85603294,0.86629680,0.87267373,0.90510631,0.92793422,0.99942685
