cat,loc,time,mean,MAP,hdi95.lower,hdi95.upper,hdi90.lower,hdi90.upper,hdi80.lower,hdi80.upper,hdi50.lower,hdi50.upper,q.0%,q.2.5%,q.5%,q.7.5%,q.10%,q.12.5%,q.15%,q.17.5%,q.20%,q.22.5%,q.25%,q.27.5%,q.30%,q.32.5%,q.35%,q.37.5%,q.40%,q.42.5%,q.45%,q.47.5%,q.50%,q.52.5%,q.55%,q.57.5%,q.60%,q.62.5%,q.65%,q.67.5%,q.70%,q.72.5%,q.75%,q.77.5%,q.80%,q.82.5%,q.85%,q.87.5%,q.90%,q.92.5%,q.95%,q.97.5%,q.100%
shake_intensity,3,2020-04-07 04:25:00,0.6221131,0.4959316, 0.07945195, 1.15683809, 0.22816530, 1.11937919, 0.25907640, 0.93537168,0.28696944,0.60153497,  0.07945195,  0.15693995,  0.25837981,  0.27386789,  0.29158775,  0.32309638,  0.34321842,  0.35935234,  0.38183060,  0.40067838,  0.41899548,  0.42973133,  0.43782171,  0.45727388,  0.46814433,  0.48602147,  0.51342917,  0.52290675,  0.53121556,  0.53908081,  0.54923677,  0.55978340,  0.57905767,  0.59523412,  0.63110851,  0.65667478,  0.65978949,  0.67822520,  0.70665039,  0.74566912,  0.79652731,  0.82889726,  0.84861410,  0.90559276,  0.93374915,  0.99369370,  1.05156420,  1.09237733,  1.14971891,  1.27823608,  2.43914630
shake_intensity,3,2020-04-07 04:30:00,0.6239934,0.4653324, 0.07769236, 1.20162271, 0.24997715, 1.12903216, 0.26849164, 0.92526097,0.26849164,0.56645769,  0.07769236,  0.16350902,  0.26974778,  0.29251471,  0.32253388,  0.33803986,  0.34987260,  0.36044112,  0.38390666,  0.39879590,  0.40943253,  0.43306765,  0.43912887,  0.46040893,  0.47022694,  0.48026407,  0.49147248,  0.51526369,  0.52819271,  0.53870184,  0.54863770,  0.55934017,  0.57334062,  0.60635182,  0.64147414,  0.66482623,  0.68216408,  0.70838463,  0.73700409,  0.76334581,  0.79238673,  0.81048194,  0.85703696,  0.89846111,  0.92603654,  0.97046769,  1.01700986,  1.07543953,  1.19847243,  1.29087756,  2.11039363
shake_intensity,3,2020-04-07 04:35:00,0.6243031,0.4725555, 0.09057617, 1.20670098, 0.22615326, 1.06493876, 0.27933997, 0.91788590,0.32418695,0.64021088,  0.09057617,  0.19165706,  0.27718897,  0.28612057,  0.32229977,  0.33041535,  0.34814922,  0.36543533,  0.38627434,  0.41619183,  0.42198653,  0.43411165,  0.44159060,  0.45276669,  0.46894098,  0.48039412,  0.50665936,  0.51850603,  0.53289147,  0.55457301,  0.57148924,  0.58888362,  0.61385061,  0.62665780,  0.63552243,  0.65458139,  0.67389628,  0.68483035,  0.71529256,  0.75896235,  0.79237991,  0.83113947,  0.87117182,  0.89329756,  0.91509232,  0.93874323,  0.99605960,  1.05816097,  1.15843648,  1.32626890,  1.67380394
shake_intensity,3,2020-04-07 04:40:00,0.6183385,0.5460180, 0.13279906, 1.09954472, 0.27248116, 1.06541472, 0.19901159, 0.84336162,0.43954552,0.73270719,  0.09491714,  0.20253572,  0.27130004,  0.29141448,  0.31025898,  0.33571676,  0.35221310,  0.36290073,  0.39061061,  0.42479659,  0.44635983,  0.45627509,  0.47244135,  0.48424798,  0.49947465,  0.51284677,  0.52137228,  0.53018576,  0.54246627,  0.56520098,  0.57892930,  0.59445508,  0.60632337,  0.62371857,  0.63886542,  0.64843225,  0.65920791,  0.67708858,  0.69507375,  0.72860350,  0.75825079,  0.76704275,  0.80166393,  0.84828757,  0.92472343,  0.94805599,  0.96553451,  1.02023871,  1.05964506,  1.31640967,  1.75835137
shake_intensity,3,2020-04-07 04:45:00,0.6199716,0.5653489, 0.23093585, 1.24062522, 0.17866643, 0.96717374, 0.29585275, 0.87612697,0.42357569,0.70586518,  0.10434536,  0.23010610,  0.27740959,  0.30936359,  0.31848878,  0.34554733,  0.36627677,  0.38862746,  0.41067496,  0.42635694,  0.44402295,  0.46795483,  0.48177238,  0.49398571,  0.50658057,  0.52378099,  0.53355534,  0.54800142,  0.56216279,  0.57043182,  0.58263736,  0.60660170,  0.61787953,  0.62927045,  0.64764973,  0.66072775,  0.67367764,  0.68911225,  0.69741711,  0.72243130,  0.74487673,  0.78040598,  0.81584797,  0.84114311,  0.86621737,  0.88814919,  0.92765105,  1.01860251,  1.10485490,  1.22468087,  1.65129772
shake_intensity,3,2020-04-07 04:50:00,0.6153233,0.5541324, 0.11962966, 1.15484281, 0.24282600, 0.96089999, 0.30760239, 0.88959260,0.44142953,0.72516015,  0.11962966,  0.22590369,  0.26982006,  0.29437911,  0.31642496,  0.32874367,  0.35568414,  0.37740676,  0.42311627,  0.44426706,  0.45977964,  0.47265460,  0.49006114,  0.50057122,  0.50722662,  0.51810622,  0.53630570,  0.54793207,  0.55685427,  0.56376307,  0.58019415,  0.59239784,  0.60608163,  0.61460813,  0.62873847,  0.63895223,  0.65383643,  0.67671835,  0.70844101,  0.73975008,  0.75511159,  0.79152055,  0.81288589,  0.83549812,  0.86501288,  0.88427282,  0.91596936,  0.94920450,  1.11620265,  1.29786557,  1.42306225
shake_intensity,3,2020-04-07 04:55:00,0.6132478,0.5297910, 0.16480431, 1.11217777, 0.18307823, 0.96027633, 0.23761862, 0.82018738,0.41548352,0.69136625,  0.16480431,  0.20626981,  0.25295299,  0.29618770,  0.30554839,  0.33705173,  0.36234657,  0.39534530,  0.41472469,  0.43150263,  0.44629079,  0.45720104,  0.48689088,  0.49640134,  0.51356596,  0.51894811,  0.52305292,  0.52911906,  0.54434306,  0.55116551,  0.56001446,  0.57326442,  0.58114110,  0.60759970,  0.62941162,  0.66102954,  0.67347624,  0.68359557,  0.69009354,  0.72455054,  0.75095704,  0.76967383,  0.78456998,  0.81205659,  0.84616045,  0.88998118,  0.94504405,  0.99731305,  1.09098249,  1.32165419,  1.54672331
shake_intensity,3,2020-04-07 05:00:00,0.6122732,0.5243891, 0.16967633, 1.17414800, 0.25085899, 1.07109844, 0.25986983, 0.82250523,0.36719735,0.65803204,  0.15876240,  0.20846744,  0.26392594,  0.28431076,  0.30831302,  0.35224228,  0.36751184,  0.37519659,  0.39248576,  0.41734317,  0.43175245,  0.45449428,  0.46042690,  0.47904278,  0.48800358,  0.50348536,  0.52076295,  0.52632435,  0.54070006,  0.55192871,  0.57053217,  0.59251417,  0.60135866,  0.60972450,  0.63465779,  0.65058040,  0.66350920,  0.67864084,  0.70362086,  0.71977373,  0.73291177,  0.74793649,  0.76548076,  0.80276729,  0.85232009,  0.89620401,  0.96192539,  1.05893521,  1.13217683,  1.23342319,  1.70864769
shake_intensity,3,2020-04-07 05:05:00,0.6013258,0.5240458, 0.18953861, 1.13141747, 0.24607741, 1.01235598, 0.23668857, 0.78028553,0.44292446,0.69959079,  0.17765246,  0.23614368,  0.27244056,  0.28982653,  0.32014655,  0.34174087,  0.37177012,  0.38561013,  0.40546900,  0.41974637,  0.44269199,  0.45028469,  0.46133423,  0.47109803,  0.47840610,  0.48625755,  0.51182876,  0.52942882,  0.55150980,  0.55776976,  0.56277500,  0.57309516,  0.58514934,  0.60184381,  0.61845452,  0.64215352,  0.65416695,  0.66357003,  0.68166075,  0.68814069,  0.69896744,  0.72573059,  0.76178811,  0.77879397,  0.81869422,  0.85672579,  0.92879114,  0.99053912,  1.09838315,  1.20920168,  1.59345238
shake_intensity,3,2020-04-07 05:10:00,0.6037044,0.4755620, 0.25543186, 1.23956600, 0.20483525, 0.97168080, 0.29897302, 0.78910300,0.40890291,0.66847892,  0.13622853,  0.25481157,  0.30368392,  0.32266450,  0.34059362,  0.35785024,  0.37673084,  0.39507713,  0.41040425,  0.41300139,  0.42710379,  0.44181044,  0.45690645,  0.46742120,  0.47587512,  0.48654318,  0.49206665,  0.51305175,  0.51909535,  0.52773674,  0.53971182,  0.54813240,  0.58138392,  0.60229959,  0.62223642,  0.63327147,  0.64392252,  0.66364856,  0.67199025,  0.68708731,  0.70077200,  0.71778804,  0.74152667,  0.77993705,  0.79329749,  0.88356438,  0.93613129,  1.01538446,  1.17353794,  1.23895336,  1.89039533
shake_intensity,3,2020-04-07 05:15:00,0.5955425,0.4839746, 0.23623960, 1.13534472, 0.24835923, 0.99727232, 0.21092068, 0.73307065,0.34677055,0.56922443,  0.17201613,  0.25027311,  0.31317809,  0.33113034,  0.35245354,  0.36208423,  0.37613806,  0.38620895,  0.40998519,  0.42029259,  0.42893820,  0.43751046,  0.45062617,  0.46045081,  0.47426795,  0.48170476,  0.48758898,  0.50134124,  0.51983695,  0.52703855,  0.53968569,  0.55321913,  0.56121859,  0.56737287,  0.58178733,  0.60085789,  0.61849333,  0.63012592,  0.64637937,  0.66085814,  0.68354250,  0.70727395,  0.72464403,  0.79277248,  0.83870278,  0.91033010,  0.93873736,  0.99922532,  1.08780593,  1.22522794,  1.90399953
shake_intensity,3,2020-04-07 05:20:00,0.6012102,0.4708521, 0.22106711, 1.15857207, 0.23892671, 0.96226381, 0.23892671, 0.79392679,0.37341513,0.61630668,  0.22106711,  0.25589648,  0.28814332,  0.31046549,  0.33790819,  0.36517916,  0.37765550,  0.38404968,  0.39490621,  0.40559170,  0.42307341,  0.43837047,  0.44764848,  0.45142037,  0.46134673,  0.47419113,  0.49580240,  0.51016051,  0.52473298,  0.53056537,  0.53809516,  0.55067265,  0.56239721,  0.58377130,  0.59793165,  0.60832551,  0.62318379,  0.65512161,  0.66261397,  0.68617737,  0.69917770,  0.72991199,  0.77142309,  0.81196882,  0.84090207,  0.92136904,  0.94703793,  1.03303679,  1.12379692,  1.26946702,  2.00182870
shake_intensity,3,2020-04-07 05:25:00,0.5917637,0.4485242, 0.25675387, 1.24810551, 0.22483921, 0.94918403, 0.26681722, 0.76810325,0.34077442,0.59045526,  0.19605066,  0.26656563,  0.30192400,  0.32239713,  0.33862800,  0.34310161,  0.35636726,  0.37033586,  0.38550250,  0.39187516,  0.40363482,  0.41971871,  0.43853304,  0.44578483,  0.45436862,  0.46748941,  0.48310300,  0.49146433,  0.49850715,  0.50591007,  0.52856768,  0.54568835,  0.55389095,  0.57303473,  0.59031121,  0.61540109,  0.62113536,  0.64524707,  0.66022154,  0.68125157,  0.70110042,  0.71587550,  0.72754083,  0.76416609,  0.82824193,  0.85500006,  0.92430891,  1.03446600,  1.17064976,  1.25113469,  1.74219779
shake_intensity,3,2020-04-07 05:30:00,0.5878972,0.4286350, 0.22327701, 1.14590955, 0.22327701, 0.95388729, 0.29653755, 0.83512242,0.33754827,0.55971639,  0.22327701,  0.26502007,  0.29649386,  0.32082295,  0.33843484,  0.35604471,  0.36950449,  0.37789673,  0.38242808,  0.38921790,  0.39589390,  0.40288217,  0.41838594,  0.43484931,  0.44010843,  0.44850388,  0.45897107,  0.46747129,  0.47361897,  0.48461912,  0.49818555,  0.51082931,  0.53814064,  0.55050100,  0.56062885,  0.58155479,  0.60650055,  0.62155010,  0.64085651,  0.66013377,  0.68445121,  0.70768698,  0.77613240,  0.80021836,  0.83475904,  0.86776280,  0.95253850,  1.00793853,  1.12361861,  1.46200175,  1.71217880
shake_intensity,3,2020-04-07 05:35:00,0.5763985,0.4201583, 0.23779792, 1.14386906, 0.25574101, 0.92053884, 0.25574101, 0.76129658,0.33482220,0.55021249,  0.18424837,  0.26685950,  0.30753377,  0.32769872,  0.33898364,  0.34134533,  0.34953276,  0.35346219,  0.36831829,  0.37084316,  0.38044618,  0.39191236,  0.41805744,  0.42606143,  0.43589581,  0.44546450,  0.46001880,  0.47377635,  0.48364552,  0.49671261,  0.50181880,  0.51723986,  0.52720511,  0.54887743,  0.55844033,  0.57135087,  0.58334035,  0.59597047,  0.62519312,  0.63971195,  0.67775315,  0.69687497,  0.74564335,  0.79545777,  0.83286825,  0.86080560,  0.88591613,  0.95948247,  1.10313064,  1.36814409,  1.82207616
shake_intensity,3,2020-04-07 05:40:00,0.5620460,0.4567857, 0.17798761, 1.06911793, 0.22949109, 0.94400961, 0.23907507, 0.76012676,0.29162036,0.53744647,  0.17798761,  0.25864529,  0.27260558,  0.29172825,  0.29940481,  0.31034589,  0.32396005,  0.33362349,  0.34809845,  0.36592147,  0.37669381,  0.38879773,  0.40344320,  0.42088312,  0.43722441,  0.44816150,  0.45463195,  0.46605745,  0.47272194,  0.48526388,  0.50229895,  0.51493087,  0.52650317,  0.53942581,  0.56215644,  0.56652086,  0.59050379,  0.60235822,  0.60994527,  0.63012735,  0.64654645,  0.68422681,  0.71468746,  0.80717457,  0.83411464,  0.87706119,  0.93540454,  1.00191710,  1.05970942,  1.22571179,  1.55197193
shake_intensity,3,2020-04-07 05:45:00,0.5591920,0.4168197, 0.19554158, 1.09481336, 0.23899044, 0.98612218, 0.23662488, 0.78328088,0.31207042,0.56776911,  0.16733950,  0.23629220,  0.26440386,  0.27519672,  0.28663726,  0.30920608,  0.31811030,  0.33317197,  0.34130394,  0.34844239,  0.36351770,  0.37746927,  0.40028888,  0.41384456,  0.42756540,  0.43660065,  0.44240065,  0.45532011,  0.46796946,  0.49039792,  0.51326005,  0.51837481,  0.53825877,  0.54952647,  0.55978970,  0.56517982,  0.57628306,  0.60178750,  0.61506102,  0.62480295,  0.65455724,  0.71402561,  0.74951738,  0.78162646,  0.83242575,  0.87149811,  0.92656102,  0.97383254,  1.05315509,  1.18268452,  1.69864908
shake_intensity,3,2020-04-07 05:50:00,0.5569989,0.4025384, 0.19290103, 1.06614524, 0.22877711, 0.95881559, 0.19290103, 0.75976245,0.31587414,0.56632613,  0.16903250,  0.22824874,  0.23958296,  0.26361908,  0.29846031,  0.31865600,  0.32777389,  0.33879232,  0.34481799,  0.35649904,  0.36846681,  0.38118843,  0.38979055,  0.39927379,  0.41444785,  0.42234943,  0.45237539,  0.45898689,  0.46895309,  0.47818249,  0.50251731,  0.51149611,  0.52920360,  0.53745329,  0.55806702,  0.56977775,  0.58253719,  0.60148742,  0.63142179,  0.64412095,  0.67345634,  0.71398140,  0.75412672,  0.79963145,  0.83052310,  0.86536328,  0.93005690,  0.94148319,  1.02121988,  1.23266112,  1.63832082
shake_intensity,3,2020-04-07 05:55:00,0.5610089,0.4202509, 0.16111087, 1.05238540, 0.18756813, 0.95556573, 0.23307097, 0.83481988,0.33153125,0.60229078,  0.16111087,  0.19494289,  0.23274950,  0.25903998,  0.29610905,  0.31444629,  0.33281335,  0.34495717,  0.36235791,  0.37746370,  0.38773157,  0.39858720,  0.40713432,  0.41654776,  0.42323439,  0.43258788,  0.44028443,  0.44969298,  0.45813266,  0.47614530,  0.50284611,  0.51923407,  0.52953299,  0.54621170,  0.56744595,  0.59546536,  0.60420861,  0.63074027,  0.64602457,  0.67094785,  0.69302200,  0.73950346,  0.76790925,  0.79697829,  0.83465907,  0.88845262,  0.93531495,  0.95725310,  1.04696449,  1.15456492,  1.60757360
shake_intensity,3,2020-04-07 06:00:00,0.5671227,0.4247396, 0.18334123, 1.08295485, 0.21079027, 0.98513006, 0.21079027, 0.77942075,0.29252648,0.57454812,  0.14970591,  0.21459988,  0.24374896,  0.26881055,  0.29646201,  0.31565035,  0.32709499,  0.34002087,  0.35968269,  0.37051753,  0.38322984,  0.39574831,  0.40847575,  0.42092398,  0.43241316,  0.43886369,  0.45180830,  0.47263551,  0.48074647,  0.49698747,  0.51018736,  0.52122337,  0.54475761,  0.56220646,  0.58289974,  0.59814456,  0.62643116,  0.65520302,  0.66660167,  0.69119500,  0.69996479,  0.71905871,  0.74059350,  0.78342891,  0.81816343,  0.87103476,  0.92903580,  0.98561538,  1.05787118,  1.14231566,  1.77929456
shake_intensity,3,2020-04-07 06:05:00,0.5811826,0.4038965, 0.14987683, 1.06208254, 0.18225950, 0.97748561, 0.20723105, 0.82871456,0.26258884,0.56073685,  0.14987683,  0.20669623,  0.23197961,  0.27370588,  0.29028136,  0.30901886,  0.32832628,  0.34142965,  0.34693586,  0.35107835,  0.35643956,  0.37280706,  0.38580138,  0.41114585,  0.43202612,  0.45566804,  0.47003528,  0.48449168,  0.49497849,  0.50555677,  0.52831073,  0.54055709,  0.54822527,  0.57613296,  0.58927979,  0.61984796,  0.66193630,  0.68702720,  0.70035864,  0.71262269,  0.73089539,  0.76668530,  0.80074857,  0.82863053,  0.86281452,  0.94043349,  0.95616993,  1.00970857,  1.05976804,  1.19977610,  1.67592793
shake_intensity,3,2020-04-07 06:10:00,0.5785794,0.4022892, 0.12274059, 1.05428267, 0.13693146, 0.92430059, 0.28894693, 0.90145115,0.29006386,0.59612624,  0.12274059,  0.19947218,  0.21545921,  0.27684886,  0.29247332,  0.29689382,  0.31421361,  0.33958149,  0.35304251,  0.36369622,  0.37569467,  0.39345263,  0.40330206,  0.41336409,  0.42748880,  0.43807105,  0.45435076,  0.47220147,  0.48738231,  0.51539387,  0.53971530,  0.55323904,  0.57709704,  0.59171456,  0.60361165,  0.63876417,  0.65378385,  0.67292884,  0.68715380,  0.70250601,  0.72716180,  0.77726755,  0.81040288,  0.83692197,  0.85615014,  0.88398559,  0.90950923,  0.98446824,  1.02434870,  1.20519496,  1.65850665
shake_intensity,3,2020-04-07 06:15:00,0.5908308,0.4400732, 0.17282594, 1.16449493, 0.15259582, 0.94367209, 0.23857334, 0.87960949,0.26169533,0.59831535,  0.14096682,  0.18473440,  0.22388108,  0.25548464,  0.27125232,  0.29913603,  0.31428146,  0.33472901,  0.34956982,  0.36163921,  0.38149870,  0.39600879,  0.40733913,  0.41801757,  0.44300756,  0.45137766,  0.48498067,  0.50075914,  0.51383254,  0.52797263,  0.53961664,  0.54601001,  0.57046594,  0.59354716,  0.62185045,  0.65104696,  0.68294818,  0.70376754,  0.73402680,  0.74580596,  0.77936914,  0.80560938,  0.82861265,  0.85698954,  0.86658153,  0.90387390,  0.92961060,  0.99774726,  1.08659730,  1.23369724,  1.78481313
shake_intensity,3,2020-04-07 06:20:00,0.5979666,0.4080419, 0.14259403, 1.14527724, 0.17204447, 1.01527442, 0.23447150, 0.88247243,0.35584852,0.69446778,  0.10960030,  0.17848598,  0.23427550,  0.25834381,  0.28933134,  0.30387795,  0.32086074,  0.34221892,  0.34886009,  0.36022502,  0.38364086,  0.38791341,  0.41101308,  0.42357247,  0.44236741,  0.45811183,  0.47100804,  0.48081627,  0.51321300,  0.54349107,  0.55698053,  0.57286361,  0.59411599,  0.61131208,  0.63766647,  0.65315104,  0.66615556,  0.68209515,  0.68883220,  0.70250019,  0.75399579,  0.79480624,  0.81956246,  0.85059683,  0.88077597,  0.93660859,  0.97272980,  1.06044997,  1.11780427,  1.26732167,  1.91838825
shake_intensity,3,2020-04-07 06:25:00,0.6109215,0.4207527, 0.13549730, 1.15349897, 0.13549730, 1.03862505, 0.21527455, 0.90230300,0.31123817,0.65353374,  0.13549730,  0.16930091,  0.22587888,  0.25014613,  0.27866179,  0.31026795,  0.32133596,  0.35018054,  0.35933118,  0.37167792,  0.37939680,  0.39669229,  0.41349268,  0.42288475,  0.43269873,  0.44560789,  0.46744380,  0.49826170,  0.51592334,  0.53373244,  0.54791200,  0.56486573,  0.58860318,  0.62031751,  0.63593818,  0.64988596,  0.69262016,  0.71389260,  0.74676561,  0.77990395,  0.79426576,  0.81212778,  0.84465820,  0.87893249,  0.92077896,  0.97130625,  1.02685683,  1.09390261,  1.13821127,  1.19546975,  2.19315576
shake_intensity,3,2020-04-07 06:30:00,0.6109994,0.4453551, 0.12319140, 1.06926881, 0.19555800, 1.00022634, 0.26049013, 0.93701541,0.26049013,0.62350901,  0.12319140,  0.19176865,  0.21622376,  0.24054058,  0.28490093,  0.30198684,  0.31276863,  0.33926894,  0.35355263,  0.37261377,  0.38947749,  0.39768492,  0.42198839,  0.44186232,  0.45370319,  0.46749189,  0.48436214,  0.51538130,  0.54546875,  0.55399990,  0.57433296,  0.59237972,  0.60292978,  0.62021958,  0.64495934,  0.68002896,  0.69280272,  0.72543673,  0.74518978,  0.77923352,  0.79338603,  0.81533720,  0.85746719,  0.89140764,  0.90283925,  0.91919033,  0.96974166,  0.99302737,  1.05979480,  1.23022649,  2.07174992
shake_intensity,3,2020-04-07 06:35:00,0.6112112,0.5358656, 0.15957567, 1.05837294, 0.21184466, 1.00816926, 0.21184466, 0.88832726,0.34335288,0.69318189,  0.15957567,  0.21134542,  0.22034756,  0.24545258,  0.27568202,  0.30286451,  0.32125775,  0.34229396,  0.35649787,  0.36773955,  0.37777446,  0.39434990,  0.41912702,  0.43787657,  0.45898610,  0.48574213,  0.49628636,  0.52345763,  0.55225696,  0.56233331,  0.57664146,  0.58947099,  0.60734788,  0.62706947,  0.63905593,  0.65902539,  0.67597722,  0.69100834,  0.74092613,  0.78171763,  0.79973341,  0.83985554,  0.86255888,  0.88321153,  0.90893879,  0.92400514,  0.96273770,  1.00336080,  1.04651833,  1.27231407,  2.06813666
shake_intensity,3,2020-04-07 06:40:00,0.6263226,0.4438180, 0.21225204, 1.14221261, 0.23343514, 1.07886096, 0.21225204, 0.89173060,0.28734065,0.65954629,  0.16968395,  0.22038333,  0.23778289,  0.25571739,  0.28512422,  0.30440148,  0.31940814,  0.34268022,  0.37416441,  0.38391019,  0.40027651,  0.41333953,  0.43562081,  0.44402353,  0.46770847,  0.48956433,  0.50419047,  0.52209664,  0.52964836,  0.55926645,  0.58758561,  0.61622852,  0.62657246,  0.64965841,  0.65847961,  0.67950963,  0.71084472,  0.73746545,  0.75565327,  0.78510428,  0.81530388,  0.84194216,  0.86892851,  0.90263364,  0.96000072,  1.00798562,  1.04399053,  1.06539149,  1.10559847,  1.22281330,  1.84556536
shake_intensity,3,2020-04-07 06:45:00,0.6376482,0.5090419, 0.15878950, 1.15244729, 0.18205571, 1.02701992, 0.25950171, 0.97037768,0.26536676,0.66726001,  0.15878950,  0.19827055,  0.22237105,  0.25889148,  0.27713269,  0.30345545,  0.32396139,  0.34936242,  0.36749610,  0.39975446,  0.41599433,  0.42919478,  0.43911463,  0.45392241,  0.48610190,  0.50350608,  0.53355132,  0.54398207,  0.56101298,  0.58004104,  0.60601922,  0.62329345,  0.64442971,  0.66392633,  0.68343037,  0.70693238,  0.73678601,  0.75540891,  0.79593251,  0.82430841,  0.85755467,  0.87231759,  0.88598836,  0.92356919,  0.94001225,  0.96675801,  1.00985814,  1.05170358,  1.13834061,  1.29878798,  1.56841263
shake_intensity,3,2020-04-07 06:50:00,0.6369072,0.4733440, 0.15386024, 1.15862225, 0.18989898, 1.04339591, 0.23469739, 0.93784314,0.38040427,0.74346039,  0.15386024,  0.18959952,  0.21094028,  0.25609176,  0.29104783,  0.30678018,  0.34790225,  0.37840276,  0.38566623,  0.39623092,  0.42307626,  0.43746145,  0.45588108,  0.46985628,  0.48378885,  0.50001247,  0.51740322,  0.54078986,  0.55728405,  0.57914105,  0.60890838,  0.62841571,  0.66601456,  0.67739428,  0.68982640,  0.69944519,  0.71615000,  0.74146914,  0.78321476,  0.80691525,  0.84114711,  0.86335729,  0.88950165,  0.89992335,  0.92910450,  0.96028958,  1.00912558,  1.04148058,  1.12788923,  1.26688965,  1.58394473
shake_intensity,3,2020-04-07 06:55:00,0.6408318,0.4656936, 0.14048152, 1.14080258, 0.14048152, 1.04712972, 0.24609590, 0.96758139,0.35292256,0.74944380,  0.14048152,  0.17408913,  0.21630506,  0.25090978,  0.28278476,  0.31153187,  0.33287937,  0.36875219,  0.38504385,  0.40139392,  0.41814999,  0.44005091,  0.44954544,  0.46201341,  0.47836874,  0.50199567,  0.52002662,  0.55468738,  0.57167485,  0.59138357,  0.62053090,  0.63256793,  0.65555496,  0.67604041,  0.70106407,  0.72438698,  0.73979598,  0.76985190,  0.78662989,  0.80590719,  0.83885272,  0.85310502,  0.89419020,  0.91912279,  0.94675126,  0.97872527,  1.04422216,  1.08647240,  1.13512780,  1.28153380,  1.55595259
shake_intensity,3,2020-04-07 07:00:00,0.6369541,0.4433734, 0.15265402, 1.12344268, 0.23212790, 1.10306737, 0.23212790, 0.94342894,0.28080431,0.66191741,  0.11308767,  0.17544062,  0.22429002,  0.25288967,  0.30086340,  0.32281708,  0.34304201,  0.35875919,  0.36868491,  0.38393773,  0.39536291,  0.40999849,  0.42801823,  0.46797559,  0.48734070,  0.50277560,  0.52573356,  0.54623063,  0.55528332,  0.57541528,  0.60382188,  0.62501930,  0.63736211,  0.65564554,  0.68707886,  0.72333845,  0.75061446,  0.77254117,  0.79846019,  0.81675941,  0.83737445,  0.86745912,  0.88793481,  0.90859292,  0.93496259,  0.96668198,  1.01865727,  1.04761411,  1.09700153,  1.16481134,  2.10433124
shake_intensity,3,2020-04-07 07:05:00,0.6372575,0.4676442, 0.14008546, 1.15407326, 0.19579698, 1.10588997, 0.14008546, 0.90205008,0.31853264,0.70202639,  0.12458303,  0.15976196,  0.20198815,  0.24732623,  0.27828028,  0.29922739,  0.33082693,  0.34534434,  0.38201420,  0.40357070,  0.41849790,  0.42821879,  0.43274738,  0.44502598,  0.46835141,  0.48777724,  0.51141235,  0.53817355,  0.57294670,  0.57656909,  0.59976217,  0.61523567,  0.64159956,  0.65979995,  0.67273390,  0.68366101,  0.71416102,  0.75735623,  0.79283957,  0.82505971,  0.84407060,  0.87279626,  0.89075458,  0.92318490,  0.98540605,  1.03296960,  1.04465161,  1.08346628,  1.13092273,  1.27531682,  1.68565133
shake_intensity,3,2020-04-07 07:10:00,0.6458683,0.4984193, 0.13187646, 1.22556581, 0.13187646, 1.05016089, 0.24148436, 0.99760476,0.24148436,0.62738500,  0.13187646,  0.15930571,  0.21075252,  0.24595247,  0.27974780,  0.30620138,  0.34314990,  0.36700947,  0.38449789,  0.39917145,  0.41623845,  0.43464299,  0.45403901,  0.47104821,  0.48147399,  0.49994875,  0.53098197,  0.53870616,  0.55874312,  0.57288538,  0.58765308,  0.59825775,  0.61850527,  0.63860408,  0.67396675,  0.72091571,  0.74444132,  0.77469349,  0.81142541,  0.82509025,  0.85147437,  0.88108561,  0.89588439,  0.94448361,  0.98419553,  1.00546613,  1.04274353,  1.14378951,  1.22521652,  1.29439341,  1.82428433
shake_intensity,3,2020-04-07 07:15:00,0.6568627,0.5024309, 0.12882288, 1.30293283, 0.12882288, 1.08657808, 0.26853105, 1.02037356,0.25979382,0.62435210,  0.12882288,  0.16589646,  0.21655723,  0.26877674,  0.28670923,  0.32810504,  0.34515261,  0.36125189,  0.40189956,  0.40911206,  0.41689485,  0.43330557,  0.45296275,  0.47762643,  0.48868828,  0.50600496,  0.53140008,  0.54340508,  0.55460874,  0.56139638,  0.57592018,  0.59203602,  0.61377890,  0.63855251,  0.66239118,  0.69747607,  0.74682997,  0.77469672,  0.79069386,  0.83547155,  0.85018312,  0.90721820,  0.92288248,  0.94949677,  0.99189293,  1.02066474,  1.08325075,  1.18550282,  1.29283379,  1.45504624,  1.79911480
shake_intensity,3,2020-04-07 07:20:00,0.6595786,0.5090726, 0.14506546, 1.26083503, 0.21117260, 1.15773746, 0.23943043, 0.97052157,0.30945219,0.67677844,  0.12736669,  0.21106888,  0.23960181,  0.28294682,  0.30895154,  0.32819519,  0.34864320,  0.37612002,  0.39092155,  0.41279845,  0.42732605,  0.45514481,  0.46518487,  0.47255842,  0.48402996,  0.51550011,  0.53630390,  0.54475742,  0.55413446,  0.57319960,  0.58704384,  0.60389622,  0.62426277,  0.65690643,  0.67620729,  0.69797290,  0.71769297,  0.75538467,  0.78552719,  0.82703524,  0.86143743,  0.87467645,  0.89774049,  0.95043841,  0.97407082,  1.04042183,  1.08488301,  1.15688379,  1.24806679,  1.47294928,  1.90207304
