cat,loc,time,mean,MAP,hdi95.lower,hdi95.upper,hdi90.lower,hdi90.upper,hdi80.lower,hdi80.upper,hdi50.lower,hdi50.upper,q.0%,q.2.5%,q.5%,q.7.5%,q.10%,q.12.5%,q.15%,q.17.5%,q.20%,q.22.5%,q.25%,q.27.5%,q.30%,q.32.5%,q.35%,q.37.5%,q.40%,q.42.5%,q.45%,q.47.5%,q.50%,q.52.5%,q.55%,q.57.5%,q.60%,q.62.5%,q.65%,q.67.5%,q.70%,q.72.5%,q.75%,q.77.5%,q.80%,q.82.5%,q.85%,q.87.5%,q.90%,q.92.5%,q.95%,q.97.5%,q.100%,time_end
buildings,2,2020-04-06 16:35:00,0.9892783,0.9686583,0.4622466,1.3992973,0.5974206,1.3556054,0.6817916,1.2480054,0.761623,1.053056,0.4477963,0.5316143,0.6084613,0.6334306,0.7206874,0.7306134,0.7652137,0.7731807,0.7988999,0.8148357,0.8351394,0.8522886,0.8770631,0.8885297,0.9020102,0.9160876,0.9232186,0.9412639,0.9600687,0.9722398,0.9861768,0.9942059,1.0055625,1.0143995,1.0270960,1.0476619,1.0647024,1.0828108,1.1119325,1.1231655,1.1438139,1.1631248,1.1795170,1.2051808,1.2240689,1.2325728,1.2912855,1.3151368,1.3739015,1.4893152,1.6579811,2020-04-06 16:35:00
buildings,2,2020-04-07 14:55:00,9.064784,9.109205, 5.288812,12.906158, 5.748888,12.171018, 6.446708,11.457946,7.218534,9.767901, 4.606270, 5.519198, 6.085532, 6.513107, 6.612644, 6.683044, 6.899891, 7.072463, 7.307496, 7.467873, 7.602466, 7.728327, 7.923475, 8.052860, 8.210863, 8.453765, 8.582502, 8.730681, 8.811705, 8.857899, 8.934437, 9.051572, 9.239946, 9.371431, 9.478167, 9.574145, 9.655892, 9.762063, 9.875391,10.125810,10.318201,10.428559,10.656174,10.875801,11.276647,11.543487,11.787406,12.113115,12.558674,13.285162,15.256260,2020-04-07 14:55:00
buildings,2,2020-04-06 23:00:00,4.740666,4.356388,2.191673,7.764404,2.437629,6.762627,3.052424,6.316080,3.659144,5.170335, 1.850604, 2.479474, 2.744024, 2.961331, 3.128925, 3.264187, 3.356823, 3.479752, 3.653565, 3.736534, 3.872543, 3.895421, 3.983694, 4.060967, 4.151133, 4.184969, 4.221040, 4.329720, 4.407548, 4.473832, 4.569467, 4.606532, 4.670988, 4.748491, 4.886575, 4.959843, 5.006613, 5.072888, 5.160545, 5.375290, 5.500187, 5.724611, 5.876511, 5.967403, 6.064970, 6.216820, 6.449212, 6.766760, 7.429971, 8.116183,10.073636,2020-04-06 23:00:00
buildings,2,2020-04-06 16:40:00,0.7292526,0.6604791,0.3230981,1.1843707,0.3292285,1.0482653,0.3654956,0.9468443,0.4837210,0.7725471,0.2742210,0.3338577,0.3648678,0.4012452,0.4435201,0.4894788,0.5086104,0.5185854,0.5370236,0.5446358,0.5618836,0.5798189,0.5893590,0.5979275,0.6170154,0.6407994,0.6538593,0.6624628,0.6733751,0.6931071,0.7086134,0.7128164,0.7231189,0.7369499,0.7534459,0.7771993,0.8102582,0.8209742,0.8291134,0.8440955,0.8657536,0.8797437,0.8973037,0.9300070,0.9465047,0.9789769,1.0365958,1.1011056,1.1531991,1.2579522,1.5940431,2020-04-06 16:40:00
buildings,2,2020-04-06 16:45:00,1.697278,1.682613,1.141859,2.336139,1.141859,2.158087,1.228584,2.053198,1.538289,1.977795,0.979812,1.149883,1.201206,1.234996,1.267719,1.299854,1.337276,1.380723,1.414491,1.426341,1.473190,1.486923,1.518579,1.552344,1.569486,1.588209,1.604738,1.635312,1.647663,1.660505,1.694915,1.712837,1.730853,1.745609,1.757287,1.791715,1.810023,1.831986,1.858091,1.899217,1.923247,1.948749,1.969531,1.995771,2.041759,2.069051,2.133558,2.179698,2.248518,2.367647,2.508323,2020-04-06 16:45:00
buildings,2,2020-04-06 23:10:00,2.438637,1.744435,0.9231322,4.2019187,0.9231322,3.8057082,1.371433,3.649149,1.405289,2.588383,0.812274,1.020437,1.103373,1.241976,1.389508,1.422284,1.455458,1.502805,1.557848,1.601677,1.658068,1.745024,1.769921,1.834359,1.953694,2.001343,2.049256,2.074416,2.186177,2.243515,2.351567,2.414592,2.480912,2.544956,2.575464,2.611145,2.702103,2.768255,2.846654,2.948617,3.098624,3.197724,3.260641,3.360656,3.424904,3.568913,3.662543,3.936089,4.093161,4.495058,5.887188,2020-04-06 23:10:00
buildings,2,2020-04-07 15:05:00,5.016174,4.654417,2.256198,7.592414,2.973968,7.439805,3.027745,6.414787,3.465879,5.127219, 2.256198, 2.687259, 3.049950, 3.285861, 3.448095, 3.503144, 3.594844, 3.685316, 3.797905, 3.832994, 3.927606, 4.119318, 4.189383, 4.313017, 4.377459, 4.465952, 4.532252, 4.587211, 4.658845, 4.723088, 4.800292, 4.907177, 4.960650, 5.003206, 5.123005, 5.170026, 5.293077, 5.419731, 5.552966, 5.751079, 5.775156, 5.994144, 6.164089, 6.331830, 6.444779, 6.749583, 7.007461, 7.286782, 7.549425, 8.297990,10.041856,2020-04-07 15:05:00
buildings,2,2020-04-09 15:05:00,1.195316,1.220264,0.9809485,1.4074035,1.018405,1.395370,1.044277,1.334329,1.140349,1.292587,0.9492335,0.9840253,1.0017106,1.0425651,1.0526241,1.0612911,1.0661292,1.0786171,1.0871397,1.0975776,1.1104945,1.1207621,1.1297144,1.1411815,1.1490369,1.1568353,1.1684499,1.1758601,1.1877346,1.1903528,1.2019778,1.2075549,1.2101948,1.2174939,1.2259831,1.2349704,1.2417188,1.2505176,1.2576820,1.2643817,1.2710961,1.2756992,1.2818015,1.2935709,1.3099197,1.3335268,1.3527700,1.3777714,1.3873730,1.4079590,1.4704819,2020-04-09 15:05:00
buildings,2,2020-04-08 08:40:00,1.124442,1.138685,0.8857571,1.3148629,0.9464365,1.3118256,0.9995029,1.3107251,1.026503,1.178214,0.8586081,0.9004527,0.9460388,0.9595426,0.9725890,0.9837246,0.9997643,1.0054058,1.0194611,1.0303406,1.0376616,1.0479299,1.0546924,1.0631915,1.0754546,1.0804143,1.0864734,1.0931687,1.1045872,1.1104558,1.1274724,1.1350391,1.1411822,1.1468154,1.1561008,1.1622230,1.1657858,1.1717207,1.1760718,1.1884023,1.2078981,1.2164333,1.2273785,1.2478282,1.2615922,1.2731269,1.2862219,1.2973029,1.3107801,1.3448244,1.4842924,2020-04-08 08:40:00
buildings,2,2020-04-06 16:50:00,1.368159,1.287815,0.9464015,1.8788954,0.9688152,1.7477795,1.056596,1.694359,1.063804,1.399769,0.8638056,0.9682548,1.0049036,1.0329451,1.0553977,1.0739142,1.0862259,1.1184617,1.1455733,1.1715217,1.1878840,1.1999461,1.2228706,1.2366156,1.2505367,1.2591178,1.2712951,1.2906626,1.3069188,1.3267558,1.3344693,1.3436962,1.3676502,1.3788678,1.3971176,1.4151258,1.4342313,1.4656613,1.4883906,1.5113347,1.5278918,1.5506259,1.5960380,1.6272004,1.6578632,1.6749486,1.6878885,1.7340902,1.8225837,1.8801547,2.4903533,2020-04-06 16:50:00
buildings,2,2020-04-06 23:15:00,3.350712,2.874042,1.486710,5.718599,1.588579,5.418434,1.668901,4.602869,1.751178,3.241163,0.869775,1.587546,1.749591,1.851561,1.913937,1.983054,2.055224,2.129513,2.260846,2.355414,2.412383,2.459492,2.556919,2.645657,2.687362,2.799946,2.886769,2.975009,3.038562,3.077371,3.126411,3.182853,3.235580,3.410049,3.473585,3.554356,3.655578,3.758692,3.834121,3.948281,4.057665,4.290448,4.407340,4.533861,4.689005,4.886751,5.238550,5.392333,5.677791,5.873326,8.466762,2020-04-06 23:15:00
buildings,2,2020-04-06 16:55:00,1.152834,1.158038,0.5907433,1.6645334,0.7387013,1.6477920,0.8021466,1.5365869,0.862452,1.270853,0.5302168,0.6001736,0.7021049,0.7705506,0.7877761,0.8197308,0.8517475,0.8700457,0.8782208,0.8938291,0.9412145,0.9716849,0.9892944,1.0026885,1.0286220,1.0537131,1.0704712,1.0947316,1.1171825,1.1297166,1.1574127,1.1693369,1.1854626,1.2061188,1.2221595,1.2551375,1.2674385,1.2820545,1.3165093,1.3342689,1.3622519,1.3874705,1.4097989,1.4204261,1.4499267,1.4868960,1.5324231,1.5643078,1.6227271,1.6662394,1.8681970,2020-04-06 16:55:00
buildings,2,2020-04-08 19:30:00,3.3872,3.002471,1.912271,5.535291,1.912271,4.712442,2.033213,4.171775,2.437624,3.641046,1.035908,1.920660,2.081677,2.158684,2.288679,2.383474,2.480547,2.556591,2.619622,2.654020,2.708040,2.783352,2.836815,2.940277,2.961510,2.992215,3.020404,3.069226,3.123033,3.179654,3.208228,3.262796,3.329189,3.402918,3.508666,3.582055,3.738751,3.777621,3.835315,3.908501,3.960965,4.038547,4.113765,4.152072,4.279367,4.413799,4.559768,4.728570,5.072800,5.677919,6.935652,2020-04-08 19:30:00
buildings,2,2020-04-07 15:10:00,3.237734,2.672061,1.424220,5.632301,1.496964,5.068693,1.466184,4.107302,2.233687,3.467994,0.8613568,1.4961940,1.7154599,1.8629278,2.0298816,2.1395531,2.2500751,2.3192358,2.3616039,2.4141723,2.4617886,2.5182412,2.5779775,2.5887264,2.6848175,2.7312108,2.7855056,2.8558962,2.9269502,3.0045388,3.0614155,3.1059238,3.1754866,3.2168061,3.3254349,3.4479977,3.5143363,3.6164864,3.6892216,3.7399820,3.7818192,3.8612628,3.9502345,4.1149206,4.3987295,4.6136011,4.7907257,5.0595158,5.4193037,5.7952351,7.5401702,2020-04-07 15:10:00
buildings,2,2020-04-06 23:45:00,3.775029,3.151884,0.8010155,7.1177461,1.444470,6.771249,1.603369,5.314877,2.060373,4.033165,0.5651504,1.2394936,1.5403233,1.7645050,1.8674283,2.0579536,2.1315199,2.2468803,2.3969569,2.4164092,2.5294157,2.6092684,2.7083320,2.8419512,2.9741440,3.0537214,3.1372876,3.1928597,3.4069095,3.4967547,3.5695930,3.6365571,3.6931742,3.7949008,3.9244708,4.0222416,4.2013068,4.2871055,4.4422869,4.5524209,4.8214397,4.9379706,5.0521303,5.1499267,5.2788986,5.5651782,6.0379848,6.5971026,6.9264882,7.9667561,9.4630147,2020-04-06 23:45:00
buildings,2,2020-04-06 17:00:00,1.681256,1.554333,1.083175,2.268148,1.209727,2.167876,1.312606,2.032150,1.417872,1.832738,1.004498,1.129369,1.222988,1.255050,1.311872,1.344318,1.361071,1.379439,1.407778,1.427434,1.447623,1.477279,1.500022,1.509102,1.539883,1.552341,1.574340,1.593507,1.622275,1.641981,1.663069,1.692469,1.712047,1.741349,1.755110,1.775327,1.805371,1.817529,1.830915,1.867782,1.884449,1.901881,1.926655,1.957215,1.982850,2.013754,2.029732,2.089641,2.168980,2.482005,2.688841,2020-04-06 17:00:00
buildings,2,2020-04-06 17:05:00,1.835934,1.624101,0.876378,2.769858,1.136395,2.654277,1.248280,2.428196,1.302221,1.915568,0.8535736,1.0144375,1.1399392,1.2082497,1.2811136,1.3098721,1.3367403,1.3553479,1.4123914,1.4370610,1.4695635,1.5060833,1.5328641,1.5619698,1.5922963,1.6281828,1.6590719,1.6764357,1.7040994,1.7364247,1.7897902,1.8104912,1.8386256,1.8626693,1.9069943,1.9517069,2.0026235,2.0304451,2.0620481,2.0975228,2.1376420,2.1799225,2.2129631,2.2927287,2.3289244,2.3902849,2.4688077,2.5821624,2.6598834,3.0298801,3.7905758,2020-04-06 17:05:00
buildings,2,2020-04-08 08:45:00,1.141559,1.13023,0.9474004,1.3311072,0.9755416,1.3002213,1.030327,1.281175,1.044240,1.172244,0.8743096,0.9494838,0.9848033,1.0058877,1.0275514,1.0323776,1.0394712,1.0505876,1.0569691,1.0644769,1.0671579,1.0774630,1.0862641,1.0967105,1.1008214,1.1039239,1.1109381,1.1169654,1.1216871,1.1300645,1.1395169,1.1459958,1.1510380,1.1546779,1.1587500,1.1616343,1.1684378,1.1789887,1.1922417,1.1986623,1.2077994,1.2222508,1.2287353,1.2424992,1.2505388,1.2668763,1.2794705,1.2940068,1.3116061,1.3312312,1.4258631,2020-04-08 08:45:00
buildings,2,2020-04-06 23:50:00,7.591704,6.574925, 3.653736,13.196032, 3.653736,11.546602,3.566578,9.481717,5.078448,8.070229, 2.790812, 3.710436, 4.056593, 4.482507, 4.736685, 5.034920, 5.115743, 5.347367, 5.416578, 5.599440, 5.780121, 5.989568, 6.100061, 6.213177, 6.347534, 6.460542, 6.667505, 6.811820, 6.945055, 7.158963, 7.264433, 7.429427, 7.589048, 7.807400, 7.940355, 8.069137, 8.122948, 8.350800, 8.595296, 8.780214, 8.987614, 9.127738, 9.283219, 9.732107,10.174742,10.667218,11.127315,11.612805,12.171253,13.466450,16.070517,2020-04-06 23:50:00
buildings,2,2020-04-10 06:20:00,6.088603,5.811166,4.032212,7.955091,4.331495,7.767849,4.853343,7.755550,5.248423,6.861144,3.802311,4.155082,4.334956,4.471225,4.586084,4.695871,4.865284,4.980384,5.088749,5.156499,5.270693,5.404339,5.457262,5.522071,5.590974,5.692520,5.764872,5.846774,5.877318,5.965108,6.041936,6.105985,6.178438,6.332163,6.417093,6.475255,6.582191,6.654817,6.739852,6.810991,6.870195,7.027727,7.101149,7.222612,7.330055,7.451594,7.606063,7.662307,7.770015,8.058682,9.216815,2020-04-10 06:20:00
buildings,2,2020-04-07 15:15:00,6.463044,6.346052,3.723707,9.939582,3.865649,9.249938,3.865649,8.154607,4.937597,6.960306, 2.783639, 3.770134, 4.028376, 4.297888, 4.513173, 4.650054, 4.729691, 4.832709, 4.975725, 5.083238, 5.201427, 5.386188, 5.448000, 5.551234, 5.694859, 5.879521, 5.934343, 6.059121, 6.161036, 6.234513, 6.333200, 6.420583, 6.475964, 6.562347, 6.629938, 6.710934, 6.770365, 6.879320, 7.016845, 7.221370, 7.388971, 7.763436, 7.918546, 8.081920, 8.389257, 8.645896, 9.102361, 9.171867, 9.559043, 9.940795,12.649241,2020-04-07 15:15:00
buildings,2,2020-04-06 17:10:00,1.59813,1.488671,0.8401107,2.4697979,0.8864155,2.2973463,1.043560,2.081102,1.283717,1.782006,0.7671922,0.8863405,0.9566462,1.0428284,1.0858266,1.1331076,1.1534398,1.1806597,1.2455089,1.3053463,1.3208866,1.3471664,1.3591929,1.3801256,1.4042655,1.4224620,1.4514535,1.4902569,1.5133407,1.5238782,1.5384695,1.5621196,1.5943455,1.6226090,1.6357851,1.6883107,1.7018409,1.7201795,1.7539366,1.8032275,1.8655115,1.9049698,1.9421277,1.9752725,2.0302865,2.0729234,2.2331931,2.2959269,2.4317060,2.5673765,2.7095259,2020-04-06 17:10:00
buildings,2,2020-04-06 23:55:00,8.938382,7.769034, 4.970694,14.690887, 4.515872,12.811459, 4.970694,11.428067,6.757994,9.999964, 3.776967, 4.965685, 5.419826, 5.735690, 5.953931, 6.157201, 6.346131, 6.554936, 6.738763, 6.884047, 7.077453, 7.230728, 7.427040, 7.474788, 7.625818, 7.812191, 7.911626, 8.022942, 8.177589, 8.265731, 8.392808, 8.662431, 8.774268, 9.023666, 9.279249, 9.463377, 9.781858, 9.913580, 9.979839,10.217598,10.475870,10.608813,10.822614,11.386351,11.927237,12.394308,12.689313,13.220251,14.118018,14.606369,15.856567,2020-04-06 23:55:00
buildings,2,2020-04-07,4.408988,4.305733,1.819491,7.367411,1.819491,6.598245,2.26018,5.89884,2.953664,4.905433,1.525116,2.008990,2.269067,2.411883,2.586285,2.702857,2.858753,2.967259,3.074925,3.155722,3.197836,3.344091,3.478804,3.613322,3.737403,3.825944,3.876931,3.972002,4.067645,4.241369,4.311883,4.385462,4.477181,4.516009,4.584883,4.807771,4.842168,4.925258,5.070475,5.126420,5.248421,5.373057,5.543416,5.769398,6.008766,6.190701,6.398704,6.788533,7.210210,7.693472,9.534597,2020-04-07
buildings,2,2020-04-07 15:20:00,6.911035,6.061182,4.374410,9.902123,4.795898,9.477751,5.165017,8.729278,5.391527,7.222247, 2.953990, 4.428435, 4.785582, 4.973556, 5.195801, 5.395760, 5.516280, 5.579446, 5.677902, 5.782258, 5.835117, 5.888110, 5.954095, 6.121331, 6.163771, 6.244142, 6.407183, 6.473575, 6.556458, 6.629954, 6.846390, 6.985960, 7.048026, 7.116785, 7.178599, 7.249530, 7.430099, 7.576190, 7.619714, 7.693989, 7.756667, 8.014720, 8.134224, 8.259624, 8.530623, 8.676335, 8.813280, 9.144100, 9.409699, 9.904642,12.671846,2020-04-07 15:20:00
buildings,2,2020-04-08 08:50:00,1.187846,1.179825,0.9733701,1.4266410,1.030458,1.404956,1.047380,1.329191,1.095250,1.233031,0.9087156,0.9473777,1.0075219,1.0351907,1.0571905,1.0691175,1.0790539,1.0867804,1.0969152,1.1074384,1.1143543,1.1251117,1.1313061,1.1447439,1.1493372,1.1535092,1.1577419,1.1660265,1.1702665,1.1810260,1.1869519,1.1905957,1.1941556,1.1975163,1.2058892,1.2088943,1.2252047,1.2298540,1.2376735,1.2474199,1.2554972,1.2657698,1.2772831,1.2885553,1.3071244,1.3255678,1.3387130,1.3540951,1.3891731,1.4053007,1.4978154,2020-04-08 08:50:00
buildings,2,2020-04-09 15:10:00,1.15739,1.103089,0.9369006,1.3838094,0.961235,1.323707,1.038039,1.321896,1.038039,1.185361,0.8434923,0.9609496,0.9831806,1.0031009,1.0177782,1.0386155,1.0497518,1.0571481,1.0616757,1.0699596,1.0763376,1.0805898,1.0889878,1.0959731,1.1025435,1.1077207,1.1131580,1.1160701,1.1232084,1.1277460,1.1319088,1.1467703,1.1554555,1.1639218,1.1741028,1.1858819,1.1961177,1.2122581,1.2205547,1.2307183,1.2428735,1.2566718,1.2624833,1.2752980,1.2805188,1.3011692,1.3171534,1.3220322,1.3699115,1.4104118,1.5397724,2020-04-09 15:10:00
buildings,2,2020-04-08 19:45:00,3.682895,3.175601,2.059436,5.478325,2.059436,5.070153,2.433509,4.765563,2.894979,4.128942,1.422121,2.212584,2.284341,2.454421,2.542209,2.612991,2.693649,2.833885,2.904447,2.965007,2.995479,3.036924,3.068735,3.133753,3.162727,3.215786,3.251064,3.335555,3.399765,3.441321,3.495132,3.570915,3.626492,3.734048,3.795847,3.919835,3.991118,4.113205,4.150482,4.253779,4.336492,4.422517,4.520095,4.596012,4.690941,4.859135,4.988731,5.185313,5.335340,5.823735,7.598860,2020-04-08 19:45:00
buildings,2,2020-04-07 00:05:00,7.228436,6.665026, 3.88217,11.73962, 4.074017,10.503460,3.882170,8.940057,5.552569,7.944487, 3.682504, 4.072682, 4.289658, 4.553906, 4.732632, 4.866725, 5.154931, 5.377577, 5.489976, 5.574315, 5.690813, 5.774560, 5.965564, 6.138812, 6.217805, 6.390337, 6.486889, 6.631257, 6.730517, 6.791350, 6.890142, 7.014371, 7.134839, 7.260607, 7.432728, 7.509354, 7.648391, 7.773981, 7.930714, 8.105516, 8.442291, 8.609251, 8.848132, 9.252066, 9.472962, 9.736270,10.224124,10.497505,10.878447,12.133892,14.551475,2020-04-07 00:05:00
buildings,2,2020-04-07 15:30:00,5.200933,4.305101,2.421051,7.989250,2.933451,7.662311,2.933451,6.797891,3.876018,5.802278, 1.473241, 2.928920, 3.068097, 3.245957, 3.387671, 3.544799, 3.765686, 3.816621, 3.890770, 3.936982, 4.051016, 4.132003, 4.211996, 4.298784, 4.343613, 4.395903, 4.469928, 4.598461, 4.724792, 4.806049, 4.943111, 5.027722, 5.124040, 5.308538, 5.384323, 5.510550, 5.689789, 5.744896, 5.850650, 6.039842, 6.221343, 6.260050, 6.613988, 6.746083, 6.996400, 7.138706, 7.351560, 7.657872, 7.866161, 9.062697,10.088938,2020-04-07 15:30:00
buildings,2,2020-04-07 00:25:00,3.949636,3.752163,1.974217,5.981066,2.189229,5.779277,2.514620,5.391931,2.908367,4.510812,1.508187,1.998176,2.185020,2.340757,2.531809,2.685612,2.736763,2.856047,2.934005,2.996677,3.037219,3.123840,3.274937,3.375513,3.498001,3.563495,3.636351,3.689680,3.761783,3.812482,3.866217,3.936393,4.064346,4.127195,4.330551,4.365867,4.436622,4.492361,4.603328,4.669847,4.751885,4.839466,4.927944,5.058504,5.177641,5.263175,5.445307,5.620589,5.715813,6.142725,6.929546,2020-04-07 00:25:00
buildings,2,2020-04-08 08:55:00,1.119297,1.1669,0.9630026,1.3116240,0.9721529,1.2713226,1.005082,1.238220,1.045113,1.184342,0.9073276,0.9541666,0.9720622,0.9864235,1.0044788,1.0122643,1.0162275,1.0220816,1.0256614,1.0393238,1.0452401,1.0528789,1.0559102,1.0655906,1.0728426,1.0827556,1.0905641,1.1003432,1.1051036,1.1093742,1.1163276,1.1225767,1.1339250,1.1478312,1.1516793,1.1579300,1.1656371,1.1695339,1.1762997,1.1811811,1.1854322,1.1968011,1.2039949,1.2143525,1.2198977,1.2316213,1.2373864,1.2593023,1.2708582,1.2972969,1.3507551,2020-04-08 08:55:00
buildings,2,2020-04-07 00:35:00,2.222875,2.287278,0.9886994,3.8787272,1.017320,3.442406,1.188613,2.948117,1.465408,2.483323,0.5358125,1.0857720,1.1876896,1.2688787,1.3104677,1.3405618,1.4174190,1.4501385,1.4845223,1.5028427,1.5749247,1.6718507,1.7095128,1.8038081,1.8339204,1.9097100,1.9426868,1.9896694,2.0394249,2.0954773,2.1652053,2.2330981,2.2648791,2.3243096,2.3743664,2.4030229,2.4453519,2.4709436,2.5516074,2.6077778,2.6843071,2.7425080,2.7644177,2.8402138,2.9449723,3.0813089,3.2958337,3.5602562,3.6720558,4.0728725,4.9148787,2020-04-07 00:35:00
buildings,2,2020-04-07 15:35:00,5.421864,4.906046,2.555528,8.156971,3.221658,7.633808,3.726013,7.186440,3.866964,5.670990, 2.160134, 2.891403, 3.356863, 3.506308, 3.760001, 3.873484, 3.960413, 4.012692, 4.183499, 4.253110, 4.314057, 4.467848, 4.618513, 4.672864, 4.762158, 4.861927, 4.911729, 4.950527, 5.034783, 5.121280, 5.171475, 5.349657, 5.397493, 5.494052, 5.596048, 5.678417, 5.963219, 6.080502, 6.180983, 6.240749, 6.398635, 6.586682, 6.819243, 6.879835, 6.963665, 7.065194, 7.228156, 7.433535, 7.869725, 8.657194,10.333194,2020-04-07 15:35:00
buildings,2,2020-04-10 06:25:00,6.913187,6.331849, 4.250115,10.115987,4.519638,9.566170,4.250115,8.375226,5.181196,7.162146, 3.368494, 4.373168, 4.606333, 4.854890, 5.044856, 5.172042, 5.336805, 5.471773, 5.557058, 5.665208, 5.709971, 5.822178, 5.962590, 6.066612, 6.189866, 6.229642, 6.287928, 6.384302, 6.506836, 6.586286, 6.668466, 6.795232, 6.877805, 6.932699, 7.095272, 7.159727, 7.329681, 7.468735, 7.571712, 7.724044, 7.913167, 8.018670, 8.307338, 8.625134, 8.776665, 9.166654, 9.401635, 9.484064, 9.842630,10.410026,10.910564,2020-04-10 06:25:00
buildings,2,2020-04-07 00:45:00,3.203367,3.22962,1.376498,5.444981,1.453048,4.975257,1.515129,4.489675,2.276760,3.694839,0.7707705,1.4511342,1.5225791,1.6223460,1.7702976,1.8363696,1.9105796,2.0839638,2.2253834,2.2900960,2.3737757,2.4275400,2.5133748,2.6024292,2.6641398,2.7271401,2.8576401,2.9453662,3.0050046,3.0563310,3.1510662,3.2219621,3.2650618,3.3505498,3.4217090,3.4601579,3.5283144,3.5608151,3.6462166,3.7578312,3.8607189,4.0246349,4.1114369,4.4043436,4.5169763,4.6404294,4.8364348,4.9739634,5.2367915,5.4524992,7.2325823,2020-04-07 00:45:00
buildings,2,2020-04-08 20:10:00,3.917038,3.309347,2.409003,6.209846,2.303621,5.457744,2.452545,4.867195,3.041350,4.436257,1.745381,2.406369,2.486981,2.557988,2.610039,2.714422,2.856823,2.916106,3.048134,3.094056,3.144876,3.205650,3.269877,3.323930,3.376317,3.438725,3.520647,3.572294,3.705251,3.838327,3.875066,3.942244,4.004910,4.090402,4.149521,4.206914,4.262578,4.350199,4.446174,4.497445,4.553086,4.643157,4.779726,4.825203,4.955271,5.074558,5.156515,5.468743,5.829760,6.203715,6.934077,2020-04-08 20:10:00
buildings,2,2020-04-07 15:40:00,6.457447,6.448031,4.350277,9.322195,4.496456,8.624548,4.595935,7.819373,5.520604,7.194168, 3.313735, 4.339367, 4.540678, 4.692938, 4.856904, 5.041583, 5.166355, 5.189553, 5.238936, 5.474984, 5.541396, 5.619439, 5.692890, 5.771675, 5.855343, 5.897095, 6.066006, 6.154306, 6.238630, 6.312537, 6.385358, 6.491829, 6.574689, 6.642974, 6.716579, 6.744684, 6.868897, 6.982573, 7.034670, 7.167488, 7.255583, 7.363734, 7.551381, 7.643532, 7.795314, 8.023431, 8.333616, 8.494483, 8.676267, 9.176254,10.267667,2020-04-07 15:40:00
buildings,2,2020-04-07 01:00:00,4.13865,3.862641,1.514182,7.606749,1.590572,6.527097,1.590572,5.692007,2.791135,4.641886,0.9938397,1.5923059,1.6632852,1.8326719,2.1292425,2.2367077,2.5818660,2.7681674,2.8482524,2.8982427,2.9987748,3.0821227,3.1657952,3.2563254,3.3067010,3.4192329,3.5917581,3.7209077,3.8024936,3.8837544,3.9713346,4.0550622,4.1812248,4.2611206,4.2903630,4.3864121,4.4833918,4.6115562,4.7128210,4.8909725,5.0813116,5.3256230,5.4902532,5.7106105,6.0691508,6.3226709,6.3988383,6.5333959,6.8982649,7.8776950,8.8982641,2020-04-07 01:00:00
buildings,2,2020-04-08 09:00:00,1.261312,1.293194,1.090541,1.441082,1.112232,1.404722,1.148901,1.384082,1.189774,1.319166,1.005268,1.089468,1.119445,1.129000,1.149969,1.154929,1.163081,1.168747,1.177010,1.184237,1.192004,1.196720,1.206582,1.212570,1.221298,1.226843,1.236089,1.242730,1.247482,1.255293,1.259976,1.271105,1.279776,1.286481,1.291188,1.298665,1.304249,1.306537,1.310221,1.316313,1.326484,1.335905,1.344803,1.352669,1.360120,1.371254,1.384416,1.393775,1.416624,1.439706,1.484308,2020-04-08 09:00:00
buildings,2,2020-04-09 15:15:00,1.042125,0.9854105,0.7862319,1.2772891,0.8154094,1.2188532,0.8971807,1.1983561,0.9573553,1.1163943,0.7862319,0.8150580,0.8497349,0.8650621,0.8964637,0.9122313,0.9179481,0.9309635,0.9419157,0.9552698,0.9635657,0.9700224,0.9733149,0.9799741,0.9834304,0.9863462,0.9928504,0.9980384,1.0096374,1.0216073,1.0283179,1.0396952,1.0536899,1.0581849,1.0633703,1.0802029,1.0906082,1.0956980,1.1036994,1.1142058,1.1229431,1.1343773,1.1427477,1.1459249,1.1590090,1.1663191,1.1958899,1.2144235,1.2770348,1.3235817,1.4083621,2020-04-09 15:15:00
buildings,2,2020-04-07 01:15:00,4.254098,3.378644,1.831872,7.957843,1.598209,6.404673,2.078104,5.706186,3.001717,4.896301, 1.598209, 1.913181, 2.095494, 2.191434, 2.298669, 2.353243, 2.512861, 2.652000, 2.765881, 2.989643, 3.135080, 3.219149, 3.282687, 3.311778, 3.362157, 3.419963, 3.488731, 3.583274, 3.692582, 3.859643, 4.058478, 4.195243, 4.261061, 4.340866, 4.443295, 4.548904, 4.620896, 4.719125, 4.794275, 4.880576, 5.057606, 5.210172, 5.328692, 5.629683, 5.790897, 6.069549, 6.393325, 6.862410, 7.493420, 8.418456,12.006575,2020-04-07 01:15:00
