loc,cat,dateHour,maxMAP,maxCIR
17,shake_intensity,2020-04-08 06:00:00,0.64,0.53
17,shake_intensity,2020-04-08 08:00:00,2.08,1.19
17,shake_intensity,2020-04-08 09:00:00,2.11,0.52
17,shake_intensity,2020-04-08 10:00:00,2.18,0.56
17,shake_intensity,2020-04-08 11:00:00,1.8,0.61
17,shake_intensity,2020-04-08 12:00:00,1.67,0.65
17,shake_intensity,2020-04-08 13:00:00,1.73,0.69
17,shake_intensity,2020-04-08 14:00:00,1.6,0.86
17,shake_intensity,2020-04-08 15:00:00,1.71,1.06
17,shake_intensity,2020-04-08 16:00:00,1.64,0.88
17,shake_intensity,2020-04-08 17:00:00,1.56,1.16
17,shake_intensity,2020-04-08 18:00:00,1.56,1.5
17,shake_intensity,2020-04-09 00:00:00,1.59,1.84
17,shake_intensity,2020-04-09 01:00:00,1.32,1.14
17,shake_intensity,2020-04-09 02:00:00,1.23,1.36
17,shake_intensity,2020-04-09 03:00:00,0.87,1.01
17,shake_intensity,2020-04-09 07:00:00,0.75,1.39
17,shake_intensity,2020-04-09 08:00:00,1.07,1.22
17,shake_intensity,2020-04-09 09:00:00,0.66,1.35
17,shake_intensity,2020-04-09 12:00:00,0.74,0.79
17,shake_intensity,2020-04-09 15:00:00,0.99,0.82
17,shake_intensity,2020-04-09 16:00:00,1,0.42
17,shake_intensity,2020-04-09 17:00:00,1.03,0.47
17,shake_intensity,2020-04-09 18:00:00,1.03,0.55
17,shake_intensity,2020-04-09 19:00:00,1.02,0.69
17,shake_intensity,2020-04-09 22:00:00,0.89,0.73
17,shake_intensity,2020-04-10 00:00:00,0.97,0.93
17,shake_intensity,2020-04-10 05:00:00,0.82,1.32
17,shake_intensity,2020-04-10 07:00:00,0.84,1.07
17,shake_intensity,2020-04-10 19:00:00,0.53,1.41
17,shake_intensity,2020-04-10 21:00:00,0.7,1.21
18,shake_intensity,2020-04-06 16:00:00,0.42,0.43
18,shake_intensity,2020-04-06 17:00:00,0.32,0.31
18,shake_intensity,2020-04-06 18:00:00,0.3,0.23
18,shake_intensity,2020-04-06 19:00:00,0.27,0.21
18,shake_intensity,2020-04-06 20:00:00,0.27,0.33
18,shake_intensity,2020-04-06 21:00:00,0.26,0.16
18,shake_intensity,2020-04-06 22:00:00,0.28,0.22
18,shake_intensity,2020-04-06 23:00:00,0.27,0.2
18,shake_intensity,2020-04-07 00:00:00,0.25,0.17
18,shake_intensity,2020-04-07 03:00:00,0.27,0.16
18,shake_intensity,2020-04-07 05:00:00,0.24,0.17
18,shake_intensity,2020-04-07 08:00:00,0.3,0.15
18,shake_intensity,2020-04-07 11:00:00,0.25,0.17
18,shake_intensity,2020-04-07 12:00:00,0.25,0.21
18,shake_intensity,2020-04-07 15:00:00,0.29,0.22
18,shake_intensity,2020-04-07 16:00:00,0.31,0.19
18,shake_intensity,2020-04-07 17:00:00,0.27,0.22
18,shake_intensity,2020-04-07 18:00:00,0.31,0.18
18,shake_intensity,2020-04-07 19:00:00,0.32,0.27
18,shake_intensity,2020-04-07 21:00:00,0.29,0.22
18,shake_intensity,2020-04-08 00:00:00,0.32,0.21
18,shake_intensity,2020-04-08 01:00:00,0.25,0.21
18,shake_intensity,2020-04-08 03:00:00,0.33,0.22
18,shake_intensity,2020-04-08 05:00:00,0.3,0.28
18,shake_intensity,2020-04-08 07:00:00,0.28,0.18
18,shake_intensity,2020-04-08 08:00:00,4.06,0.85
18,shake_intensity,2020-04-08 09:00:00,4.13,0.72
18,shake_intensity,2020-04-08 10:00:00,4.12,0.85
18,shake_intensity,2020-04-08 11:00:00,3.61,0.85
18,shake_intensity,2020-04-08 12:00:00,3.49,1.05
18,shake_intensity,2020-04-08 13:00:00,3.58,1.19
18,shake_intensity,2020-04-08 14:00:00,3.37,1.46
18,shake_intensity,2020-04-08 15:00:00,3.18,1.44
18,shake_intensity,2020-04-08 16:00:00,3.38,1.96
18,shake_intensity,2020-04-08 17:00:00,3,2.2
18,shake_intensity,2020-04-08 18:00:00,2.83,1.96
18,shake_intensity,2020-04-08 19:00:00,2.8,2.22
18,shake_intensity,2020-04-08 20:00:00,2.64,2.19
18,shake_intensity,2020-04-08 21:00:00,2.46,2.24
18,shake_intensity,2020-04-09 03:00:00,1.31,2.74
18,shake_intensity,2020-04-09 04:00:00,1.04,1.63
18,shake_intensity,2020-04-09 05:00:00,1.04,1.5
18,shake_intensity,2020-04-09 06:00:00,0.94,1.41
18,shake_intensity,2020-04-09 10:00:00,0.86,1.46
18,shake_intensity,2020-04-09 14:00:00,0.71,1.82
18,shake_intensity,2020-04-09 15:00:00,3.02,1.28
18,shake_intensity,2020-04-09 16:00:00,3.09,0.95
18,shake_intensity,2020-04-09 17:00:00,3.02,1.12
18,shake_intensity,2020-04-09 18:00:00,3.01,1.8
18,shake_intensity,2020-04-09 19:00:00,3,1.72
18,shake_intensity,2020-04-09 20:00:00,3.32,2.33
18,shake_intensity,2020-04-09 21:00:00,3.05,2.91
18,shake_intensity,2020-04-09 22:00:00,3.06,2.17
18,shake_intensity,2020-04-09 23:00:00,2.34,1.82
18,shake_intensity,2020-04-10 02:00:00,1.89,2.42
18,shake_intensity,2020-04-10 04:00:00,1.37,2.02
18,shake_intensity,2020-04-10 05:00:00,1.23,1.55
18,shake_intensity,2020-04-10 08:00:00,1.2,1.94
18,shake_intensity,2020-04-10 09:00:00,1.17,1.67
18,shake_intensity,2020-04-10 13:00:00,0.88,1.79
18,shake_intensity,2020-04-10 14:00:00,0.84,1.61
18,shake_intensity,2020-04-10 16:00:00,0.64,1.14
18,shake_intensity,2020-04-10 19:00:00,0.71,1.38
18,shake_intensity,2020-04-10 20:00:00,0.66,1.06
18,shake_intensity,2020-04-10 21:00:00,0.73,1.17
18,shake_intensity,2020-04-10 22:00:00,0.61,0.92
18,shake_intensity,2020-04-10 23:00:00,0.56,0.72
18,shake_intensity,2020-04-11 00:00:00,0.51,0.87
19,shake_intensity,2020-04-06 07:00:00,0.87,1.31
19,shake_intensity,2020-04-06 09:00:00,1.19,1.13
19,shake_intensity,2020-04-06 14:00:00,0.95,1.04
19,shake_intensity,2020-04-06 15:00:00,0.68,0.69
19,shake_intensity,2020-04-06 16:00:00,0.6,0.5
19,shake_intensity,2020-04-06 17:00:00,0.41,0.29
19,shake_intensity,2020-04-06 18:00:00,0.39,0.33
19,shake_intensity,2020-04-06 19:00:00,0.37,0.39
19,shake_intensity,2020-04-06 20:00:00,0.38,0.22
19,shake_intensity,2020-04-06 21:00:00,0.36,0.16
19,shake_intensity,2020-04-06 23:00:00,0.33,0.36
19,shake_intensity,2020-04-07 00:00:00,0.39,0.36
19,shake_intensity,2020-04-07 05:00:00,0.34,0.18
19,shake_intensity,2020-04-07 07:00:00,0.38,0.63
19,shake_intensity,2020-04-07 08:00:00,0.39,0.21
19,shake_intensity,2020-04-07 10:00:00,0.37,0.73
19,shake_intensity,2020-04-07 11:00:00,0.37,0.21
19,shake_intensity,2020-04-07 13:00:00,0.38,0.26
19,shake_intensity,2020-04-07 16:00:00,0.39,0.36
19,shake_intensity,2020-04-07 18:00:00,0.39,0.46
19,shake_intensity,2020-04-07 19:00:00,0.36,0.34
19,shake_intensity,2020-04-07 20:00:00,0.36,0.19
19,shake_intensity,2020-04-07 22:00:00,0.4,0.26
19,shake_intensity,2020-04-08 00:00:00,0.35,0.23
19,shake_intensity,2020-04-08 01:00:00,0.39,0.41
19,shake_intensity,2020-04-08 02:00:00,0.38,0.28
19,shake_intensity,2020-04-08 03:00:00,0.41,0.44
19,shake_intensity,2020-04-08 05:00:00,0.41,0.26
19,shake_intensity,2020-04-08 06:00:00,0.39,0.23
19,shake_intensity,2020-04-08 08:00:00,2.96,1.71
19,shake_intensity,2020-04-08 09:00:00,3.05,1.04
19,shake_intensity,2020-04-08 10:00:00,2.99,1.13
19,shake_intensity,2020-04-08 11:00:00,2.11,0.94
19,shake_intensity,2020-04-08 12:00:00,2.26,1.33
19,shake_intensity,2020-04-08 13:00:00,2.03,1.45
19,shake_intensity,2020-04-08 14:00:00,2.05,1.6
19,shake_intensity,2020-04-08 15:00:00,1.89,1.83
19,shake_intensity,2020-04-08 16:00:00,1.91,1.86
19,shake_intensity,2020-04-08 17:00:00,1.34,1.66
19,shake_intensity,2020-04-08 19:00:00,1.76,2.35
19,shake_intensity,2020-04-08 21:00:00,2.85,4.11
19,shake_intensity,2020-04-09 03:00:00,1.28,1.9
19,shake_intensity,2020-04-09 08:00:00,0.96,2.43
19,shake_intensity,2020-04-09 09:00:00,0.6,1.72
19,shake_intensity,2020-04-09 10:00:00,0.68,1.7
19,shake_intensity,2020-04-09 12:00:00,0.89,1.85
19,shake_intensity,2020-04-09 14:00:00,0.9,1.38
19,shake_intensity,2020-04-09 15:00:00,2.06,1.2
19,shake_intensity,2020-04-09 16:00:00,2.09,1
19,shake_intensity,2020-04-09 17:00:00,2.13,1.16
19,shake_intensity,2020-04-09 18:00:00,2.08,1.31
19,shake_intensity,2020-04-09 19:00:00,2.04,1.45
19,shake_intensity,2020-04-09 20:00:00,1.76,1.59
19,shake_intensity,2020-04-09 21:00:00,1.73,1.76
19,shake_intensity,2020-04-09 23:00:00,1.14,1.43
19,shake_intensity,2020-04-10 02:00:00,1.31,2.34
19,shake_intensity,2020-04-10 05:00:00,0.86,1.73
19,shake_intensity,2020-04-10 09:00:00,1.01,2.02
19,shake_intensity,2020-04-10 11:00:00,0.8,1.33
19,shake_intensity,2020-04-10 12:00:00,0.83,1.47
19,shake_intensity,2020-04-10 13:00:00,0.76,1
19,shake_intensity,2020-04-10 14:00:00,0.53,0.85
19,shake_intensity,2020-04-10 16:00:00,0.74,1.09
19,shake_intensity,2020-04-10 18:00:00,0.65,1.06
19,shake_intensity,2020-04-10 19:00:00,0.63,1.38
19,shake_intensity,2020-04-10 23:00:00,0.71,1.44
1,buildings,2020-04-06 02:00:00,5.87,5.09
1,buildings,2020-04-06 03:00:00,8.08,6.68
1,buildings,2020-04-06 04:00:00,6.24,5.36
1,buildings,2020-04-06 05:00:00,3.93,5.45
1,buildings,2020-04-06 06:00:00,5.82,6.04
1,buildings,2020-04-06 07:00:00,6.54,5.89
1,buildings,2020-04-06 08:00:00,6.34,5.14
1,buildings,2020-04-06 09:00:00,7.65,5.47
1,buildings,2020-04-06 10:00:00,7.79,5.45
1,buildings,2020-04-06 11:00:00,6.37,4.66
1,buildings,2020-04-06 12:00:00,5.5,4.81
1,buildings,2020-04-06 13:00:00,6.19,6.14
1,buildings,2020-04-06 14:00:00,5.5,5.33
1,buildings,2020-04-06 15:00:00,4.26,4.44
1,buildings,2020-04-06 16:00:00,2.25,7.34
1,buildings,2020-04-06 17:00:00,7.81,7.4
1,buildings,2020-04-06 18:00:00,0.57,1.94
1,buildings,2020-04-06 19:00:00,8.14,7.41
1,buildings,2020-04-06 20:00:00,8.7,7.26
1,buildings,2020-04-06 21:00:00,7.15,6.83
1,buildings,2020-04-06 22:00:00,9.11,7.51
1,buildings,2020-04-06 23:00:00,5.62,8.15
1,buildings,2020-04-07 00:00:00,3.97,8.45
1,buildings,2020-04-07 01:00:00,8.55,7.27
1,buildings,2020-04-07 02:00:00,8.36,7.01
1,buildings,2020-04-07 03:00:00,4.22,6.92
1,buildings,2020-04-07 04:00:00,5.54,7.4
1,buildings,2020-04-07 05:00:00,6.04,6.97
1,buildings,2020-04-07 06:00:00,5.54,6.09
1,buildings,2020-04-07 07:00:00,8.37,6.91
1,buildings,2020-04-07 08:00:00,6.4,6.45
1,buildings,2020-04-07 09:00:00,7.38,5.04
1,buildings,2020-04-07 10:00:00,5.41,6.79
1,buildings,2020-04-07 11:00:00,7.83,6.29
1,buildings,2020-04-07 12:00:00,6.94,6.21
1,buildings,2020-04-07 13:00:00,6.45,6.65
1,buildings,2020-04-07 14:00:00,5.24,6.33
1,buildings,2020-04-07 15:00:00,3.21,4.53
1,buildings,2020-04-07 16:00:00,8.59,6.24
1,buildings,2020-04-07 17:00:00,5.74,6.53
1,buildings,2020-04-07 18:00:00,4.77,6.53
1,buildings,2020-04-07 19:00:00,3.3,3.82
1,buildings,2020-04-07 20:00:00,6.46,6.92
1,buildings,2020-04-07 21:00:00,3.97,4.69
1,buildings,2020-04-07 22:00:00,2.25,2.84
1,buildings,2020-04-07 23:00:00,7.93,7.13
1,buildings,2020-04-08 00:00:00,6.21,5.51
1,buildings,2020-04-08 01:00:00,7.39,5
1,buildings,2020-04-08 02:00:00,7.67,5.66
1,buildings,2020-04-08 03:00:00,6.82,6.06
1,buildings,2020-04-08 04:00:00,6.67,5.75
1,buildings,2020-04-08 05:00:00,7.74,5.42
1,buildings,2020-04-08 06:00:00,7.59,5.58
1,buildings,2020-04-08 07:00:00,6.77,6.06
1,buildings,2020-04-08 08:00:00,7.13,5.17
1,buildings,2020-04-08 09:00:00,6.29,1.64
1,buildings,2020-04-08 10:00:00,5.41,1.89
1,buildings,2020-04-08 11:00:00,2.06,1.5
1,buildings,2020-04-08 12:00:00,2.8,2.04
1,buildings,2020-04-08 13:00:00,2.73,2.54
1,buildings,2020-04-08 14:00:00,3.12,2.85
1,buildings,2020-04-08 15:00:00,3.33,3.85
1,buildings,2020-04-08 16:00:00,3.25,2.96
1,buildings,2020-04-08 17:00:00,4.53,4.14
1,buildings,2020-04-08 18:00:00,6.96,5.98
1,buildings,2020-04-08 19:00:00,6.43,5.89
1,buildings,2020-04-08 20:00:00,8.68,5.95
1,buildings,2020-04-08 21:00:00,7.73,5.26
1,buildings,2020-04-08 22:00:00,7.66,6.03
1,buildings,2020-04-08 23:00:00,4.15,4.29
1,buildings,2020-04-09 00:00:00,8.71,6.85
1,buildings,2020-04-09 01:00:00,6.53,6.42
1,buildings,2020-04-09 02:00:00,6.38,5.82
1,buildings,2020-04-09 03:00:00,3.72,4.7
1,buildings,2020-04-09 04:00:00,5.41,5.18
1,buildings,2020-04-09 05:00:00,5.57,5.52
1,buildings,2020-04-09 06:00:00,4.49,5.13
1,buildings,2020-04-09 07:00:00,3.39,3.57
1,buildings,2020-04-09 08:00:00,6.74,5.63
1,buildings,2020-04-09 09:00:00,6.89,6.02
1,buildings,2020-04-09 10:00:00,4.46,5.64
1,buildings,2020-04-09 11:00:00,5.79,4.16
1,buildings,2020-04-09 12:00:00,6.99,4.35
1,buildings,2020-04-09 13:00:00,3.69,5.25
1,buildings,2020-04-09 14:00:00,5.75,5.69
1,buildings,2020-04-09 15:00:00,5.48,4.65
1,buildings,2020-04-09 16:00:00,2.38,1.8
1,buildings,2020-04-09 17:00:00,2.26,1.98
1,buildings,2020-04-09 18:00:00,2.27,2.87
1,buildings,2020-04-09 19:00:00,4.59,6.4
1,buildings,2020-04-09 20:00:00,7.33,5.99
1,buildings,2020-04-09 21:00:00,5.41,4.55
1,buildings,2020-04-09 22:00:00,6.91,6.09
1,buildings,2020-04-09 23:00:00,7.33,6.5
1,buildings,2020-04-10 00:00:00,8.13,6.23
1,buildings,2020-04-10 01:00:00,5.47,6.52
1,buildings,2020-04-10 02:00:00,6.31,5.98
1,buildings,2020-04-10 03:00:00,8.9,6.46
1,buildings,2020-04-10 04:00:00,4.45,4.56
1,buildings,2020-04-10 05:00:00,5.22,5.6
1,buildings,2020-04-10 06:00:00,7.6,6.22
1,buildings,2020-04-10 07:00:00,7.87,5.95
1,buildings,2020-04-10 08:00:00,6.42,6.29
1,buildings,2020-04-10 09:00:00,7.01,6.46
1,buildings,2020-04-10 11:00:00,6.55,4.97
1,buildings,2020-04-10 12:00:00,8.52,6.37
1,buildings,2020-04-10 14:00:00,4.15,5.61
1,buildings,2020-04-10 15:00:00,4.64,6.5
1,buildings,2020-04-10 16:00:00,2.83,3.92
1,buildings,2020-04-10 17:00:00,6.92,6.05
1,buildings,2020-04-10 18:00:00,4.41,4.23
1,buildings,2020-04-10 19:00:00,6.64,4.93
1,buildings,2020-04-10 20:00:00,8.16,5.18
1,buildings,2020-04-10 21:00:00,5.99,5.86
1,buildings,2020-04-10 22:00:00,4.82,5.04
1,buildings,2020-04-10 23:00:00,6.35,7.75
2,buildings,2020-04-06 00:00:00,5.58,5.37
2,buildings,2020-04-06 01:00:00,5.28,5.72
2,buildings,2020-04-06 02:00:00,4.77,3.63
2,buildings,2020-04-06 03:00:00,6.53,5.24
2,buildings,2020-04-06 04:00:00,8.47,5.63
2,buildings,2020-04-06 05:00:00,6.47,4.36
2,buildings,2020-04-06 06:00:00,6.01,5.23
2,buildings,2020-04-06 07:00:00,6.12,4.23
2,buildings,2020-04-06 08:00:00,6.16,3.97
2,buildings,2020-04-06 09:00:00,5.92,3.38
2,buildings,2020-04-06 10:00:00,6.5,4.94
2,buildings,2020-04-06 11:00:00,6.73,3.86
2,buildings,2020-04-06 12:00:00,6.52,3.41
2,buildings,2020-04-06 13:00:00,5.91,4.3
2,buildings,2020-04-06 14:00:00,6.96,4.92
2,buildings,2020-04-06 15:00:00,5.28,4.48
2,buildings,2020-04-06 16:00:00,3.05,1.97
2,buildings,2020-04-06 17:00:00,1.8,1.89
2,buildings,2020-04-06 18:00:00,4.5,4.89
2,buildings,2020-04-06 19:00:00,7.41,5.96
2,buildings,2020-04-06 20:00:00,6.67,6.03
2,buildings,2020-04-06 21:00:00,9.26,6.52
2,buildings,2020-04-06 22:00:00,7.67,6.87
2,buildings,2020-04-06 23:00:00,7.77,6.35
2,buildings,2020-04-07 00:00:00,6.67,6.12
2,buildings,2020-04-07 01:00:00,4.27,6.75
2,buildings,2020-04-07 02:00:00,8.15,6.63
2,buildings,2020-04-07 03:00:00,8.72,6.63
2,buildings,2020-04-07 04:00:00,7.87,6.09
2,buildings,2020-04-07 05:00:00,6.02,5.61
2,buildings,2020-04-07 06:00:00,8.44,6.1
2,buildings,2020-04-07 07:00:00,5.62,5.9
2,buildings,2020-04-07 08:00:00,7.98,5.02
2,buildings,2020-04-07 09:00:00,4.57,5.47
2,buildings,2020-04-07 10:00:00,7.51,5.52
2,buildings,2020-04-07 11:00:00,6.85,6.36
2,buildings,2020-04-07 12:00:00,7.29,5.81
2,buildings,2020-04-07 13:00:00,6.82,6.22
2,buildings,2020-04-07 14:00:00,9.08,5.67
2,buildings,2020-04-07 15:00:00,6.38,6.22
2,buildings,2020-04-07 16:00:00,8.41,5.71
2,buildings,2020-04-07 17:00:00,9.11,6.68
2,buildings,2020-04-07 18:00:00,5.7,6.43
2,buildings,2020-04-07 19:00:00,6.53,6.53
2,buildings,2020-04-07 20:00:00,4.93,5.52
2,buildings,2020-04-07 21:00:00,8.07,6.3
2,buildings,2020-04-07 22:00:00,4.97,4.85
2,buildings,2020-04-07 23:00:00,5.63,5.87
2,buildings,2020-04-08 00:00:00,5.8,5.33
2,buildings,2020-04-08 01:00:00,6.15,5.51
2,buildings,2020-04-08 02:00:00,8.28,6.45
2,buildings,2020-04-08 03:00:00,6.27,4.81
2,buildings,2020-04-08 04:00:00,5.47,5.32
2,buildings,2020-04-08 05:00:00,5.61,6
2,buildings,2020-04-08 06:00:00,6.85,5.67
2,buildings,2020-04-08 07:00:00,7.93,5.82
2,buildings,2020-04-08 08:00:00,5.83,6.51
2,buildings,2020-04-08 09:00:00,1.29,0.42
2,buildings,2020-04-08 10:00:00,1.18,0.48
2,buildings,2020-04-08 11:00:00,1.2,0.58
2,buildings,2020-04-08 12:00:00,1.48,0.88
2,buildings,2020-04-08 13:00:00,1.47,0.89
2,buildings,2020-04-08 14:00:00,2.22,1.82
2,buildings,2020-04-08 15:00:00,1.81,1.79
2,buildings,2020-04-08 16:00:00,3.28,2.62
2,buildings,2020-04-08 17:00:00,3.88,4.82
2,buildings,2020-04-08 18:00:00,4.71,4.96
2,buildings,2020-04-08 19:00:00,4.41,3.96
2,buildings,2020-04-08 20:00:00,5.28,4.59
2,buildings,2020-04-08 21:00:00,5.28,4.98
2,buildings,2020-04-08 22:00:00,5.6,5.12
2,buildings,2020-04-08 23:00:00,5.85,5.87
2,buildings,2020-04-09 00:00:00,6.84,5.72
2,buildings,2020-04-09 01:00:00,6.37,5.66
2,buildings,2020-04-09 02:00:00,7.17,6.31
2,buildings,2020-04-09 03:00:00,7.62,6.25
2,buildings,2020-04-09 04:00:00,8.43,5.32
2,buildings,2020-04-09 05:00:00,7.3,5.91
2,buildings,2020-04-09 06:00:00,7.77,5
2,buildings,2020-04-09 07:00:00,5,4.01
2,buildings,2020-04-09 08:00:00,4.38,4.89
2,buildings,2020-04-09 09:00:00,4.1,4.51
2,buildings,2020-04-09 10:00:00,6.56,5.9
2,buildings,2020-04-09 11:00:00,7.25,5.96
2,buildings,2020-04-09 12:00:00,7.85,5.71
2,buildings,2020-04-09 13:00:00,5.35,6
2,buildings,2020-04-09 14:00:00,5.78,5.18
2,buildings,2020-04-09 15:00:00,1.45,0.7
2,buildings,2020-04-09 16:00:00,1.44,0.83
2,buildings,2020-04-09 17:00:00,1.72,1.4
2,buildings,2020-04-09 18:00:00,3.46,2.15
2,buildings,2020-04-09 19:00:00,3.57,2.63
2,buildings,2020-04-09 20:00:00,4.3,3.9
2,buildings,2020-04-09 21:00:00,6.7,5.99
2,buildings,2020-04-09 22:00:00,3.96,4.81
2,buildings,2020-04-09 23:00:00,4.97,5.34
2,buildings,2020-04-10 00:00:00,7.58,5.11
2,buildings,2020-04-10 01:00:00,6.55,5.06
2,buildings,2020-04-10 02:00:00,8.59,5.89
2,buildings,2020-04-10 03:00:00,7.57,5.7
2,buildings,2020-04-10 04:00:00,6.27,5.49
2,buildings,2020-04-10 05:00:00,5.81,5
2,buildings,2020-04-10 06:00:00,7.74,5.75
2,buildings,2020-04-10 07:00:00,7.54,5.84
2,buildings,2020-04-10 08:00:00,7.91,5.95
2,buildings,2020-04-10 09:00:00,9.02,5.44
2,buildings,2020-04-10 10:00:00,7.56,6.06
2,buildings,2020-04-10 11:00:00,8.57,5.88
2,buildings,2020-04-10 12:00:00,7.01,5.55
2,buildings,2020-04-10 13:00:00,7.89,6.13
2,buildings,2020-04-10 14:00:00,9.84,6.11
2,buildings,2020-04-10 15:00:00,6.8,6.69
2,buildings,2020-04-10 16:00:00,6.1,5.35
2,buildings,2020-04-10 17:00:00,6.84,5.39
2,buildings,2020-04-10 18:00:00,7.12,5.11
2,buildings,2020-04-10 19:00:00,8.52,5.4
2,buildings,2020-04-10 20:00:00,8.7,5.27
2,buildings,2020-04-10 21:00:00,7.59,5.52
2,buildings,2020-04-10 22:00:00,7.92,5.64
2,buildings,2020-04-10 23:00:00,4.48,5.63
2,buildings,2020-04-11 00:00:00,4.43,4.2
3,buildings,2020-04-06 00:00:00,3.14,4.77
3,buildings,2020-04-06 01:00:00,5.68,7.81
3,buildings,2020-04-06 02:00:00,6.34,7.83
3,buildings,2020-04-06 03:00:00,8.84,5.83
3,buildings,2020-04-06 04:00:00,6.54,6.11
3,buildings,2020-04-06 05:00:00,7.53,5.98
3,buildings,2020-04-06 06:00:00,6.89,5.16
3,buildings,2020-04-06 07:00:00,5.86,5.27
3,buildings,2020-04-06 08:00:00,4.95,5.21
3,buildings,2020-04-06 09:00:00,4.74,3.98
3,buildings,2020-04-06 10:00:00,5.72,6.6
3,buildings,2020-04-06 11:00:00,7.09,6.16
3,buildings,2020-04-06 12:00:00,7.04,5.53
3,buildings,2020-04-06 13:00:00,6.98,5.36
3,buildings,2020-04-06 14:00:00,6.35,4.66
3,buildings,2020-04-06 15:00:00,3.8,2.77
3,buildings,2020-04-06 16:00:00,3.54,1.86
3,buildings,2020-04-06 17:00:00,3.33,1.89
3,buildings,2020-04-06 18:00:00,3.77,2.48
3,buildings,2020-04-06 19:00:00,4.05,2.87
3,buildings,2020-04-06 20:00:00,4.11,3.05
3,buildings,2020-04-06 21:00:00,3.84,2.7
3,buildings,2020-04-06 22:00:00,5.69,4.91
3,buildings,2020-04-06 23:00:00,6.99,4.99
3,buildings,2020-04-07 00:00:00,6.67,4.9
3,buildings,2020-04-07 01:00:00,5.66,4.86
3,buildings,2020-04-07 02:00:00,7.59,5.51
3,buildings,2020-04-07 03:00:00,6.81,5.22
3,buildings,2020-04-07 04:00:00,7.08,4.11
3,buildings,2020-04-07 05:00:00,5.68,4.58
3,buildings,2020-04-07 06:00:00,5.06,4.74
3,buildings,2020-04-07 07:00:00,6.52,5.29
3,buildings,2020-04-07 08:00:00,5.71,3.69
3,buildings,2020-04-07 09:00:00,7.33,4.71
3,buildings,2020-04-07 10:00:00,4.41,4.12
3,buildings,2020-04-07 11:00:00,5,4.37
3,buildings,2020-04-07 12:00:00,7.47,6.51
3,buildings,2020-04-07 13:00:00,7.18,5.43
3,buildings,2020-04-07 14:00:00,9,4.9
3,buildings,2020-04-07 15:00:00,6.53,4.15
3,buildings,2020-04-07 16:00:00,4.04,4.38
3,buildings,2020-04-07 17:00:00,5.1,5.29
3,buildings,2020-04-07 18:00:00,6.35,5.33
3,buildings,2020-04-07 19:00:00,7.77,6.06
3,buildings,2020-04-07 20:00:00,6.82,5.34
3,buildings,2020-04-07 21:00:00,5.78,4.77
3,buildings,2020-04-07 22:00:00,5.38,5.62
3,buildings,2020-04-07 23:00:00,4.46,4.46
3,buildings,2020-04-08 00:00:00,6.59,4.74
3,buildings,2020-04-08 01:00:00,5.72,7.68
3,buildings,2020-04-08 02:00:00,6.45,6.61
3,buildings,2020-04-08 03:00:00,3.94,3.75
3,buildings,2020-04-08 04:00:00,4.29,5.57
3,buildings,2020-04-08 05:00:00,6.31,6.16
3,buildings,2020-04-08 06:00:00,8.45,5.97
3,buildings,2020-04-08 07:00:00,8.04,5.38
3,buildings,2020-04-08 08:00:00,6.5,5.02
3,buildings,2020-04-08 09:00:00,5.36,0.42
3,buildings,2020-04-09 01:00:00,6.04,3.93
3,buildings,2020-04-09 02:00:00,6.09,3.16
3,buildings,2020-04-09 03:00:00,5.6,3.88
3,buildings,2020-04-09 04:00:00,6.79,4.37
3,buildings,2020-04-09 05:00:00,6.11,3.61
3,buildings,2020-04-09 06:00:00,5.81,4.06
3,buildings,2020-04-09 07:00:00,6.35,4.39
3,buildings,2020-04-09 08:00:00,5.68,3.47
3,buildings,2020-04-09 09:00:00,6.47,3.19
3,buildings,2020-04-09 10:00:00,6.68,3.34
3,buildings,2020-04-09 11:00:00,5.33,3.22
3,buildings,2020-04-09 12:00:00,5.31,2.92
3,buildings,2020-04-09 13:00:00,5.33,3.18
3,buildings,2020-04-09 14:00:00,5.83,3.62
3,buildings,2020-04-09 15:00:00,7.04,0.72
3,buildings,2020-04-10 12:00:00,7.12,3.06
3,buildings,2020-04-10 13:00:00,7.06,3.76
3,buildings,2020-04-10 14:00:00,6.71,3.65
3,buildings,2020-04-10 15:00:00,6.7,4.07
3,buildings,2020-04-10 16:00:00,5.69,4.36
3,buildings,2020-04-10 17:00:00,5.95,2.65
3,buildings,2020-04-10 18:00:00,5.48,2.75
3,buildings,2020-04-10 19:00:00,4.15,2.93
3,buildings,2020-04-10 20:00:00,5.08,3.3
3,buildings,2020-04-10 21:00:00,5.88,4.12
3,buildings,2020-04-10 22:00:00,6,3.57
3,buildings,2020-04-10 23:00:00,5.44,3.62
4,buildings,2020-04-06 14:00:00,3.03,2.39
4,buildings,2020-04-06 15:00:00,2.21,2.3
4,buildings,2020-04-06 16:00:00,2.04,2.1
4,buildings,2020-04-06 17:00:00,3.93,4.2
4,buildings,2020-04-06 18:00:00,3.7,3.45
4,buildings,2020-04-06 19:00:00,6.15,5.93
4,buildings,2020-04-06 20:00:00,3.02,4.86
4,buildings,2020-04-06 21:00:00,3.86,6.1
4,buildings,2020-04-06 23:00:00,5.17,7.31
4,buildings,2020-04-07 00:00:00,6.25,6.94
4,buildings,2020-04-07 01:00:00,5.16,7
4,buildings,2020-04-07 02:00:00,4.74,7.48
4,buildings,2020-04-07 03:00:00,5.74,6.97
