cat,loc,time,mean,MAP,hdi95.lower,hdi95.upper,hdi90.lower,hdi90.upper,hdi80.lower,hdi80.upper,hdi50.lower,hdi50.upper,q.0%,q.2.5%,q.5%,q.7.5%,q.10%,q.12.5%,q.15%,q.17.5%,q.20%,q.22.5%,q.25%,q.27.5%,q.30%,q.32.5%,q.35%,q.37.5%,q.40%,q.42.5%,q.45%,q.47.5%,q.50%,q.52.5%,q.55%,q.57.5%,q.60%,q.62.5%,q.65%,q.67.5%,q.70%,q.72.5%,q.75%,q.77.5%,q.80%,q.82.5%,q.85%,q.87.5%,q.90%,q.92.5%,q.95%,q.97.5%,q.100%,time_end
shake_intensity,2,2020-04-09 20:35:00,1.001439,0.9709418,0.6995984,1.3633123,0.6995984,1.2440801,0.800536,1.244080,0.912791,1.116092,0.5170536,0.6990451,0.7254519,0.7460252,0.7799601,0.7997867,0.8101014,0.8363621,0.8513815,0.8800388,0.8944962,0.9144397,0.9231106,0.9318231,0.9357589,0.9427821,0.9579457,0.9656743,0.9770313,0.9806694,0.9942044,1.0010481,1.0075651,1.0291993,1.0471184,1.0617749,1.0674874,1.0722663,1.0835161,1.0907422,1.1059353,1.1166823,1.1289066,1.1616193,1.1801535,1.1869011,1.2276618,1.2419999,1.2912658,1.3629645,1.5172773,2020-04-09 20:35:00
shake_intensity,2,2020-04-08 12:40:00,1.526671,1.49002,1.293474,1.744524,1.347298,1.733318,1.386813,1.700672,1.401139,1.554024,1.160983,1.302293,1.346736,1.362947,1.388533,1.400942,1.407472,1.413819,1.422600,1.432003,1.439833,1.449012,1.456169,1.460810,1.469235,1.477596,1.488668,1.494268,1.500987,1.506485,1.513301,1.523148,1.530250,1.542470,1.548989,1.553569,1.567040,1.571844,1.577475,1.587888,1.611374,1.620567,1.635987,1.655298,1.666351,1.682210,1.708505,1.713850,1.732561,1.752655,1.865657,2020-04-08 12:40:00
shake_intensity,2,2020-04-08 16:45:00,1.512118,1.494836,0.9947381,2.0034380,1.130245,1.952610,1.187053,1.828887,1.350413,1.659016,0.9194759,1.0460388,1.1143062,1.1629701,1.1919914,1.2257014,1.2373584,1.2625813,1.2847119,1.3231329,1.3541506,1.3641910,1.3858188,1.4014403,1.4074525,1.4282008,1.4500365,1.4689444,1.4774245,1.4874323,1.5041885,1.5136255,1.5226377,1.5487695,1.5568565,1.5643018,1.5841894,1.5996537,1.6195121,1.6514249,1.6829028,1.6980354,1.7203597,1.7607118,1.7925959,1.8129206,1.8571922,1.8920052,1.9419937,2.0400375,2.2465472,2020-04-08 16:45:00
shake_intensity,2,2020-04-09 15:50:00,1.016268,1.01956,0.8371464,1.1369786,0.9008421,1.1369786,0.9365886,1.1328679,0.9474694,1.0536655,0.8065588,0.8541564,0.8943894,0.9069408,0.9177125,0.9267569,0.9375032,0.9412009,0.9481976,0.9549777,0.9580972,0.9610322,0.9661001,0.9813827,0.9863507,0.9920063,0.9965029,1.0015290,1.0103326,1.0128697,1.0154384,1.0200272,1.0253550,1.0289738,1.0340698,1.0395692,1.0474879,1.0520260,1.0555216,1.0634856,1.0744294,1.0790419,1.0870757,1.0934104,1.0965130,1.1149243,1.1225650,1.1283640,1.1329222,1.1624219,1.3025778,2020-04-09 15:50:00
shake_intensity,2,2020-04-08 09:55:00,2.024372,2.022464,1.833426,2.239753,1.851787,2.198109,1.881937,2.154190,1.932310,2.074368,1.706744,1.831426,1.853107,1.881282,1.889596,1.900566,1.915398,1.925298,1.934641,1.941283,1.947720,1.958354,1.967172,1.978090,1.986424,1.995055,2.004906,2.012709,2.015067,2.017561,2.021483,2.025245,2.034347,2.036747,2.039827,2.045606,2.057802,2.071504,2.078643,2.087906,2.092537,2.101753,2.115330,2.125855,2.138187,2.149132,2.166526,2.182603,2.198534,2.238191,2.323026,2020-04-08 09:55:00
shake_intensity,2,2020-04-08 12:45:00,1.513541,1.458576,1.323650,1.784909,1.32365,1.71713,1.348311,1.653376,1.429136,1.583639,1.248514,1.297110,1.331055,1.353122,1.363378,1.385796,1.395100,1.409198,1.421608,1.424639,1.430384,1.435623,1.443558,1.451600,1.461401,1.464295,1.467873,1.470884,1.478292,1.492550,1.497950,1.505883,1.522194,1.530849,1.538201,1.548276,1.553837,1.564986,1.576523,1.582212,1.587520,1.595017,1.604974,1.619745,1.644549,1.654221,1.674267,1.703280,1.727015,1.747573,1.966440,2020-04-08 12:45:00
shake_intensity,2,2020-04-08 16:50:00,1.539322,1.538968,1.219788,1.975965,1.272919,1.879897,1.272919,1.760326,1.356695,1.621669,1.073866,1.183783,1.248269,1.279184,1.298074,1.310713,1.330967,1.342078,1.361413,1.379824,1.391025,1.401041,1.416929,1.435762,1.446091,1.469205,1.482906,1.497378,1.505451,1.523254,1.534239,1.545562,1.554857,1.569159,1.577716,1.591042,1.608470,1.617359,1.634309,1.654187,1.681516,1.699952,1.712179,1.750505,1.757768,1.773008,1.810951,1.844200,1.877006,1.951617,2.069613,2020-04-08 16:50:00
shake_intensity,2,2020-04-09 20:50:00,1.048798,0.9266219,0.6684742,1.4251124,0.7864956,1.3952688,0.7946018,1.2301784,0.8197867,1.0517832,0.6684742,0.7386439,0.7968066,0.8220668,0.8365196,0.8556966,0.8718378,0.8842702,0.8886962,0.8956699,0.9058949,0.9155812,0.9207634,0.9327669,0.9393716,0.9485697,0.9571925,0.9727966,0.9886640,1.0042376,1.0197856,1.0341530,1.0465443,1.0606065,1.0722474,1.0960079,1.1106623,1.1179378,1.1417277,1.1540656,1.1736786,1.1842584,1.1937412,1.2106351,1.2306129,1.2743657,1.3105608,1.3635930,1.4082147,1.5281788,1.6393127,2020-04-09 20:50:00
shake_intensity,2,2020-04-08 10:00:00,2.03091,2.056984,1.838508,2.218328,1.838508,2.161404,1.916844,2.161404,1.973310,2.088549,1.773295,1.838618,1.866093,1.883196,1.890557,1.918331,1.938347,1.951087,1.960951,1.966133,1.974036,1.979254,1.983884,1.989146,1.996901,2.003655,2.008096,2.011010,2.021272,2.028316,2.038233,2.041305,2.047838,2.053506,2.056611,2.063126,2.066509,2.072698,2.078442,2.083066,2.090504,2.097539,2.106438,2.112949,2.118643,2.131341,2.149336,2.161766,2.193612,2.218890,2.297059,2020-04-08 10:00:00
shake_intensity,2,2020-04-09 15:55:00,0.9735228,0.9559955,0.8435289,1.1331757,0.8566925,1.0911318,0.8566925,1.0417730,0.9286285,1.0212980,0.7928654,0.8564081,0.8643074,0.8736834,0.8803286,0.8913486,0.8982473,0.9064580,0.9096525,0.9137884,0.9203380,0.9277371,0.9325121,0.9383169,0.9418003,0.9438753,0.9500352,0.9535963,0.9569607,0.9610056,0.9663130,0.9729006,0.9767924,0.9809922,0.9838541,0.9898830,0.9953850,1.0041163,1.0089851,1.0148200,1.0176389,1.0202296,1.0298616,1.0415814,1.0515394,1.0601442,1.0659590,1.0864875,1.1214412,1.1362396,1.2171416,2020-04-09 15:55:00
shake_intensity,2,2020-04-08 12:50:00,1.428671,1.406027,1.198099,1.695594,1.209912,1.622158,1.246745,1.571848,1.270477,1.441417,1.097389,1.218226,1.249017,1.269679,1.279377,1.282734,1.288167,1.299560,1.307675,1.313626,1.324848,1.337377,1.344929,1.358980,1.372689,1.377800,1.385559,1.393279,1.400599,1.406794,1.414906,1.423128,1.431366,1.440910,1.451245,1.457640,1.468418,1.480828,1.489942,1.500047,1.510435,1.521699,1.541626,1.547470,1.573754,1.591470,1.605069,1.623068,1.669259,1.727838,1.777196,2020-04-08 12:50:00
shake_intensity,2,2020-04-08 10:05:00,2.095499,2.107711,1.913840,2.295574,1.913840,2.233433,1.952119,2.212605,2.049302,2.182727,1.886029,1.913601,1.928145,1.940869,1.956628,1.968489,1.986253,1.994003,2.000484,2.008616,2.023227,2.036896,2.047975,2.051583,2.056910,2.062690,2.067682,2.079351,2.087142,2.090646,2.096791,2.105988,2.110952,2.118183,2.122627,2.125532,2.133471,2.138057,2.148196,2.153393,2.160911,2.176627,2.182121,2.187111,2.203445,2.211052,2.217555,2.232787,2.256795,2.295057,2.381003,2020-04-08 10:05:00
shake_intensity,2,2020-04-08 16:55:00,1.516347,1.388402,1.165579,2.086564,1.140953,1.920955,1.175296,1.771608,1.319870,1.594504,0.9338378,1.1650847,1.1819132,1.2111881,1.2340731,1.2507220,1.2632791,1.2920895,1.3240662,1.3395696,1.3490361,1.3591377,1.3680044,1.3727572,1.3849437,1.3934784,1.4079470,1.4206681,1.4389794,1.4457902,1.4676946,1.4904267,1.5128118,1.5235665,1.5370788,1.5507342,1.5667212,1.5863813,1.6059615,1.6188717,1.6403095,1.6823546,1.7280641,1.7547278,1.8026811,1.8759182,1.9011794,1.9416837,2.0078154,2.0744654,2.3610929,2020-04-08 16:55:00
shake_intensity,2,2020-04-09 21:05:00,0.9771898,0.8898683,0.633353,1.408330,0.660326,1.265637,0.7502449,1.1688562,0.8033073,1.0199410,0.5567012,0.6465238,0.6869150,0.7361061,0.7647660,0.8004829,0.8092214,0.8218485,0.8304582,0.8397212,0.8552614,0.8634327,0.8707054,0.8784314,0.8825946,0.9006044,0.9159199,0.9317247,0.9432974,0.9528555,0.9625632,0.9749024,0.9859879,1.0036802,1.0073044,1.0182688,1.0290285,1.0441701,1.0604096,1.0769221,1.0853952,1.1037934,1.1155639,1.1312102,1.1444184,1.1579275,1.1750428,1.2540360,1.3077986,1.4086967,1.6232902,2020-04-09 21:05:00
shake_intensity,2,2020-04-08 12:55:00,1.426802,1.402172,1.216344,1.656620,1.237373,1.596148,1.291769,1.536368,1.371168,1.481860,1.143660,1.216085,1.244123,1.284119,1.297748,1.315203,1.331967,1.344109,1.355963,1.365759,1.371180,1.377192,1.378909,1.381972,1.385037,1.394403,1.401402,1.409083,1.412668,1.417385,1.424895,1.430584,1.436277,1.444964,1.448489,1.453403,1.460939,1.464459,1.470390,1.479348,1.481889,1.492762,1.500764,1.509827,1.519310,1.531135,1.558361,1.578592,1.611371,1.651903,1.787984,2020-04-08 12:55:00
shake_intensity,2,2020-04-08 10:10:00,1.968199,1.946455,1.784340,2.200373,1.831289,2.200373,1.806257,2.087894,1.874075,2.003092,1.705550,1.767224,1.792737,1.816307,1.832866,1.851824,1.865333,1.874711,1.880106,1.884291,1.892593,1.901528,1.909066,1.911573,1.918297,1.924834,1.934272,1.945299,1.950236,1.953001,1.959489,1.964765,1.970850,1.973777,1.982242,1.991782,2.000643,2.003378,2.015151,2.024586,2.043604,2.057580,2.062192,2.069691,2.079697,2.108105,2.127539,2.142121,2.165883,2.188068,2.313709,2020-04-08 10:10:00
shake_intensity,2,2020-04-09 16:00:00,1.023442,1.0183,0.8595422,1.1654582,0.8920554,1.1541796,0.9204664,1.1284746,0.9678947,1.0707062,0.8346862,0.8654938,0.8943579,0.9062578,0.9214151,0.9377845,0.9428506,0.9482348,0.9584877,0.9657184,0.9691881,0.9736864,0.9796823,0.9865746,0.9905345,0.9946283,1.0008778,1.0068893,1.0118556,1.0192316,1.0214818,1.0243151,1.0308252,1.0339547,1.0362449,1.0435153,1.0498489,1.0577886,1.0639509,1.0699507,1.0720766,1.0801877,1.0907388,1.1028038,1.1073971,1.1182602,1.1314797,1.1454666,1.1544682,1.1844998,1.2678937,2020-04-09 16:00:00
shake_intensity,2,2020-04-08 17:00:00,1.554329,1.519307,1.099911,2.024049,1.212273,1.968040,1.236969,1.790133,1.332259,1.600963,1.010323,1.161306,1.233124,1.251291,1.286106,1.302808,1.325936,1.337831,1.362030,1.376786,1.393642,1.413431,1.432461,1.440865,1.448440,1.465960,1.479944,1.492441,1.507650,1.516337,1.530401,1.541520,1.553526,1.566077,1.575089,1.584400,1.597437,1.617879,1.632373,1.650354,1.682283,1.694576,1.719631,1.744124,1.785735,1.837545,1.862520,1.917961,2.010711,2.095307,2.362970,2020-04-08 17:00:00
shake_intensity,2,2020-04-08 10:15:00,1.922338,1.938939,1.717640,2.144654,1.731007,2.103614,1.755920,2.055111,1.819582,1.969339,1.601966,1.717486,1.736767,1.759670,1.771700,1.782012,1.793166,1.814714,1.824463,1.836875,1.842463,1.848284,1.861896,1.865681,1.869828,1.876170,1.884165,1.904928,1.917208,1.919817,1.928355,1.931556,1.940063,1.944472,1.949539,1.953030,1.957513,1.965600,1.976938,1.991486,1.996286,2.008151,2.015911,2.032186,2.048767,2.063390,2.086469,2.096169,2.115484,2.143371,2.210710,2020-04-08 10:15:00
shake_intensity,2,2020-04-08 13:00:00,1.348931,1.343747,1.118981,1.560533,1.151928,1.533794,1.176490,1.500432,1.268185,1.439401,1.058541,1.128451,1.151830,1.169429,1.185730,1.198603,1.206497,1.227061,1.239533,1.247835,1.260147,1.269529,1.279294,1.288741,1.293578,1.311188,1.315954,1.325128,1.334365,1.339916,1.349043,1.358405,1.360638,1.370753,1.380753,1.396320,1.404293,1.412522,1.417908,1.431579,1.435318,1.444509,1.453749,1.473845,1.487280,1.497879,1.512794,1.526348,1.533302,1.560934,1.695882,2020-04-08 13:00:00
shake_intensity,2,2020-04-09 21:15:00,0.9742668,0.9090412,0.6605209,1.4227828,0.709335,1.328769,0.7440557,1.1695060,0.8168606,1.0328651,0.5689521,0.6429599,0.7108152,0.7439266,0.7713295,0.7794736,0.7941298,0.8165260,0.8245639,0.8358492,0.8461691,0.8536674,0.8750200,0.8822291,0.8890330,0.8956856,0.9023751,0.9042505,0.9298859,0.9459466,0.9511365,0.9582696,0.9689717,0.9801659,0.9875922,0.9997076,1.0178892,1.0321343,1.0472945,1.0630958,1.0810213,1.0896899,1.1126698,1.1344403,1.1493476,1.1694930,1.2323659,1.2758317,1.3308804,1.4168614,1.6935819,2020-04-09 21:15:00
shake_intensity,2,2020-04-08 17:05:00,1.592734,1.534566,1.181912,2.014977,1.264333,1.952347,1.328386,1.886263,1.363891,1.632336,1.127416,1.222500,1.275563,1.316930,1.341304,1.361604,1.372782,1.379606,1.390283,1.407798,1.426113,1.438560,1.453444,1.473951,1.486475,1.500883,1.515640,1.533342,1.545425,1.552117,1.560802,1.578184,1.593964,1.603512,1.617346,1.628707,1.649376,1.673297,1.698232,1.720088,1.749436,1.767641,1.786056,1.803786,1.837055,1.873149,1.906776,1.938924,1.978536,2.087681,2.264908,2020-04-08 17:05:00
shake_intensity,2,2020-04-09 16:05:00,0.9503641,0.9441867,0.8015911,1.1110000,0.7872556,1.0612201,0.8473914,1.0612201,0.8732726,0.9868427,0.7872556,0.8033486,0.8241222,0.8334352,0.8473020,0.8544384,0.8596907,0.8705970,0.8751828,0.8767810,0.8828100,0.8932468,0.8975304,0.9040178,0.9115190,0.9163355,0.9237634,0.9288534,0.9338181,0.9392837,0.9457617,0.9498377,0.9541872,0.9655401,0.9722142,0.9755017,0.9780861,0.9858206,0.9900875,0.9960318,1.0060213,1.0148604,1.0185496,1.0300215,1.0424983,1.0493492,1.0604233,1.0959946,1.1074471,1.1177241,1.1703545,2020-04-09 16:05:00
shake_intensity,2,2020-04-08 10:20:00,1.880278,1.885278,1.693427,2.088708,1.719230,2.042581,1.737269,1.999050,1.835567,1.964756,1.614055,1.658406,1.718647,1.741496,1.747747,1.755601,1.768575,1.775107,1.781284,1.796302,1.812431,1.822529,1.830840,1.839824,1.846375,1.852896,1.856451,1.863815,1.872449,1.878525,1.883629,1.887412,1.893533,1.898770,1.906953,1.917218,1.923069,1.929658,1.935822,1.945136,1.951889,1.957874,1.961925,1.971706,1.985472,1.999857,2.014191,2.023573,2.033040,2.086646,2.151506,2020-04-08 10:20:00
shake_intensity,2,2020-04-08 13:05:00,1.467523,1.45116,1.230336,1.748678,1.260147,1.659434,1.315023,1.628582,1.386728,1.551043,1.055308,1.243950,1.269167,1.289587,1.314405,1.316793,1.328347,1.343204,1.354148,1.365753,1.378993,1.392705,1.396857,1.403559,1.408846,1.415238,1.424376,1.435613,1.443853,1.451620,1.462241,1.466966,1.478367,1.490345,1.495422,1.501138,1.504674,1.513798,1.518972,1.535001,1.547123,1.564018,1.578369,1.586929,1.600563,1.614558,1.625098,1.655464,1.690938,1.765617,1.940033,2020-04-08 13:05:00
shake_intensity,2,2020-04-08 10:25:00,1.796755,1.80105,1.637543,1.982921,1.637543,1.947131,1.670856,1.906447,1.719579,1.841374,1.567178,1.637162,1.645007,1.669172,1.674621,1.695533,1.698641,1.708954,1.717464,1.724103,1.727803,1.737435,1.740757,1.753375,1.756966,1.760928,1.768138,1.777867,1.783592,1.787271,1.797365,1.801852,1.807361,1.808476,1.819450,1.826949,1.831544,1.837874,1.841159,1.849877,1.860163,1.867020,1.877910,1.883825,1.892344,1.905851,1.925210,1.940380,1.962447,1.979628,2.012512,2020-04-08 10:25:00
shake_intensity,2,2020-04-08 17:10:00,1.511072,1.519711,1.074052,1.998945,1.112354,1.903579,1.223626,1.859322,1.344260,1.622985,0.9136941,1.0264870,1.1110042,1.1360043,1.1945297,1.2232496,1.2654099,1.2917754,1.3193493,1.3458882,1.3550491,1.3706189,1.3827105,1.3990366,1.4168347,1.4502842,1.4672635,1.4760431,1.4874117,1.5012540,1.5180749,1.5265388,1.5387504,1.5513617,1.5585523,1.5828160,1.5954343,1.6090295,1.6202408,1.6273143,1.6849499,1.7074770,1.7208376,1.7324776,1.7670864,1.8239391,1.8381397,1.8568006,1.9012313,1.9769883,2.1742969,2020-04-08 17:10:00
shake_intensity,2,2020-04-09 21:50:00,0.9771468,0.9357796,0.5288684,1.3533680,0.6066371,1.2845406,0.7190702,1.2096336,0.7887965,1.0449008,0.4577068,0.6064366,0.6681858,0.7008900,0.7258247,0.7534656,0.7691091,0.7899972,0.7970983,0.8212336,0.8396239,0.8465929,0.8611501,0.8747175,0.8855983,0.9005665,0.9109983,0.9261439,0.9338010,0.9443319,0.9657438,0.9795910,0.9931476,1.0062868,1.0141319,1.0243749,1.0372156,1.0479052,1.0660163,1.0956940,1.1085635,1.1242420,1.1346842,1.1514686,1.1801605,1.2003403,1.2403490,1.2804275,1.3315527,1.4976417,1.6516658,2020-04-09 21:50:00
shake_intensity,2,2020-04-08 13:10:00,1.449357,1.429974,1.171113,1.687651,1.258496,1.687651,1.258496,1.581577,1.382140,1.545159,1.117824,1.193020,1.238621,1.262197,1.274206,1.292976,1.305141,1.311084,1.335574,1.347315,1.351068,1.372798,1.384415,1.390996,1.398368,1.402641,1.406508,1.412667,1.424921,1.431945,1.439465,1.449749,1.457413,1.468100,1.475128,1.479429,1.488819,1.502945,1.511638,1.527420,1.533488,1.538622,1.549042,1.557698,1.572497,1.590380,1.646738,1.664433,1.683143,1.735583,1.984363,2020-04-08 13:10:00
shake_intensity,2,2020-04-09 16:10:00,0.9713549,0.9767402,0.8330516,1.1140433,0.8576511,1.1031188,0.8676951,1.0624655,0.9122007,1.0101702,0.7596673,0.8427207,0.8543963,0.8640210,0.8695329,0.8867490,0.8915633,0.8967159,0.9066867,0.9134694,0.9171474,0.9220025,0.9250731,0.9316390,0.9368544,0.9502310,0.9568741,0.9596478,0.9639023,0.9686189,0.9716483,0.9754153,0.9789961,0.9822294,0.9868441,0.9900931,0.9988741,1.0041028,1.0086279,1.0115562,1.0180642,1.0288479,1.0340292,1.0413789,1.0521076,1.0591381,1.0736262,1.0957408,1.1021813,1.1143987,1.2035313,2020-04-09 16:10:00
shake_intensity,2,2020-04-08 10:30:00,1.683285,1.654806,1.510325,1.897158,1.510325,1.821701,1.576824,1.814913,1.583063,1.710096,1.381261,1.509970,1.522497,1.557122,1.569800,1.577893,1.583693,1.597793,1.606768,1.611463,1.622022,1.629289,1.632268,1.637996,1.642296,1.646229,1.650859,1.658331,1.661951,1.670496,1.674293,1.682616,1.690198,1.693254,1.697795,1.705605,1.712686,1.725808,1.735391,1.749342,1.753718,1.759232,1.773513,1.779669,1.790765,1.802440,1.808406,1.815422,1.845705,1.886650,1.948168,2020-04-08 10:30:00
shake_intensity,2,2020-04-08 17:20:00,1.457812,1.438164,1.076969,1.882067,1.115566,1.826959,1.160884,1.700213,1.325871,1.614351,0.9412668,1.0764523,1.1148110,1.1605834,1.1734688,1.2045981,1.2210956,1.2333589,1.2724467,1.2984596,1.3013620,1.3231874,1.3367998,1.3536268,1.3702618,1.3851459,1.4089542,1.4161581,1.4242486,1.4316730,1.4447427,1.4609123,1.4858889,1.5050096,1.5142486,1.5300945,1.5453571,1.5555043,1.5791050,1.5901910,1.6068624,1.6142901,1.6371728,1.6543054,1.6723101,1.6976491,1.7373396,1.7719635,1.8191380,1.8819542,2.1887730,2020-04-08 17:20:00
shake_intensity,2,2020-04-08 13:15:00,1.378452,1.368353,1.141255,1.579099,1.204533,1.579099,1.244299,1.536889,1.255814,1.404485,1.140252,1.157059,1.202291,1.224916,1.245215,1.256064,1.266509,1.273390,1.278017,1.283450,1.289295,1.303762,1.308052,1.313513,1.322178,1.333307,1.340920,1.352530,1.357477,1.367904,1.370963,1.376916,1.384679,1.390673,1.399702,1.406418,1.416495,1.426430,1.432371,1.443957,1.451405,1.459435,1.472191,1.489136,1.496519,1.527457,1.541039,1.560439,1.578030,1.619877,1.739416,2020-04-08 13:15:00
shake_intensity,2,2020-04-09 22:30:00,0.9989162,0.8863929,0.6265498,1.4403422,0.6513462,1.3478985,0.7122913,1.2126889,0.7797831,1.0644597,0.5317801,0.6542948,0.6879808,0.7181634,0.7391490,0.7589372,0.7680461,0.7886121,0.7982602,0.8244530,0.8390353,0.8511545,0.8648150,0.8713097,0.8806878,0.8970320,0.9136340,0.9321675,0.9387913,0.9596334,0.9835223,0.9985912,1.0071907,1.0181244,1.0354883,1.0525898,1.0608740,1.0727074,1.0881086,1.1138644,1.1274325,1.1476226,1.1709482,1.1836481,1.2013117,1.2313193,1.3107179,1.3487439,1.3998536,1.4967590,1.8118162,2020-04-09 22:30:00
shake_intensity,2,2020-04-08 10:35:00,1.574979,1.60768,1.378208,1.749125,1.414144,1.749125,1.433974,1.705865,1.547017,1.671349,1.350341,1.374178,1.388623,1.405594,1.427964,1.440656,1.458292,1.468244,1.481158,1.492402,1.501277,1.508786,1.522889,1.537090,1.547442,1.551569,1.563337,1.568789,1.572911,1.579533,1.586191,1.593474,1.596710,1.600718,1.609486,1.619028,1.629845,1.632866,1.636622,1.642841,1.651621,1.656207,1.659978,1.665459,1.672862,1.691934,1.703215,1.716076,1.739723,1.747815,1.777461,2020-04-08 10:35:00
shake_intensity,2,2020-04-09 16:15:00,0.9665702,0.9443358,0.8320668,1.1092580,0.8500345,1.0949113,0.8561656,1.0485184,0.9142973,1.0091413,0.8053723,0.8320591,0.8396248,0.8639748,0.8693942,0.8732178,0.8848377,0.8977332,0.9049349,0.9102490,0.9155849,0.9234212,0.9273970,0.9309470,0.9349391,0.9389999,0.9441454,0.9476267,0.9507278,0.9564180,0.9599272,0.9635874,0.9725189,0.9788507,0.9852257,0.9899607,0.9941523,0.9980279,1.0045824,1.0084985,1.0109252,1.0179727,1.0365930,1.0403480,1.0448178,1.0591540,1.0671075,1.0809656,1.0930208,1.1089645,1.1992062,2020-04-09 16:15:00
shake_intensity,2,2020-04-08 17:25:00,1.39164,1.413965,1.026252,1.895711,1.026252,1.739676,1.065261,1.620103,1.181240,1.484518,0.8247304,1.0257253,1.0532751,1.0836631,1.1212734,1.1427210,1.1634986,1.1823256,1.1932799,1.2127021,1.2199709,1.2444919,1.2638162,1.2763535,1.2862246,1.2949141,1.3100748,1.3258217,1.3657843,1.3751913,1.3823134,1.3951930,1.4120888,1.4279603,1.4367551,1.4617516,1.4751037,1.4855504,1.5010645,1.5171157,1.5375275,1.5508528,1.5729748,1.5857580,1.6129782,1.6514861,1.6823055,1.7380757,1.7885258,1.8940109,2.0142077,2020-04-08 17:25:00
shake_intensity,2,2020-04-08 13:20:00,1.384847,1.409612,1.088094,1.642199,1.185795,1.637069,1.205991,1.569118,1.273361,1.460373,0.9633581,1.1061674,1.1559859,1.1875905,1.2101562,1.2243997,1.2428386,1.2494014,1.2642966,1.2764059,1.2802612,1.2882859,1.3007448,1.3081905,1.3180827,1.3321474,1.3463393,1.3588913,1.3670526,1.3724178,1.3821440,1.3939116,1.4080891,1.4209749,1.4271757,1.4315941,1.4377152,1.4476223,1.4590178,1.4688636,1.4849601,1.4991360,1.5119775,1.5196096,1.5447882,1.5577616,1.5749122,1.5994201,1.6259731,1.6427183,1.7944144,2020-04-08 13:20:00
shake_intensity,2,2020-04-08 10:40:00,1.643361,1.66656,1.440528,1.805090,1.502094,1.797699,1.539053,1.735478,1.597454,1.699453,1.400565,1.453186,1.497049,1.519601,1.545233,1.548636,1.557234,1.567501,1.576399,1.584237,1.589970,1.598652,1.602424,1.606464,1.609836,1.614368,1.621449,1.625560,1.640392,1.647131,1.650746,1.652919,1.658357,1.661531,1.663529,1.668997,1.675930,1.686331,1.688011,1.691559,1.695586,1.701156,1.706077,1.714568,1.719788,1.731608,1.747604,1.768440,1.792205,1.821558,1.871497,2020-04-08 10:40:00
shake_intensity,2,2020-04-09 22:40:00,0.9978125,0.8446448,0.5555067,1.5091145,0.643845,1.464166,0.6652452,1.2910729,0.7561082,1.0861059,0.4662267,0.5615608,0.6432976,0.6654077,0.6935550,0.7306032,0.7572886,0.7668187,0.7769971,0.7952527,0.8150036,0.8217191,0.8339520,0.8432073,0.8526335,0.8642120,0.8870512,0.9018328,0.9165818,0.9369588,0.9632086,0.9757842,0.9917086,1.0225076,1.0409186,1.0688411,1.0880747,1.1111931,1.1250160,1.1429450,1.1720641,1.2024503,1.2158984,1.2515006,1.2707529,1.2922540,1.3757408,1.4165741,1.4566170,1.5336163,1.7578653,2020-04-09 22:40:00
shake_intensity,2,2020-04-09 16:20:00,1.027632,1.028227,0.858766,1.166760,0.9066069,1.1557013,0.9452121,1.1314792,0.9871379,1.0852401,0.7954267,0.8670478,0.8987573,0.9157474,0.9381597,0.9460199,0.9504188,0.9566874,0.9624604,0.9700921,0.9777237,0.9854238,0.9919345,0.9948005,1.0019422,1.0059917,1.0089382,1.0143032,1.0207517,1.0265240,1.0295745,1.0327785,1.0368326,1.0384734,1.0421802,1.0476611,1.0532355,1.0589858,1.0704167,1.0744627,1.0756468,1.0825314,1.0929098,1.0992517,1.1115125,1.1199527,1.1265954,1.1315811,1.1493753,1.1736811,1.2356465,2020-04-09 16:20:00
shake_intensity,2,2020-04-08 17:30:00,1.446855,1.449497,0.9367605,1.8680088,1.019139,1.809162,1.136229,1.756556,1.305590,1.626137,0.9023834,0.9994277,1.0265691,1.1057810,1.1287095,1.1604065,1.1800890,1.2015921,1.2226757,1.2462201,1.2721102,1.3061494,1.3173776,1.3452452,1.3601796,1.3891570,1.4048541,1.4113790,1.4187451,1.4293656,1.4453410,1.4581281,1.4671531,1.4824848,1.4963785,1.5172816,1.5297520,1.5398697,1.5616211,1.5849788,1.6131172,1.6286364,1.6563702,1.6961631,1.7210442,1.7378710,1.7520251,1.7828746,1.8392272,1.9603509,2.3050970,2020-04-08 17:30:00
shake_intensity,2,2020-04-08 10:45:00,1.546545,1.595413,1.341017,1.759818,1.348799,1.699046,1.402480,1.686392,1.494442,1.641311,1.214463,1.344604,1.352803,1.372855,1.396156,1.405747,1.418109,1.439392,1.445711,1.454402,1.468967,1.480742,1.491991,1.498674,1.502508,1.508722,1.513953,1.527086,1.539461,1.544827,1.554474,1.561672,1.566413,1.573842,1.585434,1.593664,1.597944,1.607198,1.616192,1.623324,1.627009,1.631177,1.640020,1.646893,1.668013,1.676157,1.682418,1.694741,1.714606,1.760211,1.815205,2020-04-08 10:45:00
