cat,loc,time,mcmc.1,mcmc.2,mcmc.3,mcmc.4,mcmc.5,mcmc.6,mcmc.7,mcmc.8,mcmc.9,mcmc.10,mcmc.11,mcmc.12,mcmc.13,mcmc.14,mcmc.15,mcmc.16,mcmc.17,mcmc.18,mcmc.19,mcmc.20,mcmc.21,mcmc.22,mcmc.23,mcmc.24,mcmc.25,mcmc.26,mcmc.27,mcmc.28,mcmc.29,mcmc.30,mcmc.31,mcmc.32,mcmc.33,mcmc.34,mcmc.35,mcmc.36,mcmc.37,mcmc.38,mcmc.39,mcmc.40,mcmc.41,mcmc.42,mcmc.43,mcmc.44,mcmc.45,mcmc.46,mcmc.47,mcmc.48,mcmc.49,mcmc.50,mcmc.51,mcmc.52,mcmc.53,mcmc.54,mcmc.55,mcmc.56,mcmc.57,mcmc.58,mcmc.59,mcmc.60,mcmc.61,mcmc.62,mcmc.63,mcmc.64,mcmc.65,mcmc.66,mcmc.67,mcmc.68,mcmc.69,mcmc.70,mcmc.71,mcmc.72,mcmc.73,mcmc.74,mcmc.75,mcmc.76,mcmc.77,mcmc.78,mcmc.79,mcmc.80,mcmc.81,mcmc.82,mcmc.83,mcmc.84,mcmc.85,mcmc.86,mcmc.87,mcmc.88,mcmc.89,mcmc.90,mcmc.91,mcmc.92,mcmc.93,mcmc.94,mcmc.95,mcmc.96,mcmc.97,mcmc.98,mcmc.99,mcmc.100,mcmc.101,mcmc.102,mcmc.103,mcmc.104,mcmc.105,mcmc.106,mcmc.107,mcmc.108,mcmc.109,mcmc.110,mcmc.111,mcmc.112,mcmc.113,mcmc.114,mcmc.115,mcmc.116,mcmc.117,mcmc.118,mcmc.119,mcmc.120,mcmc.121,mcmc.122,mcmc.123,mcmc.124,mcmc.125,mcmc.126,mcmc.127,mcmc.128,mcmc.129,mcmc.130,mcmc.131,mcmc.132,mcmc.133,mcmc.134,mcmc.135,mcmc.136,mcmc.137,mcmc.138,mcmc.139,mcmc.140,mcmc.141,mcmc.142,mcmc.143,mcmc.144,mcmc.145,mcmc.146,mcmc.147,mcmc.148,mcmc.149,mcmc.150,mcmc.151,mcmc.152,mcmc.153,mcmc.154,mcmc.155,mcmc.156,mcmc.157,mcmc.158,mcmc.159,mcmc.160,mcmc.161,mcmc.162,mcmc.163,mcmc.164,mcmc.165,mcmc.166,mcmc.167,mcmc.168,mcmc.169,mcmc.170,mcmc.171,mcmc.172,mcmc.173,mcmc.174,mcmc.175,mcmc.176,mcmc.177,mcmc.178,mcmc.179,mcmc.180,mcmc.181,mcmc.182,mcmc.183,mcmc.184,mcmc.185,mcmc.186,mcmc.187,mcmc.188,mcmc.189,mcmc.190,mcmc.191,mcmc.192,mcmc.193,mcmc.194,mcmc.195,mcmc.196,mcmc.197,mcmc.198,mcmc.199,mcmc.200,time_end
shake_intensity,5,2020-04-06 19:40:00,0.4561481,0.4525396,0.4965906,0.4536378,0.4004561,0.3982888,0.4127913,0.3802657,0.3814130,0.3381208,0.4414232,0.4132464,0.4400082,0.4101120,0.4536002,0.3877048,0.3935963,0.3398877,0.2914573,0.2978623,0.2971225,0.3168619,0.3006985,0.2935039,0.2989372,0.3380138,0.2965265,0.3202683,0.3327782,0.4348715,0.4268656,0.4329176,0.4051856,0.4442524,0.4164341,0.4715164,0.4533474,0.4434356,0.3617582,0.3808916,0.3879972,0.3153256,0.3695803,0.4592380,0.4666484,0.3690881,0.4868604,0.4466627,0.4481350,0.5273546,0.3826049,0.3727959,0.3713452,0.3613945,0.4084748,0.4225475,0.3481488,0.3999275,0.4261518,0.4572084,0.4363843,0.3551541,0.3630704,0.4173170,0.3405623,0.4426451,0.4160192,0.4520363,0.4400770,0.3678572,0.4492261,0.3598241,0.4138236,0.3673035,0.4226298,0.5593913,0.4467227,0.5078427,0.4404974,0.4855227,0.4267833,0.4135667,0.4458221,0.3556557,0.3824235,0.3859923,0.4371717,0.4003197,0.4331145,0.4106737,0.3695924,0.3754762,0.3717970,0.3495187,0.3311941,0.3194396,0.2835927,0.2798407,0.2996184,0.2881002,0.3584370,0.4343220,0.3730811,0.3953330,0.3281672,0.3600182,0.3434916,0.3096084,0.3179729,0.2854658,0.3841667,0.3999948,0.3864336,0.3874041,0.4039318,0.4573456,0.4779739,0.4680356,0.4117071,0.4471068,0.4189770,0.4658631,0.5358562,0.5071117,0.4289128,0.4118000,0.4512429,0.3937392,0.3837477,0.3402253,0.4045940,0.4068834,0.4076253,0.4220932,0.4715731,0.4630252,0.4273827,0.4784332,0.5211828,0.4484048,0.4526062,0.3603472,0.4558074,0.3972720,0.3926949,0.3564780,0.3542278,0.4120586,0.4005989,0.3646919,0.3709879,0.3947243,0.4527441,0.4708941,0.4199383,0.4292643,0.4429232,0.3988225,0.3981053,0.4458103,0.4350798,0.3975957,0.3639568,0.3730156,0.3708026,0.3741170,0.3666458,0.3952639,0.3252470,0.3830937,0.4149215,0.3884107,0.3649341,0.3388290,0.4325852,0.3692145,0.2640023,0.3395211,0.3463498,0.2719615,0.3113335,0.3368406,0.3424733,0.2974849,0.3181164,0.3435035,0.3327537,0.3748101,0.3890511,0.4130487,0.4540774,0.4657119,0.3961616,0.3093723,0.3615882,0.3490457,0.3204925,0.3317049,0.3674520,0.4788771,2020-04-06 19:40:00
shake_intensity,5,2020-04-09 18:25:00,0.3661392,0.3554406,0.3406756,0.2984205,0.2724758,0.3501644,0.3682810,0.3515515,0.3850898,0.4299478,0.3640292,0.4193231,0.3279721,0.3840041,0.4127809,0.4238694,0.3208510,0.4050739,0.4045385,0.3861615,0.3571464,0.4133944,0.4219081,0.3403390,0.3799599,0.3747286,0.4411693,0.3449510,0.4325673,0.4307462,0.4550551,0.4053628,0.3648561,0.4270906,0.3812596,0.3944504,0.3725197,0.2898202,0.3388395,0.3287703,0.3114175,0.2577504,0.3338064,0.3455252,0.3063160,0.2746966,0.2963497,0.2686703,0.3236461,0.3418731,0.3217072,0.2645469,0.3219501,0.2718818,0.4105386,0.3081635,0.2985398,0.3011270,0.2991106,0.2478069,0.2732762,0.2972198,0.3001745,0.2800222,0.2704538,0.3129697,0.2443138,0.2549579,0.3400350,0.2710514,0.2694597,0.3121144,0.3611320,0.4246326,0.3233150,0.3646344,0.3385368,0.3897101,0.4364906,0.4081800,0.3545198,0.3123355,0.3054069,0.3419496,0.3315215,0.2851196,0.2569972,0.3511430,0.4141672,0.3075313,0.3213467,0.2688687,0.3317864,0.2829216,0.2900540,0.3246981,0.4122197,0.4316367,0.3850480,0.3776292,0.3010857,0.3657263,0.3555150,0.3502043,0.3541578,0.3182099,0.2718071,0.3124870,0.2980301,0.3148496,0.2573626,0.2614720,0.3625740,0.3132048,0.2876074,0.3185515,0.3570983,0.3120791,0.3498226,0.3549398,0.3370107,0.3399481,0.3428376,0.3727879,0.3724079,0.3970195,0.3052524,0.3133809,0.3063991,0.3523217,0.3794392,0.3177575,0.3904361,0.3494379,0.3039952,0.2826039,0.2938528,0.3175374,0.3281322,0.3213133,0.2996977,0.3163809,0.2645344,0.2465188,0.2425459,0.3103225,0.3855238,0.3159343,0.4135025,0.2804337,0.3105560,0.4165908,0.3366349,0.3590084,0.3277353,0.2859708,0.2702856,0.3117309,0.3344520,0.2366661,0.3370450,0.3560484,0.3105981,0.4146833,0.4328795,0.3750807,0.4175026,0.3202980,0.3600643,0.2323180,0.2938645,0.3178152,0.2749913,0.3470048,0.3137517,0.3290443,0.2803266,0.3752422,0.2645915,0.2820881,0.3565272,0.3019386,0.2941680,0.3386613,0.4152331,0.3905547,0.3201601,0.3047778,0.3394858,0.3228638,0.4043691,0.2804426,0.3255174,0.3225541,0.3629000,0.3297057,0.3021990,0.2054350,0.2096856,0.2351289,2020-04-09 18:25:00
shake_intensity,5,2020-04-08 13:45:00,0.7399633,0.7903138,0.6919949,0.7846011,0.7246425,0.7125875,0.7167238,0.7866129,0.7727560,0.8120764,0.8310576,0.8534755,0.8446258,0.8856184,0.8724867,0.7753438,0.8247918,0.8356475,0.7865988,0.7671974,0.7708189,0.7959800,0.7499028,0.7654201,0.8783456,0.7467304,0.7479513,0.6731738,0.6662969,0.6840966,0.8206455,0.8056712,0.7476289,0.6963570,0.6747049,0.6251581,0.7201859,0.6927210,0.7334537,0.6958673,0.6985475,0.6894582,0.6408857,0.6963111,0.5911061,0.6210406,0.7157433,0.6415647,0.6644042,0.6554797,0.7079893,0.6625372,0.7803328,0.7217236,0.7448838,0.7830123,0.6905519,0.7340788,0.7856929,0.7432960,0.6963501,0.6859269,0.6383881,0.6583044,0.6719912,0.6722654,0.6473110,0.6623478,0.6597340,0.7055192,0.6290336,0.6534450,0.6268696,0.6854158,0.6626106,0.6763731,0.7475821,0.7491118,0.7609717,0.7700758,0.7191881,0.8277696,0.8788107,0.8136683,0.8004748,0.7784572,0.8309725,0.7301125,0.7762105,0.7400654,0.6410573,0.6446790,0.6834872,0.6732611,0.7117800,0.7110128,0.6772857,0.5826692,0.5842071,0.6295720,0.6001821,0.5533810,0.6069228,0.6026918,0.5843667,0.6262414,0.6519786,0.6883131,0.5852473,0.6343512,0.6411764,0.6084391,0.6525297,0.7149399,0.6093547,0.6339225,0.6898548,0.6670614,0.5681565,0.6261285,0.6449909,0.6439361,0.6462190,0.6279162,0.6009261,0.6204937,0.6108946,0.6378817,0.7076989,0.6589773,0.6196510,0.7236915,0.7649650,0.8203997,0.7843161,0.7772851,0.6987875,0.7476846,0.7694920,0.6913962,0.6777591,0.6491479,0.7103824,0.7631367,0.7863615,0.6724258,0.6468150,0.6493727,0.7534390,0.7721288,0.6534265,0.6128960,0.5975326,0.6922215,0.6311392,0.6050814,0.6855382,0.7745352,0.7964780,0.6839465,0.7649880,0.6796484,0.7195330,0.5684983,0.6210457,0.5919532,0.5071564,0.6234620,0.6118603,0.5858859,0.6873694,0.6648433,0.6554590,0.6930075,0.6689938,0.7635083,0.7324109,0.6932842,0.7766498,0.6628054,0.7001467,0.7459014,0.6741061,0.8483028,0.7986476,0.7380927,0.6529786,0.6819058,0.6773208,0.6439951,0.5902802,0.6131078,0.7381229,0.6198018,0.6668456,0.5923313,0.6623684,0.6560089,0.6242149,0.5501361,2020-04-08 13:45:00
shake_intensity,5,2020-04-06 16:50:00,0.3782467,0.4065118,0.4412424,0.4365378,0.5128456,0.5582186,0.5168138,0.4825052,0.5427213,0.4840423,0.4789603,0.4634281,0.4031571,0.4093299,0.4074449,0.4550510,0.3770570,0.3892922,0.3527977,0.3782753,0.4579996,0.5182257,0.4155534,0.4385197,0.4686898,0.4489682,0.4389767,0.4513404,0.4503492,0.4393220,0.4154190,0.4547198,0.4584458,0.3910298,0.3584481,0.3763582,0.3704713,0.3817617,0.3883982,0.3914576,0.3499937,0.3476908,0.3777696,0.3798078,0.3488690,0.3459428,0.3528456,0.3992656,0.4351141,0.4656682,0.4097497,0.3452096,0.3676673,0.4067315,0.4089705,0.4210481,0.4330079,0.3900264,0.3896215,0.4145283,0.4592026,0.4865476,0.5363943,0.5219218,0.4608706,0.3866020,0.3702918,0.3311974,0.3023425,0.3457003,0.3933490,0.4420327,0.5072307,0.5945458,0.5485293,0.5555353,0.5046750,0.4505810,0.4595860,0.4530146,0.4199617,0.4036929,0.4554397,0.5050623,0.5236868,0.4080321,0.4206234,0.4626481,0.4078526,0.4389405,0.4228372,0.3971337,0.3968592,0.4149506,0.3835765,0.3984619,0.3647434,0.3439137,0.3072333,0.3237942,0.3135874,0.3469672,0.3574541,0.3704650,0.3647113,0.3400982,0.3248573,0.3330964,0.3167285,0.3604112,0.3772882,0.3950219,0.3464762,0.3490543,0.3748408,0.4179184,0.4075962,0.4477411,0.4956971,0.5426672,0.4837431,0.4532031,0.4566538,0.3995375,0.4160183,0.3916709,0.3555100,0.4286498,0.4369295,0.4073674,0.4369782,0.4497769,0.4509462,0.4304442,0.4942360,0.4967805,0.3871723,0.4022633,0.3506403,0.3597273,0.3530749,0.3670473,0.3830859,0.4072352,0.3973006,0.4085684,0.3990582,0.3846477,0.3751565,0.4029828,0.4351593,0.4094763,0.4176964,0.4231352,0.4368015,0.4521756,0.4052277,0.3865646,0.4318414,0.4313515,0.3314731,0.3382999,0.3183657,0.3341597,0.3128625,0.3150420,0.3294200,0.3556793,0.2900253,0.2563787,0.2566521,0.2427595,0.2618485,0.2353408,0.2342477,0.2926958,0.3504881,0.3305632,0.4085852,0.4685837,0.4418607,0.5218603,0.4872086,0.5393591,0.5267769,0.4837373,0.4382167,0.4834322,0.4826380,0.3926479,0.3548653,0.3021503,0.2838065,0.2660016,0.2700021,0.2661065,0.2391267,0.2762651,0.2726601,0.2796107,2020-04-06 16:50:00
shake_intensity,5,2020-04-08 00:25:00,0.4234081,0.4581500,0.3786576,0.4148223,0.4282156,0.3858264,0.3633049,0.4176509,0.3976279,0.3789148,0.3720220,0.3713115,0.4422533,0.4164348,0.4754145,0.4910335,0.5733038,0.5009628,0.4383420,0.3896075,0.4996570,0.4775287,0.4898883,0.4687272,0.4470987,0.4201664,0.4024689,0.4052876,0.4691483,0.4642131,0.4961048,0.4562955,0.4196207,0.4174612,0.4522923,0.4330164,0.3906456,0.4832681,0.4543020,0.3940171,0.4221275,0.3947562,0.4696470,0.3900669,0.4539733,0.4228425,0.4552822,0.4764453,0.5295753,0.5086187,0.4066320,0.4700047,0.4146242,0.4223174,0.4920386,0.4538171,0.4150826,0.3880493,0.3983929,0.4117342,0.4641599,0.5591618,0.7325689,0.6085139,0.5588343,0.4438842,0.4375306,0.4074605,0.4526492,0.4557191,0.4623482,0.4962336,0.3766591,0.4008285,0.4392104,0.3451823,0.4411949,0.3409717,0.4347461,0.4344858,0.4575672,0.4594010,0.3665723,0.3598665,0.3136940,0.5126545,0.3996919,0.3622782,0.3739029,0.3516919,0.2944767,0.2945777,0.3507025,0.2947911,0.3007006,0.3207409,0.3444439,0.2348325,0.3239934,0.4054596,0.3709342,0.4623659,0.4301423,0.3801427,0.4422558,0.3172035,0.3157165,0.2731954,0.3869194,0.4074572,0.4080133,0.4146602,0.3304750,0.3829614,0.4487715,0.3683631,0.3091952,0.3078363,0.3689102,0.3684730,0.3746472,0.3675658,0.4621710,0.3895868,0.3653501,0.4200673,0.3585327,0.4761544,0.3919842,0.4294572,0.3437586,0.3004577,0.2982548,0.2909259,0.3065935,0.3168694,0.3092893,0.3570340,0.3305835,0.3756299,0.4162671,0.4252911,0.4820915,0.4120802,0.4338733,0.3024250,0.3213979,0.3153480,0.3110822,0.3100753,0.3358326,0.3790627,0.3664303,0.3498500,0.3558772,0.3954346,0.4250997,0.4158521,0.3934782,0.4004521,0.3535088,0.3768932,0.4081543,0.3814436,0.4310582,0.4133794,0.3506272,0.3843071,0.4106525,0.3939230,0.4639941,0.4611907,0.4946369,0.4255682,0.3916129,0.3890980,0.4321320,0.4407566,0.3799137,0.3552686,0.3923768,0.3870044,0.3268635,0.2779493,0.4196790,0.4214218,0.4803391,0.6232586,0.4768516,0.3750390,0.4450801,0.5105730,0.5169395,0.4029695,0.5062707,0.3966814,0.3113868,0.3493162,0.2850036,0.2656747,2020-04-08 00:25:00
shake_intensity,5,2020-04-06 20:10:00,0.4007382,0.4807729,0.3851709,0.3672719,0.4102161,0.4079007,0.3556210,0.3571043,0.3790767,0.3937211,0.3998723,0.3820108,0.3366665,0.3240440,0.3227747,0.2867706,0.2769604,0.2866792,0.3211811,0.3173100,0.3426500,0.3532124,0.3797681,0.3682413,0.3799371,0.4081646,0.4629773,0.4300262,0.3693191,0.4354483,0.5273923,0.4744271,0.4641813,0.4967436,0.5108472,0.4400279,0.4759094,0.4958327,0.5203587,0.5687880,0.6043338,0.6007408,0.5864646,0.5640530,0.5675051,0.5348642,0.5399464,0.5318412,0.5228120,0.4819869,0.5052804,0.4726516,0.3863553,0.3905355,0.3988689,0.3750306,0.3928458,0.4103233,0.4333225,0.4180639,0.4219755,0.3496927,0.4171100,0.4122055,0.4545215,0.4183979,0.4827409,0.4204989,0.4647957,0.4205117,0.4635800,0.4900561,0.4483057,0.5440016,0.4338502,0.4183673,0.4840905,0.4102718,0.4429640,0.4857969,0.4702211,0.4780249,0.4374096,0.4532154,0.4073178,0.4203418,0.4302634,0.4288336,0.4130073,0.3639218,0.3856372,0.3895841,0.3919020,0.3588657,0.3797719,0.3566055,0.3528148,0.3567999,0.3731628,0.3751749,0.4608004,0.3565710,0.3650364,0.3398643,0.4035071,0.3514085,0.3194523,0.3273755,0.3556632,0.3622818,0.3678417,0.4390405,0.3912142,0.4101249,0.4500574,0.4435952,0.5085749,0.4523520,0.4807346,0.4236403,0.4437437,0.4015861,0.3385615,0.3716801,0.3647244,0.3291384,0.3474044,0.3964998,0.3651542,0.4075405,0.4207393,0.4328106,0.4612606,0.4485855,0.4219798,0.3971659,0.3799160,0.3754758,0.3674079,0.3644801,0.3785255,0.3445379,0.3300874,0.3198317,0.3535680,0.3689413,0.3509406,0.3660652,0.3969817,0.3415507,0.3313262,0.3181736,0.3182037,0.3473816,0.3370190,0.3460084,0.3341337,0.3625608,0.3584770,0.3744200,0.3924421,0.3436130,0.3335156,0.3270837,0.3320239,0.3540259,0.3225044,0.3389874,0.3776931,0.3743703,0.4250623,0.4254617,0.4316009,0.4390040,0.4122119,0.3630841,0.3569999,0.3906416,0.3877462,0.3954577,0.3640967,0.3928831,0.3628485,0.3753530,0.4259171,0.3598309,0.3270435,0.3224876,0.3465338,0.3830014,0.3406160,0.3040304,0.3772974,0.4228335,0.4220618,0.4115453,0.4043012,0.4254593,0.4306641,0.3928439,2020-04-06 20:10:00
shake_intensity,5,2020-04-06 16:55:00,0.3052683,0.3449952,0.3519905,0.3152098,0.3073454,0.3511405,0.3230681,0.2975675,0.2609773,0.3172555,0.2444461,0.2938277,0.3620329,0.3349605,0.2960867,0.2810215,0.3442422,0.3162280,0.2619508,0.2567225,0.2826887,0.2990057,0.3525812,0.3575579,0.3884201,0.3556718,0.4861777,0.3675847,0.3886130,0.4439353,0.4201962,0.4092104,0.3736965,0.3776485,0.4032640,0.5003649,0.4104032,0.4411730,0.5571356,0.5219682,0.3705111,0.3669413,0.3356930,0.4037289,0.4125951,0.3727992,0.4082249,0.4413498,0.4075147,0.4375307,0.4472922,0.4983443,0.5432471,0.4729483,0.4428584,0.4554098,0.4242565,0.3971635,0.4316991,0.4137318,0.4411875,0.4983811,0.4054890,0.3895920,0.4535750,0.5048305,0.4730194,0.4756274,0.3550782,0.3978229,0.4193804,0.3901543,0.4092026,0.3745199,0.3057008,0.3233052,0.2650912,0.3258138,0.2745777,0.3211953,0.3216598,0.3461566,0.2675133,0.2806927,0.2614675,0.2947763,0.3134887,0.2838451,0.2692214,0.3047796,0.3435289,0.3700655,0.3502087,0.3505017,0.2764238,0.2823109,0.3149436,0.3493400,0.3613010,0.2917239,0.2616822,0.2856608,0.3178683,0.3084068,0.2922571,0.3164291,0.3163455,0.3096818,0.2903474,0.4178079,0.3351283,0.2563044,0.2860449,0.3590741,0.2851053,0.2225818,0.2714601,0.2280158,0.2597327,0.2105285,0.1739355,0.1688847,0.1725252,0.1335607,0.1311801,0.1784581,0.2033081,0.2440932,0.2080122,0.2648711,0.2464500,0.2443945,0.2327330,0.2826052,0.3227607,0.3385989,0.3286928,0.3699040,0.4048445,0.3758525,0.3667650,0.4031355,0.4497376,0.3277867,0.2628237,0.3296832,0.2643002,0.2868649,0.2488583,0.1848845,0.2031162,0.2096615,0.2263309,0.2384675,0.3007331,0.2586944,0.3185316,0.2798941,0.2032532,0.2437052,0.3812689,0.4286876,0.4007086,0.5399272,0.3826577,0.2953292,0.2197620,0.3709228,0.5814908,0.5279690,0.3912551,0.4577808,0.4433013,0.3806609,0.2726384,0.3177157,0.3085261,0.3748795,0.3266892,0.2374468,0.2243081,0.1949212,0.1682839,0.1760214,0.2178417,0.1693915,0.1397370,0.1336366,0.1354103,0.1599974,0.2014723,0.1664145,0.2216304,0.2268017,0.2210982,0.1986126,0.2042719,0.2356571,0.2798064,0.2769147,2020-04-06 16:55:00
shake_intensity,5,2020-04-06 20:25:00,0.3667492,0.3861759,0.4151671,0.3940230,0.3867806,0.3869183,0.4171835,0.4413882,0.4147703,0.4163549,0.4088700,0.4109721,0.4053626,0.4318294,0.4492816,0.4351261,0.4461934,0.4421041,0.4468947,0.4597984,0.4336743,0.4734959,0.4369339,0.4035081,0.5042271,0.4836290,0.4605599,0.4607455,0.4690845,0.4604985,0.4423233,0.4118527,0.4469459,0.4500012,0.4171181,0.4222620,0.4279095,0.4149669,0.4114107,0.3826909,0.3707083,0.3876686,0.3953805,0.3921755,0.4011470,0.4016325,0.4338538,0.4298873,0.4064618,0.3900758,0.4382122,0.4090615,0.4409633,0.4294463,0.4031521,0.4658354,0.4918546,0.4693037,0.4874023,0.4952046,0.4732562,0.4744162,0.4604079,0.4709660,0.5137225,0.5239602,0.4909500,0.5155570,0.4656988,0.4588688,0.4227859,0.3956164,0.3995869,0.3970399,0.4066763,0.4110332,0.4333032,0.4629144,0.4298016,0.4122623,0.4819167,0.4844611,0.4726408,0.4842126,0.4845658,0.5272471,0.5236555,0.5368461,0.5366792,0.5649299,0.4816759,0.5239089,0.5039538,0.5359701,0.5110596,0.4958342,0.4961538,0.4395881,0.4610282,0.4475916,0.4514555,0.4731872,0.4167694,0.4381246,0.4595560,0.4260083,0.4451783,0.4322852,0.4179107,0.4194321,0.4514732,0.4798413,0.4534275,0.4435828,0.4488276,0.4167081,0.3927334,0.3884183,0.3859323,0.3622696,0.3533533,0.3849612,0.3937355,0.4291153,0.3832948,0.4303085,0.4006982,0.3774970,0.3782180,0.3614443,0.3496043,0.3478735,0.3943962,0.3969322,0.3978051,0.4299023,0.4465926,0.4595969,0.4704108,0.4748868,0.4858545,0.5069876,0.4621129,0.4940522,0.5021530,0.5131291,0.4787274,0.4170811,0.3898365,0.3735349,0.4201401,0.3990688,0.3639851,0.3564318,0.3954322,0.3778908,0.3949356,0.3871076,0.3839428,0.3903560,0.3941614,0.4107259,0.4099110,0.4274621,0.4003703,0.4211687,0.4205843,0.4383215,0.4165164,0.4265972,0.4694010,0.4497932,0.4893574,0.4772522,0.4591682,0.4667424,0.5274866,0.4949527,0.4436543,0.4452622,0.4457849,0.4635390,0.4593383,0.4342313,0.4316393,0.4354792,0.4154013,0.4652138,0.4903060,0.4614573,0.4753941,0.5018825,0.5130993,0.5459840,0.4716823,0.5270656,0.4949193,0.4598781,0.4431241,0.4773683,2020-04-06 20:25:00
shake_intensity,5,2020-04-06 17:00:00,0.3752687,0.3536533,0.3054259,0.3209251,0.2936035,0.3506157,0.3718641,0.3640311,0.4185265,0.4055414,0.4547865,0.4411914,0.4131397,0.3940620,0.4134118,0.4393457,0.4562480,0.5172875,0.5741770,0.7050864,0.6483826,0.6126699,0.5920523,0.5887235,0.4690781,0.5533799,0.4814368,0.4803736,0.5246076,0.5279037,0.5036082,0.5168292,0.4788415,0.4648787,0.4667498,0.3890937,0.4239660,0.4552589,0.4374950,0.4442380,0.4096343,0.3670823,0.3530125,0.3979469,0.3752755,0.3884760,0.4088610,0.4167545,0.4367276,0.3799846,0.4038388,0.4105047,0.3582912,0.4013156,0.3745217,0.4499542,0.4447961,0.4626742,0.4496343,0.4705648,0.4980293,0.4903836,0.4495171,0.4968567,0.5124857,0.4949436,0.4856292,0.4261393,0.4791232,0.4469375,0.4300904,0.4880708,0.4782855,0.4757679,0.4256071,0.4254280,0.5205605,0.4611714,0.5071504,0.5254723,0.5531921,0.5392525,0.5369846,0.5328340,0.5592193,0.5582617,0.5222224,0.4892289,0.4464021,0.4748736,0.4894625,0.5071350,0.5563107,0.4843037,0.5069338,0.4678251,0.4600915,0.4769317,0.4371074,0.4230416,0.3920321,0.3550821,0.3080533,0.3023957,0.3653723,0.3310330,0.3675771,0.3454161,0.3214947,0.3604526,0.3580449,0.3813373,0.3239952,0.3914631,0.4149142,0.4033224,0.3815766,0.4077757,0.4090128,0.3781951,0.3914787,0.4498811,0.4630783,0.4460979,0.3523650,0.3408010,0.3330726,0.4135366,0.4218036,0.4602450,0.4645267,0.4459916,0.4531279,0.4043232,0.4097476,0.4889037,0.4374343,0.3913923,0.3874023,0.3720529,0.3677194,0.3937506,0.4127167,0.4555990,0.4436833,0.4528852,0.5016064,0.4522138,0.4196894,0.4706966,0.4769016,0.4940837,0.4326757,0.3903242,0.3889556,0.3554548,0.3359241,0.4234309,0.4066634,0.4465483,0.4876717,0.5067447,0.5426223,0.5481726,0.5308143,0.5006429,0.5149761,0.4589581,0.3963314,0.4091168,0.3688861,0.3801975,0.4121707,0.3762594,0.3556653,0.3857775,0.3246054,0.3545669,0.3154753,0.3753297,0.3896246,0.4102002,0.4539050,0.3999235,0.3942130,0.3913368,0.3589434,0.3577471,0.3574819,0.3173890,0.3773223,0.3324742,0.3524285,0.3080477,0.2869664,0.3111533,0.3737636,0.3515511,0.3403817,0.3359579,2020-04-06 17:00:00
shake_intensity,5,2020-04-08 10:55:00,0.8864834,0.9096505,0.9344154,0.9158977,0.9546414,0.9109636,0.8960801,0.8985953,0.8837131,0.8890906,0.8668844,0.8744630,0.8088513,0.8632961,0.9135107,0.8750915,0.8486387,0.8302065,0.7583721,0.8054945,0.8198655,0.8154004,0.8454351,0.8492407,0.8369269,0.8125086,0.7454282,0.6833768,0.7546730,0.7763593,0.8255163,0.8399055,0.8217552,0.8261567,0.7449854,0.7709932,0.7316453,0.7737556,0.7446452,0.7139949,0.6952257,0.7371608,0.8469565,0.8252196,0.7468993,0.8566895,0.8618595,0.9087473,0.7963569,0.8360002,0.7696026,0.7376610,0.7673956,0.8134298,0.8039019,0.8195265,0.8420397,0.8242299,0.9645096,0.9162597,0.8456169,0.8363089,0.7786342,0.7356413,0.7988945,0.8315716,0.8287571,0.8017759,0.7657609,0.7685595,0.7833464,0.7441434,0.7782786,0.7749481,0.7276827,0.8083072,0.7706687,0.7307115,0.7302454,0.7274606,0.8008310,0.8817606,0.8105474,0.8490043,0.8799706,0.8370646,0.8796870,0.8541488,0.8264096,0.7667187,0.8336803,0.9223972,0.9092622,0.9206721,0.9607252,0.9570431,1.0033783,0.9461430,0.9454082,0.9620420,0.9725750,1.0145740,0.9046577,0.7886282,0.7742600,0.8203290,0.7879283,0.7549439,0.7810260,0.8623702,0.7016727,0.7001046,0.7365082,0.8208833,0.8100292,0.7672239,0.8139542,0.9295062,0.8092562,0.8298146,0.7969174,0.7370771,0.7982680,0.8808006,0.9402063,0.8717617,0.8427905,0.8301957,0.7959934,0.7469971,0.7465929,0.7641422,0.7156455,0.7384709,0.7773450,0.7741054,0.8081592,0.7461444,0.7256596,0.7414437,0.8642366,0.8906360,0.8481382,0.8610168,0.8336387,0.8478829,0.8352746,0.8049070,0.7571328,0.8701747,0.8430300,0.8162224,0.8669753,0.8863758,0.8697622,0.9004750,0.9613006,0.9806696,0.9272628,0.9535691,0.8627687,0.8892623,0.8735698,0.7875939,0.8054199,0.8157674,0.9156879,0.8716502,0.8877351,0.9365252,0.8702431,0.8322205,0.8521872,0.8058361,0.8176030,0.7976932,0.8022079,0.8404816,0.8419901,0.8438397,0.9128128,0.8474898,0.8123833,0.9216059,0.8436210,0.7426041,0.6980733,0.8033222,0.8153722,0.7731263,0.7625226,0.7967050,0.7407100,0.7509907,0.7462321,0.8087272,0.7470002,0.7754472,0.7959524,0.8448823,2020-04-08 10:55:00
